Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,06/10/2023,09:00,ALBANIA - SUPERLIGA,Egnatia,Dinamo Tirana,1.55,3.7,5.2,1.62,1.7,2.1,1.01,1.3,1.18,4.4,1.17
2,06/10/2023,13:00,BELARUS - VYSSHAYA LIGA,Shakhtyor Soligorsk,Smorgon,1.47,4.65,5.8,1.51,1.71,2.08,1.02,1.28,1.14,3.88,1.2
3,06/10/2023,13:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Velez Mostar,Posusje,1.52,4.05,5.4,1.78,1.87,1.75,1.02,1.39,1.25,5.8,1.1
4,06/10/2023,15:00,NETHERLANDS - EERSTE DIVISIE,Den Haag,Oss,1.45,4.75,6.0,1.57,1.73,2.0,1.03,1.29,1.17,4.0,1.22
5,06/10/2023,15:00,NETHERLANDS - EERSTE DIVISIE,FC Emmen,Telstar,1.5,4.5,6.0,1.57,1.67,2.1,1.03,1.29,1.17,4.0,1.22
6,06/10/2023,15:00,ROMANIA - LIGA 1,FC Rapid Bucuresti,Poli Iasi,1.44,4.2,6.5,1.83,2.0,1.73,1.04,1.36,1.25,6.0,1.13
7,06/10/2023,15:00,NETHERLANDS - EERSTE DIVISIE,Roda,Jong AZ,1.6,4.33,5.0,1.57,1.67,2.1,1.03,1.29,1.17,4.33,1.2
8,06/10/2023,15:00,BELGIUM - CHALLENGER PRO LEAGUE,Lommel SK,St. Liege U23,1.33,4.5,7.0,1.5,1.73,2.0,1.03,1.25,1.14,3.75,1.25
9,06/10/2023,15:30,POLAND - EKSTRAKLASA,Lech Poznan,Puszcza,1.4,5.25,6.5,1.67,1.95,1.8,1.03,1.3,1.22,5.0,1.17
10,06/10/2023,15:45,ITALY - SERIE C,Mantova,Alessandria,1.47,3.7,7.5,2.15,2.22,1.6,1.08,1.5,1.37,6.3,1.09
11,06/10/2023,21:30,BRAZIL - SERIE B,Atletico GO,Ituano,1.65,3.5,5.2,2.15,2.1,1.65,1.08,1.5,1.39,6.5,1.08
12,06/10/2023,22:10,COLOMBIA - PRIMERA A,Junior,Dep. Cali,1.75,3.5,5.25,2.08,1.91,1.8,1.07,1.44,1.33,8.0,1.08
