Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDONESIA - LIGA 1,22/09/2023,05:00,RANS Nusantara,Persis Solo,1.95,3.4,3.55
2,ALBANIA - SUPERLIGA,22/09/2023,10:00,KF Tirana,Erzeni,1.55,3.35,6.0
3,CROATIA - HNL,22/09/2023,13:00,Osijek,Varazdin,1.57,4.2,5.75
4,POLAND - DIVISION 1,22/09/2023,13:00,Podbeskidzie,Leczna,1.85,3.5,4.0
5,NETHERLANDS - EERSTE DIVISIE,22/09/2023,15:00,Roda,Den Bosch,1.45,5.0,5.5
6,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,22/09/2023,15:00,Al Nassr,Al Ahli SC,1.62,3.8,4.5
7,NETHERLANDS - EERSTE DIVISIE,22/09/2023,15:00,Willem II,Oss,1.33,5.25,8.0
8,COLOMBIA - PRIMERA A,22/09/2023,20:40,Once Caldas,La Equidad,2.1,3.25,3.6
9,ECUADOR - LIGA PRO,22/09/2023,21:00,LDU Quito,Orense,1.29,5.0,10.0
10,BRAZIL - SERIE B,22/09/2023,21:30,Atletico GO,Criciuma,1.88,3.15,4.35
11,MEXICO - LIGA MX,22/09/2023,22:00,Atl. San Luis,Mazatlan FC,1.6,4.2,4.33
