,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,AI_LAY_AWAY_RETORNOS,09/02/2024,05:45,AUSTRALIA - A-LEAGUE,Adelaide United,Perth Glory,1.7,4.5,4.2,1.33,3.4,1.4,2.75,H,D,H
2,AI_LAY_AWAY_RETORNOS,09/02/2024,14:00,POLAND - EKSTRAKLASA,Stal Mielec,Puszcza,2.1,3.4,3.3,2.0,1.85,1.8,1.95,H,H,A
3,AI_LAY_AWAY_RETORNOS,09/02/2024,16:00,BELGIUM - CHALLENGER PRO LEAGUE,Deinze,Patro Eisden,1.95,3.6,3.6,1.73,2.08,1.67,2.1,A,H,A
4,AI_LAY_AWAY_RETORNOS,09/02/2024,16:00,BELGIUM - CHALLENGER PRO LEAGUE,Francs Borains,Club Brugge KV U23,1.73,3.8,4.5,1.7,2.1,1.67,2.1,A,H,A
5,AI_LAY_AWAY_RETORNOS,09/02/2024,16:00,NETHERLANDS - EERSTE DIVISIE,NAC Breda,FC Eindhoven,1.62,4.0,5.5,1.73,2.08,1.8,1.91,H,H,H
6,AI_LAY_AWAY_RETORNOS,09/02/2024,16:00,NETHERLANDS - EERSTE DIVISIE,Roda JC,FC Dordrecht,1.65,4.33,4.75,1.5,2.5,1.57,2.25,H,H,H
7,AI_LAY_AWAY_RETORNOS,09/02/2024,16:30,AUSTRIA - BUNDESLIGA,Red Bull Salzburg,Sturm Graz,1.91,3.6,4.0,1.85,2.0,1.75,2.0,H,H,D
8,AI_LAY_AWAY_RETORNOS,09/02/2024,16:30,SPAIN - LALIGA2,Levante,Leganes,2.15,3.0,4.0,2.7,1.44,2.25,1.57,H,H,A
9,AI_LAY_AWAY_RETORNOS,09/02/2024,16:45,BELGIUM - JUPILER PRO LEAGUE,St. Truiden,Kortrijk,1.57,4.2,5.25,1.75,2.05,1.8,1.95,H,D,A
10,AI_LAY_AWAY_RETORNOS,09/02/2024,16:45,ENGLAND - LEAGUE TWO,Notts Co,Gillingham,1.91,4.0,3.6,1.67,2.15,1.67,2.1,H,H,D
11,AI_LAY_AWAY_RETORNOS,09/02/2024,19:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Estudiantes,Tigre,1.8,3.6,4.5,2.4,1.53,2.38,1.53,H,A,H
12,AI_LAY_AWAY_RETORNOS,09/02/2024,21:15,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Racing Club,San Lorenzo,2.0,3.1,4.2,2.7,1.44,2.38,1.53,H,A,H
13,AI_LAY_AWAY_RETORNOS,09/02/2024,21:15,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Velez Sarsfield,Gimnasia La Plata,2.2,3.1,3.6,2.7,1.44,2.25,1.57,H,A,H
14,AI_LAY_AWAY_RETORNOS,09/02/2024,22:20,COLOMBIA - PRIMERA A,Deportivo Cali,Boyaca Chico,1.75,3.6,4.75,2.15,1.67,2.0,1.73,A,A,H
