,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,30/03/2024,08:00,RUSSIA - PREMIER LEAGUE,Krylya Sovetov,Zenit,4.26,3.88,1.91,1.93,1.77,2.0,1.01,1.38,1.26,5.55,1.1
2,30/03/2024,08:30,THAILAND - THAI LEAGUE 1,Lamphun Warrior,Port MTI FC,3.6,3.6,1.91,1.57,1.52,2.37,1.04,1.32,1.19,3.85,1.22
3,30/03/2024,09:00,SWEDEN - SUPERETTAN,Sundsvall,Ostersund,2.45,3.4,2.55,1.93,1.7,2.05,1.05,1.4,1.29,6.5,1.11
4,30/03/2024,10:00,SPAIN - LALIGA2,Valladolid,Levante,1.85,3.4,4.75,2.2,2.0,1.73,1.07,1.44,1.36,9.0,1.07
5,30/03/2024,10:30,INDONESIA - LIGA 1,Bali United,Persija Jakarta,1.8,3.6,3.95,1.55,1.52,2.22,1.03,1.28,1.21,3.65,1.2
6,30/03/2024,11:00,POLAND - DIVISION 1,Legnica,Arka Gdynia,3.0,3.4,2.15,2.0,1.8,1.91,1.06,1.4,1.3,7.0,1.1
7,30/03/2024,11:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Jedinstvo,Mladost DG,2.32,3.35,2.77,1.98,1.75,1.87,1.03,1.4,1.31,6.7,1.07
8,30/03/2024,11:30,BULGARIA - PARVA LIGA,Lok. Plovdiv,Ludogorets,7.5,4.2,1.45,1.8,1.91,1.8,1.04,1.33,1.22,5.5,1.14
9,30/03/2024,12:00,ENGLAND - PREMIER LEAGUE,Chelsea,Burnley,1.3,6.0,8.5,1.5,1.91,1.91,1.02,1.25,1.17,4.0,1.25
10,30/03/2024,12:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Knockbreda,H&W Welders,5.8,4.6,1.42,1.47,1.65,1.98,1.02,1.15,1.11,3.35,1.23
11,30/03/2024,12:00,ENGLAND - PREMIER LEAGUE,Tottenham,Luton,1.2,8.0,11.0,1.25,1.62,2.2,1.01,1.14,1.07,2.38,1.57
12,30/03/2024,12:00,SCOTLAND - PREMIERSHIP,St Johnstone,Dundee FC,2.75,3.25,2.6,2.15,1.91,1.91,1.08,1.44,1.4,8.0,1.08
13,30/03/2024,12:00,SCOTLAND - CHAMPIONSHIP,Partick Thistle,Inverness,1.8,3.5,4.0,1.88,1.8,1.91,1.05,1.36,1.25,5.5,1.13
14,30/03/2024,12:00,SCOTLAND - LEAGUE TWO,Spartans,Forfar Athletic,2.05,3.5,3.1,2.1,1.83,1.83,1.06,1.44,1.36,7.0,1.08
16,30/03/2024,12:15,ITALY - SERIE C,Novara,Lumezzane,1.98,3.2,3.85,2.35,2.1,1.65,1.1,1.55,1.47,7.3,1.06
15,30/03/2024,12:15,SPAIN - LALIGA2,Leganes,FC Cartagena SAD,1.62,3.5,6.5,2.5,2.5,1.5,1.1,1.57,1.5,13.0,1.04
17,30/03/2024,12:30,NETHERLANDS - EREDIVISIE,Nijmegen,PSV,6.0,5.0,1.44,1.48,1.67,2.1,1.02,1.25,1.14,3.75,1.25
18,30/03/2024,13:30,SLOVAKIA - NIKE LIGA,Slovan Bratislava,Podbrezova,1.38,4.9,7.1,1.53,1.75,1.98,1.03,1.29,1.17,3.7,1.25
19,30/03/2024,14:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Buducnost,Petrovac,1.65,3.65,4.85,1.98,1.98,1.65,1.03,1.42,1.33,7.1,1.06
20,30/03/2024,14:00,SWITZERLAND - SUPER LEAGUE,Winterthur,Servette,3.6,3.5,2.0,1.73,1.62,2.2,1.04,1.33,1.22,5.5,1.14
21,30/03/2024,14:00,SWITZERLAND - SUPER LEAGUE,Lausanne Ouchy,Lugano,4.75,4.0,1.7,1.7,1.67,2.1,1.03,1.3,1.2,5.0,1.17
22,30/03/2024,14:30,ITALY - SERIE C,Potenza,Crotone,2.9,2.95,2.52,2.2,1.85,1.87,1.09,1.53,1.4,6.5,1.08
23,30/03/2024,15:00,ARGENTINA - PRIMERA NACIONAL,Gimnasia Mendoza,Colon Santa Fe,3.3,3.2,2.3,2.35,2.0,1.73,1.08,1.5,1.4,10.0,1.06
24,30/03/2024,15:00,ECUADOR - LIGA PRO,Mushuc Runa,Aucas,2.55,3.3,2.5,1.95,1.73,2.0,1.05,1.4,1.29,6.5,1.11
25,30/03/2024,16:00,URUGUAY - PRIMERA DIVISION,Liverpool M.,River Plate,1.95,3.1,4.0,2.15,1.91,1.8,1.07,1.44,1.36,9.0,1.07
26,30/03/2024,16:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Wehda,Al Fateh,2.3,3.4,2.75,1.73,1.62,2.2,1.04,1.33,1.22,4.5,1.17
27,30/03/2024,18:45,PERU - LIGA 1,FBC Melgar,Cienciano,1.62,4.2,5.0,1.88,1.83,1.83,1.04,1.36,1.25,6.0,1.13
28,30/03/2024,20:30,USA - MLS,Charlotte,FC Cincinnati,2.2,3.5,3.2,2.05,1.8,1.95,1.06,1.4,1.3,7.0,1.1
29,30/03/2024,21:00,BOLIVIA - DIVISION PROFESIONAL,Nacional Potosi,Royal Pari,1.36,4.33,7.0,1.5,1.6,2.07,1.01,1.26,1.13,3.25,1.24
30,30/03/2024,22:30,USA - MLS,Real Salt Lake,St. Louis City,1.8,3.8,4.33,1.62,1.62,2.2,1.03,1.3,1.18,4.5,1.18
31,30/03/2024,23:30,USA - MLS,Los Angeles Galaxy,Seattle Sounders,1.91,3.6,4.0,1.7,1.67,2.1,1.03,1.33,1.2,5.0,1.17
