,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-05-18,02:00:00,JAPAN - J2 LEAGUE,Renofa Yamaguchi,Montedio Yamagata,2.6,2.88,3.35,12.5,1.24365
2,2025-05-18,02:00:00,JAPAN - J2 LEAGUE,Oita Trinita,V-Varen Nagasaki,3.2,2.42,3.25,11.5,1.2436501
3,2025-05-18,04:30:00,SOUTH KOREA - K LEAGUE 2,Ansan Greeners,Incheon,9.4,1.38,4.8,11.5,1.2436509
4,2025-05-18,04:30:00,SOUTH KOREA - K LEAGUE 1,Pohang,Gwangju FC,2.6,3.1,3.25,11.0,1.2436427
5,2025-05-18,04:30:00,SOUTH KOREA - K LEAGUE 2,Jeonnam,Cheongju,1.81,4.7,3.85,200.0,1.2436411
6,2025-05-18,06:00:00,JAPAN - J2 LEAGUE,Ehime,Tokushima,4.8,1.93,3.5,7.2,1.2438946
7,2025-05-18,07:00:00,POLAND - DIVISION 1,Warta Poznan,Odra Opole,4.0,1.96,3.45,29.0,1.2436994
8,2025-05-18,07:00:00,SOUTH KOREA - K LEAGUE 1,Suwon FC,Daejeon,2.56,2.92,3.4,12.0,1.243643
9,2025-05-18,07:00:00,SOUTH KOREA - K LEAGUE 2,Gimpo FC,Seoul E-Land,3.3,2.32,3.45,8.8,1.2436429
10,2025-05-18,08:00:00,ENGLAND - PREMIER LEAGUE,Everton,Southampton,1.44,9.2,5.0,26.0,1.2433857
11,2025-05-18,08:00:00,ARMENIA - PREMIER LEAGUE,Ararat-Armenia,BKMA,1.22,11.0,6.0,1000.0,1.243902
12,2025-05-18,08:50:00,CROATIA - PRVA NL,Croatia Zmijavci,Dugopolje,1.97,3.65,3.15,27.0,1.2439138
13,2025-05-18,09:00:00,FINLAND - YKKONEN,JJK Jyvaskyla,Rovaniemi,1.86,4.1,3.8,46.0,1.2438914
14,2025-05-18,09:00:00,DENMARK - SUPERLIGA,Aalborg,Silkeborg,2.98,2.4,3.95,15.0,1.2436631
15,2025-05-18,09:30:00,NETHERLANDS - EREDIVISIE,Heracles,Nijmegen,2.62,2.84,3.65,14.5,1.2438017
16,2025-05-18,09:30:00,UKRAINE - PREMIER LEAGUE,LNZ Cherkasy,Vorskla Poltava,3.75,2.28,3.05,20.0,1.2437367
17,2025-05-18,09:30:00,UKRAINE - PREMIER LEAGUE,Inhulets Petrove,Shakhtar Donetsk,15.0,1.2,7.2,8.8,1.2437366
18,2025-05-18,09:30:00,UKRAINE - PREMIER LEAGUE,Ch. Odesa,Dyn. Kyiv,15.5,1.22,6.4,8.6,1.2437365
19,2025-05-18,09:30:00,UKRAINE - PREMIER LEAGUE,Oleksandriya,Veres-Rivne,1.29,12.0,5.3,38.0,1.2437369
20,2025-05-18,09:30:00,POLAND - DIVISION 1,Arka Gdynia,Tychy,1.43,6.8,4.6,75.0,1.243721
21,2025-05-18,09:30:00,NETHERLANDS - EREDIVISIE,Zwolle,Groningen,2.26,3.15,3.9,18.0,1.2438014
22,2025-05-18,09:30:00,NETHERLANDS - EREDIVISIE,NAC Breda,Willem II,1.93,4.4,3.8,18.0,1.2438014
23,2025-05-18,09:30:00,NETHERLANDS - EREDIVISIE,AZ Alkmaar,Almere City,1.3,10.5,6.6,90.0,1.2438031
24,2025-05-18,09:30:00,NETHERLANDS - EREDIVISIE,Ajax,Twente,1.53,6.0,5.3,60.0,1.2438011
25,2025-05-18,09:30:00,NETHERLANDS - EREDIVISIE,Heerenveen,Feyenoord,3.15,2.2,4.2,18.0,1.2438009
26,2025-05-18,09:30:00,NETHERLANDS - EREDIVISIE,Sittard,Utrecht,4.1,1.98,3.8,13.0,1.2438011
27,2025-05-18,09:30:00,NETHERLANDS - EREDIVISIE,Sparta Rotterdam,PSV,9.8,1.3,7.2,21.0,1.2438016
28,2025-05-18,10:00:00,ARMENIA - PREMIER LEAGUE,Urartu,Noah,2.88,2.3,3.05,50.0,1.2439041
29,2025-05-18,10:15:00,ENGLAND - PREMIER LEAGUE,West Ham,Nottingham,2.96,2.64,3.45,11.5,1.243385
30,2025-05-18,10:30:00,GERMANY - 2. BUNDESLIGA,Hertha Berlin,Hannover,1.95,3.8,4.2,23.0,1.2436534
31,2025-05-18,10:30:00,GERMANY - 2. BUNDESLIGA,Ulm,Preussen Munster,3.2,2.3,3.75,13.5,1.2436554
32,2025-05-18,10:30:00,GERMANY - 2. BUNDESLIGA,FC Koln,Kaiserslautern,1.52,6.0,5.1,40.0,1.2436553
33,2025-05-18,10:30:00,GERMANY - 2. BUNDESLIGA,Braunschweig,Nurnberg,1.67,5.2,4.5,26.0,1.2436557
34,2025-05-18,10:30:00,GERMANY - 2. BUNDESLIGA,Magdeburg,Dusseldorf,2.36,2.9,4.1,23.0,1.2436538
35,2025-05-18,10:30:00,GERMANY - 2. BUNDESLIGA,Greuther Furth,Hamburger SV,2.64,2.52,4.2,23.0,1.2436535
36,2025-05-18,10:30:00,GERMANY - 2. BUNDESLIGA,Darmstadt,Regensburg,1.47,7.6,5.3,38.0,1.2436559
37,2025-05-18,10:30:00,GERMANY - 2. BUNDESLIGA,Karlsruher SC,Paderborn,4.4,1.8,4.3,16.5,1.2436552
38,2025-05-18,10:30:00,GERMANY - 2. BUNDESLIGA,Schalke,Elversberg,5.1,1.66,4.8,15.5,1.2436556
39,2025-05-18,11:00:00,ENGLAND - PREMIER LEAGUE,Brentford,Fulham,2.06,3.8,3.9,19.5,1.2433856
40,2025-05-18,11:00:00,DENMARK - SUPERLIGA,Sonderjyske,Lyngby,2.96,2.56,3.55,12.0,1.243668
41,2025-05-18,11:00:00,SCOTLAND - PREMIERSHIP,St Johnstone,Dundee FC,3.5,2.2,3.6,10.5,1.2437785
42,2025-05-18,11:00:00,SCOTLAND - PREMIERSHIP,Kilmarnock,Hearts,2.78,2.7,3.5,12.5,1.2437786
43,2025-05-18,11:00:00,ENGLAND - PREMIER LEAGUE,Leicester,Ipswich,2.42,3.1,3.7,15.5,1.2433851
44,2025-05-18,11:45:00,HUNGARY - OTP BANK LIGA,Debrecen,Paks,1.75,4.4,4.3,65.0,1.2436612
45,2025-05-18,12:00:00,SERBIA - SUPER LIGA,Zeleznicar Pancevo,Sp. Subotica,2.48,3.5,2.64,85.0,1.2437931
46,2025-05-18,12:00:00,SERBIA - SUPER LIGA,Jedinstvo U.,IMT Novi Beograd,6.4,1.55,4.1,34.0,1.2437973
47,2025-05-18,12:00:00,POLAND - DIVISION 1,Pruszkow,S. Rzeszow,2.0,3.45,3.8,34.0,1.2436994
48,2025-05-18,12:00:00,SERBIA - SUPER LIGA,Tekstilac Odzaci,Cukaricki,7.6,1.37,5.1,32.0,1.2437972
49,2025-05-18,12:00:00,SERBIA - SUPER LIGA,Napredak,Radnicki Nis,2.1,3.5,3.3,40.0,1.2437918
50,2025-05-18,12:30:00,ENGLAND - PREMIER LEAGUE,Arsenal,Newcastle,2.06,3.85,3.8,17.0,1.2433853
51,2025-05-18,13:00:00,TURKEY - SUPER LIG,Bodrumspor,Trabzonspor,1.98,4.3,3.7,15.5,1.2438238
52,2025-05-18,13:00:00,FINLAND - YKKONEN,OLS Oulu,Keski-Uusimaa,1.79,3.75,4.4,65.0,1.2438831
53,2025-05-18,13:00:00,TURKEY - SUPER LIG,Galatasaray,Kayserispor,1.19,16.5,9.0,110.0,1.2437217
54,2025-05-18,13:00:00,TURKEY - SUPER LIG,Samsunspor,Sivasspor,1.86,4.6,3.9,18.5,1.2436638
55,2025-05-18,13:00:00,TURKEY - SUPER LIG,Antalyaspor,Gaziantep,2.22,3.6,3.55,18.5,1.2437229
56,2025-05-18,13:00:00,TURKEY - SUPER LIG,Kasimpasa,Basaksehir,2.26,3.4,3.7,20.0,1.2436635
57,2025-05-18,13:00:00,TURKEY - SUPER LIG,Fenerbahce,Eyupspor,1.26,12.5,7.4,65.0,1.243664
58,2025-05-18,13:00:00,TURKEY - SUPER LIG,Alanyaspor,Besiktas,3.45,2.16,3.9,16.5,1.2436637
59,2025-05-18,13:00:00,TURKEY - SUPER LIG,Rizespor,Goztepe,2.28,3.4,3.6,42.0,1.2436638
60,2025-05-18,13:00:00,DENMARK - SUPERLIGA,Randers FC,FC Copenhagen,3.95,2.08,3.65,10.0,1.2436713
61,2025-05-18,14:00:00,SPAIN - LALIGA,Valladolid,Alaves,6.0,1.74,3.8,7.4,1.2436779
62,2025-05-18,14:00:00,SPAIN - LALIGA,Sevilla,Real Madrid,3.45,2.18,3.9,14.5,1.2436774
63,2025-05-18,14:00:00,SPAIN - LALIGA,Osasuna,Espanyol,1.92,5.0,3.5,15.0,1.2436776
64,2025-05-18,14:00:00,SPAIN - LALIGA,Celta Vigo,Rayo Vallecano,1.9,4.6,3.8,17.5,1.243675
65,2025-05-18,14:00:00,SPAIN - LALIGA,Valencia,Ath Bilbao,2.48,3.6,3.1,10.5,1.2436775
66,2025-05-18,14:00:00,SPAIN - LALIGA,Las Palmas,Leganes,3.7,2.22,3.55,10.0,1.2436752
67,2025-05-18,14:00:00,SPAIN - LALIGA,Atl. Madrid,Betis,1.78,4.9,4.2,21.0,1.2436768
68,2025-05-18,14:00:00,SPAIN - LALIGA,Mallorca,Getafe,2.38,3.85,3.05,9.6,1.2436751
69,2025-05-18,14:30:00,HUNGARY - OTP BANK LIGA,Ferencvaros,Fehervar FC,1.28,12.0,6.2,110.0,1.2436739
70,2025-05-18,15:00:00,URUGUAY - PRIMERA DIVISION,Progreso,Juventud De Las Piedras,3.2,2.28,3.5,23.0,1.2436444
71,2025-05-18,15:00:00,URUGUAY - PRIMERA DIVISION,Liverpool M.,Cerro Largo,1.69,6.0,3.65,38.0,1.2436442
72,2025-05-18,15:00:00,URUGUAY - PRIMERA DIVISION,Nacional,Defensor Sp.,1.57,6.4,4.2,55.0,1.2436442
73,2025-05-18,15:15:00,PERU - LIGA 1,Sport Huancayo,Sport Boys,1.52,6.2,4.5,65.0,1.2434123
74,2025-05-18,15:45:00,ITALY - SERIE A,AS Roma,AC Milan,2.46,3.1,3.6,14.5,1.243375
75,2025-05-18,15:45:00,ITALY - SERIE A,Monza,Empoli,5.6,1.81,3.65,7.0,1.2433636
76,2025-05-18,15:45:00,ITALY - SERIE A,Verona,Como,3.45,2.42,3.3,9.2,1.2433759
77,2025-05-18,15:45:00,ITALY - SERIE A,Fiorentina,Bologna,3.1,2.68,3.2,9.2,1.2433763
78,2025-05-18,15:45:00,ITALY - SERIE A,Parma,Napoli,7.0,1.56,4.5,8.0,1.2433753
79,2025-05-18,15:45:00,ITALY - SERIE A,Juventus,Udinese,1.42,9.8,5.0,27.0,1.2433746
80,2025-05-18,15:45:00,ITALY - SERIE A,Lecce,Torino,2.02,4.6,3.4,13.0,1.2433765
81,2025-05-18,15:45:00,ITALY - SERIE A,Inter,Lazio,1.71,5.7,4.1,22.0,1.2433755
82,2025-05-18,16:00:00,BOLIVIA - DIVISION PROFESIONAL,SA Bulo Bulo,Blooming,2.58,2.76,3.5,16.0,1.2436715
83,2025-05-18,16:00:00,BRAZIL - SERIE A,Corinthians,Santos,1.89,5.1,3.55,14.5,1.243347
84,2025-05-18,16:00:00,BRAZIL - SERIE A,Juventude,Fluminense,3.8,2.2,3.4,8.6,1.2433467
85,2025-05-18,16:00:00,BRAZIL - SERIE B,CRB,Criciuma,2.16,4.1,3.2,23.0,1.2437061
86,2025-05-18,16:00:00,BRAZIL - SERIE B,Atletico GO,Remo,1.86,5.1,3.6,17.0,1.243706
87,2025-05-18,16:00:00,BRAZIL - SERIE A,Bahia,Vitoria,1.75,5.5,3.75,17.0,1.2433466
88,2025-05-18,18:15:00,BOLIVIA - DIVISION PROFESIONAL,Bolivar,San Jose (Bol),1.08,1.09,4.4,1000.0,1.2436718
89,2025-05-18,18:30:00,BRAZIL - SERIE A,Bragantino,Palmeiras,3.75,2.34,3.2,8.0,1.2433468
90,2025-05-18,19:30:00,PARAGUAY - PRIMERA DIVISION,Guarani,Ameliano,2.46,3.25,3.25,23.0,1.2436631
91,2025-05-18,20:00:00,PERU - LIGA 1,FBC Melgar,Grau,1.41,8.2,4.7,36.0,1.2436569
92,2025-05-18,20:30:00,BOLIVIA - DIVISION PROFESIONAL,Oriente Petrolero,The Strongest,2.64,2.36,3.9,17.0,1.2436714
93,2025-05-18,20:30:00,BRAZIL - SERIE A,Cruzeiro,Atletico-MG,2.6,3.2,3.15,9.4,1.2433463
94,2025-05-18,20:30:00,BRAZIL - SERIE A,Internacional,Mirassol,1.61,6.6,4.1,18.5,1.2433465
