,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-12-29,03:00:00,AUSTRALIA - A-LEAGUE,Western United,Brisbane Roar,1.9,4.1,4.2,27.0,1.2372533
2,2024-12-29,08:30:00,ITALY - SERIE A,Udinese,Torino,2.38,4.0,2.98,11.5,1.2372552
3,2024-12-29,09:30:00,ENGLAND - LEAGUE TWO,Bromley,Swindon,2.04,3.9,3.85,18.0,1.2374989
4,2024-12-29,09:30:00,ENGLAND - LEAGUE TWO,Carlisle,Accrington,2.8,2.76,3.4,11.5,1.2374989
5,2024-12-29,09:30:00,ENGLAND - LEAGUE ONE,Rotherham,Stockport County,3.05,2.58,3.3,9.4,1.237477
6,2024-12-29,09:30:00,ENGLAND - LEAGUE ONE,Charlton,Wycombe,3.15,2.48,3.4,10.5,1.2374777
7,2024-12-29,11:00:00,ITALY - SERIE A,Napoli,Venezia,1.28,15.0,6.2,44.0,1.2372559
8,2024-12-29,11:30:00,ENGLAND - PREMIER LEAGUE,Leicester,Manchester City,10.5,1.32,6.4,14.5,1.2374755
9,2024-12-29,12:00:00,ENGLAND - LEAGUE TWO,Walsall,Newport,1.3,11.5,6.4,48.0,1.2374982
10,2024-12-29,12:00:00,ENGLAND - LEAGUE TWO,Salford,Morecambe,1.68,5.8,4.1,21.0,1.2374984
11,2024-12-29,12:00:00,ENGLAND - LEAGUE TWO,Cheltenham,Notts Co,3.6,2.16,3.7,10.5,1.2374979
12,2024-12-29,12:00:00,ENGLAND - LEAGUE TWO,Grimsby,Port Vale,2.86,2.74,3.45,10.5,1.2374985
13,2024-12-29,12:00:00,ENGLAND - LEAGUE TWO,Fleetwood,Harrogate,1.6,6.6,4.2,25.0,1.2374985
14,2024-12-29,12:00:00,ENGLAND - PREMIER LEAGUE,Crystal Palace,Southampton,1.61,6.4,4.4,23.0,1.237476
15,2024-12-29,12:00:00,ENGLAND - PREMIER LEAGUE,Tottenham,Wolves,1.72,4.6,4.8,32.0,1.2374753
16,2024-12-29,12:00:00,ENGLAND - PREMIER LEAGUE,Everton,Nottingham,2.94,2.82,3.2,8.6,1.2374749
17,2024-12-29,12:00:00,SCOTLAND - PREMIERSHIP,Ross County,Hearts,3.95,2.12,3.55,9.0,1.237572
18,2024-12-29,12:00:00,SCOTLAND - PREMIERSHIP,Celtic,St Johnstone,1.09,38.0,15.5,980.0,1.2375721
19,2024-12-29,12:00:00,SCOTLAND - PREMIERSHIP,St. Mirren,Dundee FC,1.91,4.5,3.85,16.5,1.2375723
20,2024-12-29,12:00:00,SCOTLAND - PREMIERSHIP,Motherwell,Rangers,10.5,1.32,6.2,9.8,1.2375722
21,2024-12-29,12:00:00,EGYPT - PREMIER LEAGUE,Haras El Hodood,El Gaish,3.65,2.66,2.64,980.0,1.2376448
22,2024-12-29,12:00:00,ENGLAND - PREMIER LEAGUE,Fulham,Bournemouth,2.5,3.05,3.65,14.5,1.2374746
23,2024-12-29,12:00:00,ENGLAND - LEAGUE TWO,MK Dons,Crewe,2.3,3.45,3.5,14.0,1.2374982
24,2024-12-29,12:00:00,ENGLAND - LEAGUE ONE,Bolton,Lincoln,2.38,3.2,3.55,14.0,1.2374773
25,2024-12-29,12:00:00,ENGLAND - LEAGUE TWO,Tranmere,Barrow,2.74,2.98,3.2,10.5,1.2374983
26,2024-12-29,12:00:00,ENGLAND - LEAGUE ONE,Exeter,Crawley,1.65,5.7,4.3,23.0,1.2374763
27,2024-12-29,12:00:00,ENGLAND - LEAGUE ONE,Huddersfield,Burton,1.38,9.2,5.7,36.0,1.2374768
28,2024-12-29,12:00:00,ENGLAND - LEAGUE ONE,Reading,Mansfield,3.0,2.46,3.65,13.0,1.2374763
29,2024-12-29,12:00:00,ENGLAND - LEAGUE ONE,Wrexham,Wigan,1.84,5.2,3.5,14.5,1.2374781
30,2024-12-29,12:00:00,ENGLAND - LEAGUE ONE,Shrewsbury,Northampton,2.06,3.85,3.6,15.5,1.2374778
31,2024-12-29,12:00:00,ENGLAND - LEAGUE ONE,Peterborough,Barnsley,3.2,2.2,4.0,18.5,1.2374779
32,2024-12-29,12:00:00,ENGLAND - LEAGUE ONE,Leyton Orient,Cambridge Utd,1.61,6.8,4.1,22.0,1.2374772
33,2024-12-29,12:00:00,ENGLAND - LEAGUE ONE,Birmingham,Blackpool,1.47,7.6,5.0,34.0,1.2374765
34,2024-12-29,12:30:00,PORTUGAL - LIGA PORTUGAL,SC Farense,Vitoria Guimaraes,5.0,1.89,3.6,7.0,1.2375454
35,2024-12-29,12:30:00,PORTUGAL - LIGA PORTUGAL,Rio Ave,Nacional,2.22,4.0,3.3,14.0,1.2375467
36,2024-12-29,14:00:00,ITALY - SERIE A,Juventus,Fiorentina,1.9,5.3,3.45,16.0,1.237255
37,2024-12-29,14:15:00,ENGLAND - PREMIER LEAGUE,West Ham,Liverpool,8.0,1.41,5.9,15.0,1.2374786
38,2024-12-29,14:15:00,SCOTLAND - PREMIERSHIP,Dundee Utd,Aberdeen,2.36,3.2,3.6,13.5,1.2375842
39,2024-12-29,15:00:00,PORTUGAL - LIGA PORTUGAL,Braga,Casa Pia,1.47,8.2,4.9,26.0,1.2375038
40,2024-12-29,15:00:00,EGYPT - PREMIER LEAGUE,Zamalek,Al Ittihad,1.77,6.8,3.25,980.0,1.2375693
41,2024-12-29,16:45:00,ITALY - SERIE A,AC Milan,AS Roma,2.38,3.4,3.45,13.0,1.2372557
42,2024-12-29,17:30:00,PORTUGAL - LIGA PORTUGAL,Sporting CP,Benfica,2.48,3.05,3.65,14.0,1.2375451
