,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,04/05/2024,09:00,FINLAND - VEIKKAUSLIIGA,Ilves,AC Oulu,1.67,4.0,4.5,1.7,1.75,2.0,1.03,1.33,1.2,5.0,1.17
2,04/05/2024,10:00,THAILAND - THAI LEAGUE 1,Muang Thong Utd,Sukhothai,1.65,4.25,4.15,1.52,1.57,2.27,1.03,1.28,1.16,3.6,1.24
3,04/05/2024,11:00,SCOTLAND - PREMIERSHIP,Motherwell,Livingston,1.67,4.0,4.75,1.95,1.95,1.8,1.05,1.4,1.3,6.5,1.11
4,04/05/2024,12:30,AZERBAIJAN - PREMIER LEAGUE,Qarabag,Neftci Baku,1.6,4.0,4.65,1.65,1.7,1.93,1.02,1.3,1.21,4.65,1.16
5,04/05/2024,13:00,SWITZERLAND - SUPER LEAGUE,Grasshoppers,Lausanne Ouchy,1.85,3.6,4.2,1.75,1.67,2.1,1.04,1.33,1.22,5.5,1.14
6,04/05/2024,15:00,POLAND - DIVISION 1,GKS Katowice,S. Rzeszow,1.6,3.75,4.75,1.98,1.91,1.8,1.06,1.4,1.29,6.5,1.11
7,04/05/2024,15:15,SLOVENIA - PRVA LIGA,Maribor,Celje,1.65,3.95,4.55,1.7,1.72,2.0,1.04,1.34,1.23,4.45,1.17
8,04/05/2024,17:30,PERU - LIGA 1,Comerciantes Unidos,Union Comercio,1.7,3.6,5.0,1.98,1.83,1.83,1.05,1.4,1.29,6.5,1.11
9,04/05/2024,20:30,USA - MLS,Inter Miami,New York Red Bulls,1.8,4.0,3.8,1.57,1.57,2.25,1.03,1.29,1.17,4.0,1.22
10,04/05/2024,20:30,USA - MLS,Atlanta Utd,Minnesota United,1.73,4.2,4.2,1.48,1.5,2.5,1.02,1.25,1.13,3.5,1.29
11,04/05/2024,21:30,USA - USL CHAMPIONSHIP,San Antonio,Oakland Roots,1.6,4.05,4.8,1.75,1.78,1.93,1.04,1.35,1.24,4.65,1.16
12,04/05/2024,21:30,USA - MLS,Nashville SC,CF Montreal,1.8,3.6,4.33,1.73,1.67,2.1,1.04,1.33,1.22,5.5,1.14
13,04/05/2024,22:30,USA - MLS,Real Salt Lake,Sporting Kansas City,1.7,3.8,4.75,1.57,1.57,2.25,1.03,1.29,1.17,4.0,1.22
