,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,03/12/2023,02:00,SOUTH KOREA - K LEAGUE 1,Daegu,Incheon,2.75,3.4,2.45,2.03,1.73,2.0,1.06,1.4,1.3,7.0,1.1
2,03/12/2023,07:00,VIETNAM - V.LEAGUE 1,Gia Lai,Binh Duong,2.57,3.05,2.65,2.15,1.88,1.72,1.05,1.5,1.4,8.2,1.03
3,03/12/2023,08:00,AZERBAIJAN - PREMIER LEAGUE,Kapaz,Sabah Baku,6.0,3.75,1.52,2.1,2.22,1.52,1.04,1.47,1.38,7.8,1.04
4,03/12/2023,08:00,INDIA - I-LEAGUE,Rajasthan United,Lajong,3.05,3.55,2.07,1.6,1.52,2.2,1.01,1.29,1.19,4.25,1.17
5,03/12/2023,08:00,SPAIN - PRIMERA RFEF,Melilla,Cordoba,5.25,3.6,1.55,2.2,2.25,1.57,1.07,1.44,1.4,7.5,1.07
6,03/12/2023,08:30,POLAND - EKSTRAKLASA,Cracovia,Ruch Chorzow,1.67,3.75,5.0,1.98,1.95,1.8,1.05,1.4,1.29,6.5,1.11
7,03/12/2023,08:30,AUSTRIA - 2. LIGA,Dornbirn,Liefering,3.5,3.75,1.88,1.55,1.53,2.35,1.03,1.3,1.18,3.85,1.22
8,03/12/2023,09:30,ALBANIA - SUPERLIGA,Kukesi,Teuta,2.22,3.2,2.9,2.07,1.85,1.91,1.04,1.44,1.36,7.3,1.06
9,03/12/2023,12:15,ITALY - SERIE C,Alessandria,Fiorenzuola,2.32,3.0,3.15,2.4,2.05,1.7,1.11,1.57,1.47,7.5,1.06
10,03/12/2023,12:30,IVORY COAST - LIGUE 1,Zoman,AS Denguele,2.82,2.87,2.45,2.65,2.34,1.57,1.1,1.57,1.53,9.1,1.03
11,03/12/2023,13:30,SENEGAL - LIGUE 1,US Goree,Pikine,2.02,2.65,4.25,3.04,2.51,1.5,1.14,1.65,1.65,10.0,1.02
12,03/12/2023,13:30,SENEGAL - LIGUE 1,Sonacos,Casa,2.15,2.6,3.8,3.08,2.45,1.52,1.14,1.7,1.65,10.0,1.02
13,03/12/2023,14:30,ITALY - SERIE C,AlbinoLeffe,Pro Vercelli,2.42,3.05,2.95,2.35,2.0,1.72,1.1,1.57,1.47,7.3,1.06
14,03/12/2023,16:30,URUGUAY - PRIMERA DIVISION,Danubio,La Luz,1.85,3.4,4.2,2.05,1.91,1.8,1.06,1.44,1.33,8.0,1.08
15,03/12/2023,17:00,JAMAICA - PREMIER LEAGUE,Montego Bay,Portmore,4.75,3.15,1.78,2.2,2.02,1.62,1.06,1.52,1.42,9.0,1.03
16,03/12/2023,20:00,ECUADOR - LIGA PRO,U. Catolica,Barcelona SC,1.53,4.0,5.75,1.67,1.73,2.0,1.04,1.3,1.2,5.0,1.17
