Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,28/07/2024,17:00,COLOMBIA - PRIMERA A,Aguilas,Patriotas,1.65,3.7,5.25,2.5,2.5,1.5,1.1,1.57,1.5,13.0,1.04
2,28/07/2024,19:10,ARGENTINA - PRIMERA NACIONAL,San Martin T.,Talleres (R.E),1.75,3.3,5.0,2.88,2.63,1.44,1.11,1.67,1.57,15.0,1.03
