League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Mexican Liga MX,2024-02-24,00:00:00,FC Juarez,Monterrey,4.9,1.81,3.9,3.3,1.4,1.48,2.92,1.12,8.0,14.0,1.07,4.1,1.31,2.04,1.91,1.16,6.8,1.88,2.04,12.5,8.0,9.8,16.5,16.0,8.0,9.2,17.0,32.0,17.5,18.0,32.0,75.0,55.0,55.0,80.0,13.0,8.8,16.0,0.20408164,0.25641027,0.5524862,0.5235602,0.49019608,0.5319149,0.49019608,0.79591835,0.36938775,1.2564102,0.46410257,2.7071824,2.1546962,0.4897436,0.52307695,0.45430502,0.11363637,0.4605067,0.36602452,0.3425129,2.7071824,0.46410257,1.2564102,2.565445,0.947644,0.4897436,1.0159575,10.61,0.09425071,-0.19698398,0.46182847,0.17059378,0.4458198,1.576716,0.486512,3.8621497,-26.565052,0.18384777,-3.718994,3.8621497,2.09,1.0,1,1.0
Japanese J League,2024-02-24,01:00:00,Iwata,Kobe,4.7,1.84,3.8,3.05,1.47,1.43,3.15,1.1,9.2,11.5,1.08,3.6,1.37,1.87,2.1,1.12,8.4,1.99,1.97,11.5,7.6,9.8,18.5,14.0,8.0,9.6,19.0,20.0,17.5,19.5,36.0,17.5,36.0,40.0,17.5,16.5,12.0,19.5,0.21276596,0.2631579,0.54347825,0.47619048,0.53475934,0.5025126,0.5076142,0.80851066,0.39148936,1.2368422,0.48421052,2.5543478,2.0652175,0.55263156,0.49210528,0.4281441,0.105882354,0.43730888,0.34751773,0.2881356,2.5543478,0.48421052,1.2368422,2.2380953,0.8761905,0.55263156,1.0552764,10.34,0.08704062,-0.18955512,0.45454547,0.17794971,0.42428604,1.4623725,0.44076866,3.5820665,-24.227745,0.32526913,6.5601964,3.5820665,1.96,0.9,1,1.0
Japanese J League,2024-02-24,02:00:00,Tosu,Albirex Niigata,3.2,2.46,3.35,3.05,1.47,1.42,3.15,1.1,9.8,11.0,1.08,3.55,1.38,1.84,2.14,1.11,8.6,1.87,2.08,11.0,9.0,14.0,23.0,11.0,7.0,10.5,22.0,19.0,12.0,17.0,34.0,42.0,30.0,40.0,110.0,10.0,8.6,12.5,0.3125,0.29850745,0.40650406,0.46728972,0.54347825,0.53475934,0.48076922,1.046875,0.76875,0.95522386,0.7343283,1.300813,1.3617886,0.638806,0.5492537,0.14138456,0.022900764,0.13074204,0.15318416,0.22040074,1.300813,0.7343283,0.95522386,1.4953271,1.1495327,0.638806,1.144385,9.01,-0.01664817,-0.098779134,0.35516092,0.27302995,0.15865044,0.47648016,0.20847084,1.1671332,4.289153,0.42426407,8.530766,1.1671332,0.89,0.15,1,1.0
Japanese J League 2,2024-02-24,02:00:00,Yokohama FC,Renofa Yamaguchi,1.68,5.6,4.0,3.25,1.44,1.47,3.0,1.11,8.4,12.5,1.06,3.9,1.31,1.98,1.96,1.14,7.2,1.96,1.93,12.5,14.5,32.0,4.7,7.2,7.2,16.5,4.6,8.6,7.6,18.0,4.5,14.0,12.5,4.4,4.7,3.35,4.5,4.7,0.5952381,0.25,0.17857143,0.5102041,0.5050505,0.5102041,0.5181347,2.3809524,3.3333333,0.42,1.4,0.3,0.71428573,0.49,0.495,0.53311133,0.4084507,0.53846157,0.16666667,0.34228188,0.3,1.4,0.42,0.85714287,2.857143,0.49,1.0,11.28,-0.20567375,0.14184397,0.14893617,0.4964539,0.52419937,1.9709896,0.55706125,4.827919,49.236393,0.02828427,-0.5729387,4.827919,1.6,2.32,1,1.0
Japanese J League 2,2024-02-24,02:00:00,Mito,Iwaki SC,2.72,2.82,3.3,3.2,1.43,1.46,3.0,1.11,8.6,12.0,1.07,3.85,1.32,1.94,2.0,1.13,7.6,1.76,2.12,9.8,9.0,14.0,32.0,8.6,6.6,9.6,24.0,13.0,9.2,14.0,30.0,28.0,21.0,32.0,4.6,3.85,3.9,4.4,0.36764705,0.3030303,0.35460994,0.5,0.5154639,0.5681818,0.4716981,1.2132353,1.0367647,0.8242424,0.8545455,0.964539,1.1702127,0.6060606,0.58787876,0.081636004,0.096345514,0.018050542,0.078431375,0.24528302,0.964539,0.8545455,0.8242424,1.36,1.41,0.6060606,1.1363636,8.84,-0.06561086,-0.054298643,0.30769232,0.31900454,0.10522187,0.31005377,0.198074,0.7594735,16.17216,0.084852815,1.718358,0.7594735,0.48,0.58,1,1.0
Japanese J League,2024-02-24,02:00:00,Fukuoka,Sapporo,2.86,2.7,3.35,3.15,1.44,1.45,3.05,1.11,8.8,12.0,1.07,3.75,1.34,1.91,2.04,1.13,7.8,1.79,2.08,11.0,10.0,15.0,26.0,10.5,7.0,11.0,23.0,16.0,11.5,15.0,6.0,6.0,24.0,6.0,6.2,5.5,5.4,4.9,0.34965035,0.29850745,0.37037036,0.49019608,0.5235602,0.5586592,0.48076922,1.1713287,0.9440559,0.85373133,0.80597013,1.0592593,1.2407408,0.6089552,0.57014924,0.088956386,0.078904994,0.02877698,0.10743801,0.24304268,1.0592593,0.80597013,0.85373133,1.4019607,1.3235294,0.6089552,1.1396648,8.91,-0.05499439,-0.07295174,0.32098764,0.3030303,0.11403161,0.3386739,0.19762917,0.8295782,13.766301,0.18384777,3.718994,0.8295782,0.65,0.49,1,1.0
Japanese J League,2024-02-24,03:00:00,C-Osaka,FC Tokyo,2.26,3.6,3.4,2.98,1.48,1.4,3.25,1.09,10.0,10.0,1.09,3.35,1.4,1.78,2.2,1.1,9.2,1.96,2.02,10.5,11.0,22.0,42.0,8.2,7.0,14.0,42.0,12.5,10.5,18.5,40.0,26.0,24.0,42.0,19.5,18.5,46.0,23.0,0.44247788,0.29411766,0.2777778,0.45454547,0.56179774,0.5102041,0.4950495,1.5044248,1.5929203,0.6647059,1.0588236,0.62777776,0.9444444,0.64705884,0.5235294,0.21912034,0.20141342,0.22866894,0.028571429,0.21428572,0.62777776,1.0588236,0.6647059,1.0272727,1.6363636,0.64705884,1.1224489,9.26,-0.12311015,0.021598272,0.24406047,0.3887689,0.23418942,0.7228647,0.25765216,1.7706496,29.68314,0.5939697,11.859779,1.7706496,0.2,1.14,1,1.0
Turkish 1 Lig,2024-02-24,07:30:00,Bandirmaspor,Umraniyespor,1.73,5.2,3.8,2.96,1.37,1.42,2.74,1.11,7.2,11.0,1.05,3.5,1.29,1.91,1.88,1.11,3.2,1.89,1.94,12.0,15.0,6.2,6.8,7.4,7.8,6.0,6.6,8.6,8.2,17.5,6.6,14.0,15.0,6.0,6.8,4.5,6.6,7.0,0.5780347,0.2631579,0.1923077,0.5319149,0.5235602,0.52910054,0.5154639,2.1965318,3.0057805,0.45526317,1.3684211,0.3326923,0.7307692,0.49473685,0.5026316,0.48664117,0.37432188,0.5007215,0.15555556,0.33802816,0.3326923,1.3684211,0.45526317,0.92021275,2.7659574,0.49473685,0.994709,10.73,-0.19291705,0.1304753,0.16123019,0.48462257,0.48809335,1.7457472,0.52616715,4.27619,45.985332,0.042426407,-0.85937226,4.27619,1.4,2.07,1,1.0
Turkish Super League,2024-02-24,07:30:00,Kayserispor,Ankaragucu,2.24,3.5,3.45,3.05,1.41,1.43,2.98,1.1,7.4,11.0,1.06,3.45,1.32,1.89,2.02,1.1,3.15,1.78,2.1,11.5,12.0,21.0,50.0,9.0,7.2,13.5,36.0,12.5,10.0,16.5,38.0,26.0,22.0,34.0,60.0,9.0,36.0,17.0,0.44642857,0.28985506,0.2857143,0.4950495,0.52910054,0.56179774,0.47619048,1.5401785,1.5625,0.64927536,1.0144928,0.64,0.98571426,0.5855073,0.5478261,0.21958327,0.21265379,0.2195122,0.007194245,0.26142597,0.64,1.0144928,0.64927536,1.1089109,1.7326733,0.5855073,1.1348314,9.19,-0.13166486,0.0054406966,0.2437432,0.38084874,0.23290502,0.7134657,0.2790292,1.747627,31.173939,0.18384777,3.718994,1.747627,0.05,1.21,1,1.0
Bulgarian A League,2024-02-24,07:45:00,Lokomotiv Plovdiv,Hebar,1.59,6.2,4.0,2.46,1.47,1.38,3.15,1.09,8.0,3.3,1.07,3.3,1.38,1.86,2.06,1.09,3.75,2.18,1.76,3.9,4.1,4.5,4.8,6.4,3.55,4.2,4.7,3.45,3.55,4.2,4.7,3.85,4.0,4.5,4.8,3.35,4.8,4.9,0.6289308,0.25,0.16129032,0.4854369,0.53763443,0.4587156,0.5681818,2.5157232,3.8993711,0.3975,1.55,0.2564516,0.6451613,0.515,0.465,0.5848717,0.431127,0.59178436,0.21568628,0.32013202,0.2564516,1.55,0.3975,0.7718447,3.0097086,0.515,0.94495416,11.79,-0.20441052,0.18659881,0.13486005,0.52586937,0.58671683,2.305797,0.6070956,5.648026,50.31155,0.28284273,5.710593,5.648026,2.2,2.41,1,1.0
