,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ITALY - SERIE C,19/09/2023,13:30,Arezzo,Olbia,2.35,3.15,2.95
2,ITALY - SERIE C,19/09/2023,13:30,Pineto,Rimini,2.62,3.1,2.67
3,ENGLAND - FA CUP,19/09/2023,15:45,Winchester,Reading City,,,
4,ENGLAND - FA CUP,19/09/2023,15:45,Wroxham,Barton,,,
5,ENGLAND - FA CUP,19/09/2023,15:45,Taunton,Merthyr Town,,,
6,ITALY - SERIE C,19/09/2023,15:45,Perugia,Pontedera,1.85,3.3,4.15
7,ENGLAND - FA CUP,19/09/2023,15:45,Marine,Spennymoor,,,
8,ENGLAND - FA CUP,19/09/2023,15:45,Atherton,Ashton Utd,2.42,3.45,2.57
9,ENGLAND - FA CUP,19/09/2023,15:45,Frome,Plymouth Parkway,,,
10,ENGLAND - FA CUP,19/09/2023,15:45,Folkestone,Margate,1.72,3.75,4.15
11,ENGLAND - FA CUP,19/09/2023,15:45,Farnborough,Wingate & Finchley,,,
12,ENGLAND - FA CUP,19/09/2023,15:45,Emley,Mossley,,,
13,ENGLAND - FA CUP,19/09/2023,15:45,Braintree,Canvey,1.65,3.95,4.3
14,ENGLAND - FA CUP,19/09/2023,15:45,Biggleswade Town,Bishop's Stortford,,,
15,ENGLAND - FA CUP,19/09/2023,15:45,Marlow,Horsham FC,,,
