Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,NETHERLANDS - TWEEDE DIVISIE,09/09/2023,10:00,ADO 20 Heemskerk,Scheveningen,2.22,3.55,2.77
2,NORTHERN IRELAND - NIFL CHAMPIONSHIP,09/09/2023,11:00,Newington,Dergview,1.75,3.8,3.9
3,SERBIA - PRVA LIGA,09/09/2023,11:30,Smederevo,Metalac,2.3,2.8,3.15
4,PORTUGAL - TAÇA DE PORTUGAL,09/09/2023,13:30,Academica,Uniao de Coimbra,1.5,4.0,5.0
5,NETHERLANDS - EERSTE DIVISIE,09/09/2023,13:45,Cambuur,Den Bosch,1.29,5.75,11.0
6,ARGENTINA - PRIMERA NACIONAL,09/09/2023,17:40,Temperley,Alvarado,2.1,3.0,4.2
7,COLOMBIA - PRIMERA A,09/09/2023,18:00,La Equidad,Chico,1.73,3.5,5.5
8,COSTA RICA - PRIMERA DIVISION,09/09/2023,18:00,Guanacasteca,Zeledon,1.91,3.4,4.2
9,COLOMBIA - PRIMERA A,09/09/2023,20:10,Junior,U. Magdalena,1.57,3.75,6.5
10,USA - USL CHAMPIONSHIP,09/09/2023,20:30,Detroit,Miami FC,2.42,3.25,2.82
11,BRAZIL - SERIE B,09/09/2023,20:45,Sport Recife,Criciuma,1.75,3.3,4.85
12,ARGENTINA - PRIMERA NACIONAL,09/09/2023,21:00,San Martin T.,Gimnasia Mendoza,1.91,3.1,5.0
13,USA - MLS,09/09/2023,21:30,Minnesota United,New England Revolution,1.91,3.8,3.8
14,COSTA RICA - PRIMERA DIVISION,09/09/2023,23:00,Saprissa,Liberia,1.3,4.5,7.5
