,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A
1,ARMENIA - PREMIER LEAGUE,28/02/2024,08:00,Van,Ararat Yerevan,2.95,3.15,2.22
2,ROMANIA - LIGA 1,28/02/2024,13:30,U. Cluj,Farul Constanta,2.150000095367432,3.0,3.400000095367432
3,POLAND - EKSTRAKLASA,28/02/2024,14:30,Stal Mielec,LKS Lodz,1.830000042915344,3.599999904632568,3.400000095367432
4,ROMANIA - LIGA 1,28/02/2024,16:00,FC Rapid Bucuresti,UTA Arad,1.600000023841858,3.75,5.0
5,SCOTLAND - PREMIERSHIP,28/02/2024,16:45,Celtic,Dundee FC,1.2,7.0,13.0
6,SCOTLAND - PREMIERSHIP,28/02/2024,16:45,Aberdeen,St Johnstone,1.62,3.75,6.0
7,SCOTLAND - PREMIERSHIP,28/02/2024,16:45,Hearts,Hibernian,1.91,3.6,4.0
8,SCOTLAND - PREMIERSHIP,28/02/2024,17:00,Livingston,Motherwell,2.75,3.25,2.6
9,MEXICO - LIGA MX,28/02/2024,22:00,U.A.N.L.- Tigres,Juarez,1.4,4.5,9.0
