,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 1,09/03/2024,04:30,Gimcheon Sangmu,Ulsan HD,3.3,3.4,2.1
2,ROMANIA - LIGA 2,09/03/2024,06:00,Tunari,Selimbar,3.6,3.25,2.02
3,ROMANIA - LIGA 2,09/03/2024,06:00,CSM Resita,Gloria Buzau,3.15,3.4,2.15
4,INDIA - I-LEAGUE,09/03/2024,08:00,Aizawl,Lajong,2.6,3.25,2.52
5,VIETNAM - V.LEAGUE 1,09/03/2024,08:00,Binh Dinh,Khanh Hoa,1.52,3.85,5.8
6,VIETNAM - V.LEAGUE 1,09/03/2024,09:15,Viettel,Cong An,2.8,3.1,2.45
7,SLOVENIA - PRVA LIGA,09/03/2024,11:00,Bravo,Aluminij,1.6,3.8,5.3
8,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,09/03/2024,11:00,Al Fateh,Al Khaleej,2.1,3.4,3.25
9,SAN MARINO - CAMPIONATO SAMMARINESE,09/03/2024,11:00,Fiorentino,Libertas,,,
10,NIGERIA - NPFL,09/03/2024,11:00,Katsina Utd,Heartland,,,
11,ENGLAND - CHAMPIONSHIP,09/03/2024,12:00,Hull,Leicester,3.5,3.4,2.1
12,IVORY COAST - LIGUE 1,09/03/2024,12:30,SO Armee,Lys Sassandra,,,
13,RUSSIA - PREMIER LEAGUE,09/03/2024,13:00,Dynamo Moscow,Akhmat Grozny,1.77,4.09,4.88
14,SENEGAL - LIGUE 1,09/03/2024,13:30,Jamono Fatick,Generation F.,,,
15,SENEGAL - LIGUE 1,09/03/2024,13:30,Dakar SC,Casa,2.15,2.77,3.55
16,SENEGAL - LIGUE 1,09/03/2024,13:30,Diambars,Jaraaf,,,
17,SWITZERLAND - CHALLENGE LEAGUE,09/03/2024,14:00,Bellinzona,Stade Nyonnais,2.35,3.3,2.87
18,ITALY - SERIE C,09/03/2024,14:30,Pro Vercelli,Legnago Salus,2.2,3.0,3.45
19,IVORY COAST - LIGUE 1,09/03/2024,14:45,Mouna,Korhogo,2.75,2.87,2.52
20,ANDORRA - PRIMERA DIVISIÓ,09/03/2024,16:30,Pas de la Casa,Penya,4.2,3.7,1.65
21,BOLIVIA - DIVISION PROFESIONAL,09/03/2024,18:30,GV San Jose,Always Ready,4.5,3.9,1.57
22,USA - USL CHAMPIONSHIP,09/03/2024,23:00,El Paso,Hartford Athletic,1.6,4.0,4.9
