Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
2,04/08/2024,00:00,MEXICO - LIGA DE EXPANSION MX,Dorados de Sinaloa,Leones Negros,4.55,3.45,1.72,1.85,1.72,1.88,1.04,1.42,1.27,5.54,1.13
3,04/08/2024,08:35,CHINA - SUPER LEAGUE,Beijing Guoan,Shanghai Shenhua,3.8,3.6,1.8,1.73,1.67,2.1,1.04,1.33,1.22,5.5,1.14
4,04/08/2024,09:00,CHINA - SUPER LEAGUE,Nantong Zhiyun,Henan Songshan Longmen,4.1,3.9,1.8,1.93,1.8,1.95,1.05,1.36,1.29,6.5,1.11
5,04/08/2024,10:00,FINLAND - VEIKKAUSLIIGA,AC Oulu,Ilves,3.8,3.6,1.8,1.67,1.62,2.2,1.03,1.3,1.2,5.0,1.17
6,04/08/2024,11:00,ESTONIA - MEISTRILIIGA,Kuressaare,Paide,4.75,4.0,1.53,1.62,1.71,2.08,1.01,1.31,1.18,4.6,1.14
7,04/08/2024,12:30,FINLAND - VEIKKAUSLIIGA,Ekenas,Haka,3.75,3.6,1.83,1.67,1.62,2.2,1.03,1.3,1.2,5.0,1.17
8,04/08/2024,13:00,SLOVAKIA - NIKE LIGA,Michalovce,Trnava,4.9,3.65,1.7,1.91,1.85,1.87,1.06,1.44,1.3,5.6,1.12
9,04/08/2024,13:30,BELGIUM - JUPILER PRO LEAGUE,St. Liege,Club Brugge KV,5.0,4.2,1.53,1.6,1.7,2.05,1.03,1.29,1.18,4.33,1.2
10,04/08/2024,15:10,PERU - LIGA 1,Union Comercio,FBC Melgar,5.0,4.33,1.57,1.62,1.67,2.1,1.03,1.3,1.18,4.5,1.18
11,04/08/2024,15:15,BULGARIA - PARVA LIGA,Krumovgrad,Botev Plovdiv,3.6,3.5,2.0,2.03,1.8,1.91,1.06,1.4,1.3,7.0,1.1
12,04/08/2024,17:30,ECUADOR - LIGA PRO,Macara,LDU Quito,4.1,3.4,1.9,2.25,2.0,1.73,1.07,1.5,1.4,9.0,1.07
13,04/08/2024,20:15,PANAMA - LPF,UMECIT,Independiente,3.75,3.1,2.0,2.4,2.12,1.57,1.07,1.55,1.5,11.0,1.01
1,03/08/2024,23:00,USA - USL CHAMPIONSHIP,Monterey Bay,Tampa Bay,4.0,3.75,1.72,1.72,1.7,2.02,1.04,1.36,1.23,4.55,1.16
