Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 2,30/03/2024,02:00,Asan,Cheongju,2.1,3.4,3.1
2,AUSTRALIA - A-LEAGUE,30/03/2024,03:30,Melbourne City,Newcastle Jets,1.53,4.75,5.25
3,ROMANIA - LIGA 2,30/03/2024,06:00,Unirea Slobozia,Mioveni,2.1,3.2,3.45
4,ROMANIA - LIGA 2,30/03/2024,06:00,CSM Resita,Unirea Dej,1.75,3.45,4.35
5,VIETNAM - V.LEAGUE 1,30/03/2024,07:00,Gia Lai,Khanh Hoa,1.98,3.15,3.8
6,VIETNAM - V.LEAGUE 1,30/03/2024,08:00,Song Lam Nghe An,Hai Phong,2.07,3.3,3.3
7,CHINA - SUPER LEAGUE,30/03/2024,08:00,Chengdu Rongcheng,Nantong Zhiyun,1.4,4.75,7.5
8,ARMENIA - PREMIER LEAGUE,30/03/2024,08:00,Alashkert,Ararat Yerevan,1.95,3.1,3.65
9,POLAND - EKSTRAKLASA,30/03/2024,08:30,Rakow,Ruch Chorzow,1.4,4.75,7.5
10,BULGARIA - PARVA LIGA,30/03/2024,09:00,Botev Vratsa,Hebar,2.38,3.25,3.1
11,MONGOLIA - PREMIER LEAGUE,30/03/2024,09:15,Falcons,Tuv Azarganuud,1.38,4.5,6.0
12,VIETNAM - V.LEAGUE 1,30/03/2024,09:15,Viettel,Quang Nam,1.78,2.9,5.5
13,SERBIA - PRVA LIGA,30/03/2024,11:00,OFK Beograd,Smederevo,1.5,3.75,5.6
14,POLAND - EKSTRAKLASA,30/03/2024,11:00,Jagiellonia,LKS Lodz,1.4,5.0,7.0
15,SLOVENIA - PRVA LIGA,30/03/2024,11:00,O. Ljubljana,Koper,1.55,3.95,5.6
16,RUSSIA - PREMIER LEAGUE,30/03/2024,11:30,Baltika,Pari NN,2.54,3.11,3.34
17,ENGLAND - PREMIER LEAGUE,30/03/2024,12:00,Nottingham,Crystal Palace,2.25,3.3,3.3
18,SCOTLAND - CHAMPIONSHIP,30/03/2024,12:00,Partick Thistle,Inverness,1.8,3.5,4.0
19,SCOTLAND - LEAGUE TWO,30/03/2024,12:00,Stranraer,Bonnyrigg Rose,2.1,3.6,2.9
20,SCOTLAND - LEAGUE TWO,30/03/2024,12:00,Spartans,Forfar Athletic,2.05,3.5,3.1
21,MOLDOVA - SUPER LIGA,30/03/2024,12:00,Zimbru Chisinau,Balti,2.05,3.1,3.35
22,SPAIN - PRIMERA RFEF,30/03/2024,12:00,Fuenlabrada,Sabadell,1.95,3.1,3.6
23,ITALY - SERIE C,30/03/2024,12:15,Entella,Pontedera,1.8,3.2,4.7
24,PORTUGAL - LIGA PORTUGAL 2,30/03/2024,12:30,FC Porto B,Penafiel,1.8,3.75,4.2
25,AUSTRIA - BUNDESLIGA,30/03/2024,13:00,Wolfsberger AC,Altach,2.5,3.2,2.9
26,SLOVAKIA - NIKE LIGA,30/03/2024,13:30,Slovan Bratislava,Podbrezova,1.38,4.9,7.1
27,SPAIN - PRIMERA RFEF,30/03/2024,14:00,Teruel,R. Union,2.45,2.8,2.88
28,SPAIN - LALIGA2,30/03/2024,14:30,Gijon,Racing Santander,2.2,3.25,3.4
29,ITALY - SERIE C,30/03/2024,14:30,Virtus Verona,Renate,2.4,3.1,2.9
30,BOLIVIA - DIVISION PROFESIONAL,30/03/2024,16:00,SA Bulo Bulo,Tomayapo,1.73,3.5,4.0
31,POLAND - EKSTRAKLASA,30/03/2024,16:00,Pogon Szczecin,Cracovia,1.85,3.6,4.2
32,ARGENTINA - PRIMERA NACIONAL,30/03/2024,16:00,Temperley,Defensores Unidos,1.91,3.0,5.25
33,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,30/03/2024,16:00,Al Nassr,Al Taee,1.13,8.0,15.0
34,COLOMBIA - PRIMERA A,30/03/2024,18:10,Dep. Pasto,Once Caldas,2.5,2.9,3.3
35,VENEZUELA - LIGA FUTVE,30/03/2024,18:45,Caracas,Inter de Barinas,1.55,3.6,5.9
36,USA - USL CHAMPIONSHIP,30/03/2024,20:30,Tampa Bay,Rhode Island,1.7,3.75,4.5
37,BOLIVIA - DIVISION PROFESIONAL,30/03/2024,21:00,Nacional Potosi,Royal Pari,1.36,4.33,7.0
38,ARGENTINA - COPA DE LA LIGA PROFESIONAL,30/03/2024,21:00,Talleres Cordoba,Velez Sarsfield,2.05,3.25,4.0
39,USA - USL CHAMPIONSHIP,30/03/2024,21:30,San Antonio,Monterey Bay,1.6,4.1,4.7
40,USA - USL CHAMPIONSHIP,30/03/2024,23:00,Oakland Roots,Las Vegas Lights,2.2,3.4,3.0
