,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,AUSTRALIA - A-LEAGUE,08/03/2024,05:45,WS Wanderers,Western United,1.67,4.33,4.0,1.48,2.6,1.53,2.38,1.4,1.356466,0.891,0.7,1.1874342,1.049,0.5988024,0.23094688,0.25,0.6756757,0.3846154,0.46982265,0.7,2.544,1,1.0
2,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,08/03/2024,14:00,Al Ittihad,Al Akhdoud,1.45,4.5,5.75,1.57,2.35,1.8,1.91,1.8,1.2489996,0.792,0.8888889,1.1967033,1.214,0.6896552,0.22222222,0.17391305,0.6369427,0.42553192,0.64259446,0.911,2.446,1,0.509
3,POLAND - EKSTRAKLASA,08/03/2024,14:00,Piast Gliwice,Radomiak Radom,1.95,3.2,4.33,2.4,1.53,2.1,1.67,1.4,1.1135529,0.95,1.3,1.4177446,1.055,0.51282054,0.3125,0.23094688,0.41666666,0.6535948,0.33636498,0.1,2.531,1,0.8074
4,ROMANIA - LIGA 1,08/03/2024,15:00,CFR Cluj,FC Hermannstadt,1.65,3.5,5.25,2.08,1.73,2.0,1.73,2.1,1.1357816,0.878,0.6,0.48989794,0.897,0.6060606,0.2857143,0.1904762,0.48076922,0.5780347,0.49276364,1.5,1.626,1,0.9151
5,NETHERLANDS - EERSTE DIVISIE,08/03/2024,16:00,Jong AZ,Jong PSV,2.0,3.8,3.3,1.5,2.5,1.44,2.63,1.9,1.3747727,0.835,0.8,1.1661904,1.048,0.5,0.2631579,0.3030303,0.6666667,0.4,0.2913313,1.1,2.541,1,0.6287
6,BELGIUM - CHALLENGER PRO LEAGUE,08/03/2024,16:00,Patro Eisden,Genk U23,1.91,3.75,3.8,1.7,2.1,1.62,2.2,1.7,1.3453624,0.922,1.2,1.2489996,0.556,0.5235602,0.26666668,0.2631579,0.5882353,0.47619048,0.34726974,0.5,2.594,1,0.5071
7,NETHERLANDS - EERSTE DIVISIE,08/03/2024,16:00,Dordrecht,Telstar,1.8,4.0,3.75,1.57,2.35,1.53,2.38,2.3,1.1,0.717,0.5,0.92195445,1.319,0.5555556,0.25,0.26666668,0.6369427,0.42553192,0.3924849,1.8,2.022,1,0.5261
8,POLAND - EKSTRAKLASA,08/03/2024,16:30,Jagiellonia,Slask Wroclaw,1.91,3.5,3.8,2.0,1.85,1.8,1.95,2.5,1.024695,0.521,2.3,1.1,0.406,0.5235602,0.2857143,0.2631579,0.5,0.5405405,0.32952768,0.2,2.125,1,0.9567
9,POLAND - DIVISION 1,08/03/2024,16:30,Arka Gdynia,Wisla,2.15,3.5,3.1,1.83,2.03,1.67,2.1,2.1,1.1357816,0.507,1.5,1.2845232,0.823,0.4651163,0.2857143,0.32258064,0.5464481,0.49261084,0.21620688,0.6,2.42,1,0.8071
10,IRELAND - PREMIER DIVISION,08/03/2024,16:45,Galway,Drogheda,1.62,3.8,5.5,1.95,1.9,1.95,1.8,2.7,0.9,0.975,1.1,1.3,0.845,0.61728394,0.2631579,0.18181819,0.51282054,0.5263158,0.53390276,1.6,2.2,1,0.9283
11,IRELAND - PREMIER DIVISION,08/03/2024,16:45,St. Patricks,Dundalk,1.85,3.5,4.0,2.0,1.85,1.8,1.95,2.0,1.264911,1.206,1.2,1.4696939,0.719,0.5405405,0.2857143,0.25,0.5,0.5405405,0.36060727,0.8,2.735,1,0.9539
12,BELGIUM - JUPILER PRO LEAGUE,08/03/2024,16:45,KV Mechelen,Westerlo,1.8,3.75,4.2,1.93,1.93,1.8,1.95,1.3,1.1874342,1.001,1.2,0.9797959,0.686,0.5555556,0.26666668,0.23809524,0.5181347,0.5181347,0.40570796,0.1,2.167,1,0.5566
13,PERU - LIGA 1,08/03/2024,17:00,Cajamarca,Comerciantes Unidos,1.75,3.5,4.33,1.98,1.88,1.8,1.91,2.0,1.0,0.935,2.4,1.2,0.834,0.5714286,0.2857143,0.23094688,0.5050505,0.5319149,0.41158292,-0.4,2.2,1,0.8398
14,PORTUGAL - LIGA PORTUGAL 2,08/03/2024,17:45,Leiria,Oliveirense,1.6,3.75,5.25,1.9,1.95,1.83,1.83,1.6,1.2,1.272,1.3,1.1874342,0.951,0.625,0.26666668,0.1904762,0.5263158,0.51282054,0.5252055,0.3,2.387,1,0.8457
15,PARAGUAY - PRIMERA DIVISION,08/03/2024,20:30,2 de Mayo,General Caballero JLM,2.2,3.0,3.25,2.3,1.6,1.91,1.8,2.8,0.6,0.829,1.1,1.3,0.832,0.45454547,0.33333334,0.30769232,0.4347826,0.625,0.17537388,1.7,1.9,1,0.9076
16,ARGENTINA - PRIMERA NACIONAL,08/03/2024,21:10,Atl. Rafaela,Deportivo Moron,1.8,3.1,4.33,2.6,1.48,2.25,1.57,1.4,1.1135529,1.137,1.4,1.356466,0.618,0.5555556,0.32258064,0.23094688,0.3846154,0.6756757,0.3696141,0.0,2.47,1,0.8
17,BOLIVIA - DIVISION PROFESIONAL,08/03/2024,21:30,Royal Pari,Tomayapo,1.85,3.4,3.8,2.1,1.7,1.91,1.8,1.2,0.9797959,0.857,1.6,1.4282857,0.949,0.5405405,0.29411766,0.2631579,0.47619048,0.5882353,0.33914813,-0.4,2.408,1,0.6
18,COLOMBIA - PRIMERA A,08/03/2024,22:20,La Equidad,Dep. Cali,1.7,3.4,5.25,2.2,1.65,2.1,1.67,2.0,1.0,0.626,0.3,0.45825756,0.939,0.5882353,0.29411766,0.1904762,0.45454547,0.6060606,0.47111842,1.7,1.458,1,0.8
19,COSTA RICA - PRIMERA DIVISION,08/03/2024,23:00,Liberia,Zeledon,1.62,3.8,5.0,1.7,2.1,1.73,2.0,1.2,1.2489996,0.969,0.1,0.3,2.021,0.61728394,0.2631579,0.2,0.5882353,0.47619048,0.50990856,1.1,1.549,1,0.6803
