League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Azerbaijan Premier League,2024-02-13,08:00:00,PFK Turan Tovuz,FK Qabala,1.69,5.0,3.75,2.76,1.43,1.39,2.9,1.1,8.0,3.5,1.07,3.5,1.3,1.83,1.93,1.1,3.4,1.88,1.86,5.0,3.4,3.8,4.0,4.1,4.2,5.8,3.95,4.5,4.5,3.55,3.95,3.4,3.45,3.75,4.0,3.1,3.95,4.1,0.591716,0.26666668,0.2,0.5181347,0.5464481,0.5319149,0.53763443,2.218935,2.9585798,0.45066667,1.3333334,0.338,0.75,0.5146667,0.488,0.48504603,0.37867647,0.49476832,0.14285715,0.32042253,0.338,1.3333334,0.45066667,0.87564766,2.5906737,0.5146667,1.0265957,10.44,-0.197318,0.1197318,0.1618774,0.4789272,0.48029783,1.6714365,0.5074936,4.0941668,45.846676,0.14142136,2.8624053,4.0941668,1.25,2.06,1,1.0
Portuguese Primeira Liga,2024-02-13,12:30:00,Gil Vicente,Vizela,2.12,3.7,3.5,2.98,1.44,1.43,3.0,1.11,8.6,11.5,1.08,3.65,1.32,1.89,2.0,1.11,6.2,1.81,2.1,12.5,13.0,23.0,17.0,8.6,7.4,14.0,38.0,11.5,9.8,17.0,48.0,22.0,19.5,32.0,26.0,15.0,34.0,18.5,0.4716981,0.2857143,0.27027026,0.5,0.52910054,0.5524862,0.47619048,1.6509434,1.745283,0.60571426,1.0571429,0.57297295,0.9459459,0.5714286,0.54,0.26719692,0.2455516,0.27147767,0.027777778,0.27272728,0.57297295,1.0571429,0.60571426,1.06,1.85,0.5714286,1.1049724,9.32,-0.14806867,0.021459227,0.2274678,0.3969957,0.27692384,0.86031,0.31597298,2.1073205,34.605675,0.15556349,3.148096,2.1073205,0.2,1.38,1,1.0
English Championship,2024-02-13,16:45:00,Leicester,Sheff Wed,1.3,13.5,6.0,3.7,1.33,1.56,2.54,1.15,5.6,21.0,1.04,4.8,1.24,2.38,1.7,1.21,5.3,2.18,1.8,20.0,38.0,100.0,65.0,7.8,13.0,42.0,48.0,7.2,9.6,30.0,120.0,9.4,13.0,36.0,100.0,4.9,130.0,230.0,0.7692308,0.16666667,0.074074075,0.5882353,0.42016807,0.4587156,0.5555556,4.6153846,10.384615,0.21666667,2.25,0.096296296,0.44444445,0.28333333,0.39666668,0.9154792,0.6438356,0.8243243,0.3846154,0.5584416,0.096296296,2.25,0.21666667,0.7647059,7.9411764,0.28333333,0.7798165,20.8,-0.22596154,0.36057693,0.0625,0.64903843,0.8874979,6.153319,1.0070632,15.072492,66.9487,0.9616652,-18.778032,15.072492,7.5,4.7,1,1.0
English Championship,2024-02-13,16:45:00,Rotherham,Hull,4.8,1.88,3.75,2.82,1.45,1.38,3.1,1.09,9.0,9.4,1.09,3.35,1.4,1.79,2.2,1.1,9.2,2.04,1.91,11.0,7.4,9.6,19.0,14.0,7.6,9.8,20.0,30.0,18.0,21.0,42.0,90.0,60.0,70.0,120.0,36.0,14.0,210.0,0.20833333,0.26666668,0.5319149,0.45454547,0.5586592,0.49019608,0.5235602,0.78125,0.39166668,1.28,0.50133336,2.5531914,1.9946809,0.58666664,0.47733334,0.41954938,0.12280702,0.43712574,0.3321492,0.26050422,2.5531914,0.50133336,1.28,2.1818182,0.8545455,0.58666664,1.0784314,10.43,0.10067114,-0.1792905,0.46021092,0.18024927,0.4254262,1.4790651,0.43261328,3.6229546,-27.699472,0.57982755,11.585126,3.6229546,1.87,1.05,1,1.0
English National League,2024-02-13,16:45:00,FC Halifax Town,Maidenhead,2.18,3.8,3.05,1.92,1.56,1.27,3.4,1.05,11.0,7.2,1.09,2.34,1.51,1.5,2.3,1.05,10.5,1.95,1.62,3.65,4.2,5.0,3.35,3.4,6.4,4.6,3.35,9.8,4.3,4.9,3.05,5.0,5.1,3.05,3.75,3.05,3.0,3.05,0.4587156,0.32786885,0.2631579,0.4347826,0.6666667,0.51282054,0.61728394,1.3990825,1.7431192,0.7147541,1.2459016,0.5736842,0.80263156,0.75409836,0.4918033,0.23246765,0.166348,0.27090302,0.10948905,0.14018692,0.5736842,1.2459016,0.7147541,0.9478261,1.6521739,0.75409836,1.1794872,9.03,-0.096345514,0.08305648,0.2414175,0.4208195,0.26934898,0.8107404,0.26518944,1.9859003,23.50904,1.1313709,21.801409,1.9859003,0.75,0.87,1,1.0
English League 1,2024-02-13,16:45:00,Leyton Orient,Northampton,1.73,5.6,3.85,2.82,1.44,1.38,2.94,1.09,8.4,3.25,1.01,3.25,1.35,1.79,1.98,1.09,8.4,2.0,1.79,11.0,15.0,28.0,14.0,6.8,8.0,20.0,13.0,8.6,9.4,21.0,13.5,15.0,17.5,36.0,14.0,9.8,13.5,15.5,0.5780347,0.25974026,0.17857143,0.5050505,0.5586592,0.5,0.5586592,2.2254336,3.2369943,0.44935066,1.4545455,0.30892858,0.6875,0.51428574,0.46493506,0.5088576,0.37992832,0.5279673,0.18518518,0.3207547,0.30892858,1.4545455,0.44935066,0.8737374,2.8282828,0.51428574,0.99,11.18,-0.18962432,0.15652952,0.1547406,0.5008944,0.5200212,1.9379456,0.5493425,4.746978,46.66834,0.26870057,5.4268126,4.746978,1.75,2.12,1,1.0
English League 1,2024-02-13,16:45:00,Oxford Utd,Wigan,1.95,4.5,3.7,3.1,1.41,1.44,2.84,1.1,7.2,11.0,1.06,3.75,1.32,1.98,1.92,1.13,6.8,1.84,2.12,12.5,13.5,5.4,6.0,7.8,7.4,13.0,5.8,10.0,9.0,13.5,5.9,16.0,15.5,5.5,6.0,4.4,12.0,6.2,0.51282054,0.27027026,0.22222222,0.5208333,0.5050505,0.54347825,0.4716981,1.8974359,2.3076923,0.527027,1.2162162,0.43333334,0.82222223,0.51891893,0.53513515,0.3795416,0.30973452,0.39534885,0.09756097,0.31672597,0.43333334,1.2162162,0.527027,1.015625,2.34375,0.51891893,1.0434783,10.15,-0.1724138,0.07881773,0.19211823,0.44334975,0.385466,1.30416,0.428164,3.1945267,41.185925,0.084852815,-1.718358,3.1945267,0.8,1.75,1,1.0
English League 1,2024-02-13,16:45:00,Bolton,Wycombe,1.91,4.8,3.7,2.48,1.44,1.43,3.0,1.1,8.0,10.0,1.07,3.7,1.32,1.91,1.96,1.11,7.2,1.87,2.04,12.0,15.0,12.0,8.8,8.2,7.8,11.0,16.5,10.0,7.0,18.0,16.5,19.0,18.0,32.0,26.0,11.5,16.5,7.0,0.5235602,0.27027026,0.20833333,0.5102041,0.5235602,0.53475934,0.49019608,1.9371728,2.513089,0.5162162,1.2972972,0.39791667,0.7708333,0.5297297,0.5162162,0.40821323,0.31907308,0.43070045,0.12941177,0.3074205,0.39791667,1.2972972,0.5162162,0.9744898,2.4489796,0.5297297,1.0481284,10.41,-0.17195004,0.10566763,0.18347743,0.4610951,0.4203642,1.4586638,0.4559867,3.5729818,41.828545,0.07071068,1.4320962,3.5729818,1.1,1.79,1,1.0
English League 1,2024-02-13,16:45:00,Fleetwood Town,Reading,2.94,2.56,3.55,3.05,1.35,1.48,2.62,1.12,7.0,14.0,1.05,3.9,1.25,2.0,1.79,1.16,5.9,1.68,2.22,12.5,10.0,14.0,6.0,11.0,7.4,10.0,21.0,16.0,10.5,13.0,6.0,6.2,5.9,6.2,26.0,5.6,5.3,7.0,0.34013605,0.28169015,0.390625,0.5586592,0.5,0.5952381,0.45045045,1.2074829,0.8707483,0.828169,0.72112674,1.1484375,1.3867188,0.5042254,0.5633803,0.13189375,0.09399076,0.06909091,0.16202946,0.32958803,1.1484375,0.72112674,0.828169,1.6424581,1.4301676,0.5042254,1.0654762,9.05,-0.06740332,-0.10939226,0.32486188,0.28287292,0.1655579,0.499433,0.27177984,1.223356,16.961706,0.29698485,-5.994093,1.223356,0.99,0.61,1,1.0
English League 1,2024-02-13,16:45:00,Stevenage,Bristol Rovers,1.87,4.8,3.8,2.92,1.41,1.44,2.88,1.09,7.2,13.5,1.07,3.35,1.31,1.83,1.94,1.1,7.4,1.84,1.89,12.0,14.5,30.0,11.5,7.8,7.8,17.0,11.5,10.0,9.4,18.0,11.5,18.5,18.0,28.0,26.0,11.5,11.5,13.0,0.53475934,0.2631579,0.20833333,0.5154639,0.5464481,0.54347825,0.52910054,2.0320857,2.566845,0.49210528,1.2631578,0.38958332,0.7916667,0.5105263,0.48157895,0.4255074,0.340388,0.43928036,0.11627907,0.3240418,0.38958332,1.2631578,0.49210528,0.96391755,2.4742267,0.5105263,1.0543479,10.47,-0.1843362,0.09551098,0.17860554,0.45845273,0.426761,1.4893959,0.46480075,3.6482599,43.979572,0.15556349,3.148096,3.6482599,1.0,1.93,1,1.0
