,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-11-15,09:50:00,CROATIA - PRVA NL,Dubrava,Jarun,2.0,3.35,2.92,14.0,1.2359271
2,2024-11-15,10:00:00,CROATIA - PRVA NL,Opatija,Bijelo Brdo,1.71,5.0,3.2,17.0,1.2359269
3,2024-11-15,16:00:00,BRAZIL - SERIE B,Operario,Mirassol,2.52,3.45,2.82,13.0,1.2358823
