Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,07/04/2024,04:00,HONG KONG - PREMIER LEAGUE,North District,Sham Shui Po,1.6,4.35,4.3,1.39,1.47,2.32,1.01,1.19,1.1,2.95,1.29
30,07/04/2024,07:00,SPAIN - PRIMERA RFEF,Recreativo Huelva,Baleares,1.53,3.75,5.75,2.2,2.38,1.53,1.07,1.44,1.4,7.5,1.07
29,07/04/2024,07:00,SPAIN - PRIMERA RFEF,Malaga,Ceuta,1.67,3.3,4.75,2.15,2.1,1.67,1.06,1.44,1.36,7.0,1.08
28,07/04/2024,07:15,NETHERLANDS - EERSTE DIVISIE,Groningen,NAC Breda,1.53,4.5,5.75,1.67,1.8,1.91,1.03,1.3,1.2,5.0,1.17
27,07/04/2024,07:30,THAILAND - THAI LEAGUE 1,Lamphun Warrior,Police Tero,1.45,4.55,5.8,1.47,1.62,2.15,1.03,1.27,1.15,3.45,1.26
26,07/04/2024,08:00,SWEDEN - SUPERETTAN,Utsikten,Gefle,1.55,4.33,5.25,1.73,1.8,1.95,1.04,1.33,1.22,5.5,1.14
25,07/04/2024,08:00,RUSSIA - PREMIER LEAGUE,CSKA Moscow,Fakel Voronezh,1.65,4.01,6.21,2.23,2.16,1.66,1.03,1.46,1.36,7.2,1.05
24,07/04/2024,08:30,BELGIUM - CHALLENGER PRO LEAGUE,Genk U23,St. Liege U23,1.6,4.33,4.75,1.44,1.5,2.5,1.02,1.25,1.13,3.5,1.29
23,07/04/2024,08:30,BELGIUM - JUPILER PRO LEAGUE,Royale Union SG,Cercle Brugge KSV,1.73,3.8,4.75,1.73,1.75,2.0,1.04,1.33,1.22,5.5,1.14
22,07/04/2024,09:00,ITALY - SERIE C,Torres,Fermana,1.42,4.15,7.3,2.07,2.32,1.53,1.07,1.45,1.35,6.1,1.09
21,07/04/2024,09:30,AZERBAIJAN - PREMIER LEAGUE,Zira,Gabala,1.47,4.05,6.3,1.93,2.07,1.6,1.02,1.4,1.3,6.45,1.07
20,07/04/2024,09:30,NETHERLANDS - EREDIVISIE,G.A. Eagles,Almere City,1.65,4.0,5.25,1.8,1.8,1.95,1.04,1.33,1.25,5.5,1.14
19,07/04/2024,09:30,NETHERLANDS - EREDIVISIE,Feyenoord,Ajax,1.4,4.5,7.5,1.48,1.67,2.1,1.02,1.25,1.14,3.75,1.25
18,07/04/2024,10:00,ICELAND - BESTA DEILD KARLA,KA Akureyri,Kopavogur,1.6,4.1,4.8,1.5,1.55,2.3,1.03,1.28,1.16,3.5,1.26
17,07/04/2024,11:00,SERBIA - PRVA LIGA,OFK Beograd,Vrsac,1.45,3.85,6.2,1.98,2.2,1.64,1.03,1.4,1.3,7.5,1.05
16,07/04/2024,11:45,NETHERLANDS - EERSTE DIVISIE,Roda,Venlo,1.65,4.2,5.0,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.2
15,07/04/2024,12:00,SPAIN - PRIMERA RFEF,Dep. La Coruna,Unionistas,1.44,3.6,7.0,2.15,2.5,1.5,1.07,1.44,1.36,7.5,1.07
14,07/04/2024,12:00,CROATIA - HNL,D. Zagreb,Istra 1961,1.2,6.5,8.0,1.7,2.63,1.44,1.04,1.33,1.22,5.0,1.17
13,07/04/2024,14:00,SPAIN - PRIMERA RFEF,Barcelona B,Arenteiro,1.65,3.4,5.0,2.1,2.0,1.73,1.05,1.44,1.33,7.0,1.08
12,07/04/2024,14:00,ENGLAND - PREMIER LEAGUE,Tottenham,Nottingham,1.4,5.5,6.5,1.44,1.67,2.1,1.02,1.22,1.13,3.5,1.3
11,07/04/2024,15:00,SERBIA - SUPER LIGA,Partizan,Novi Pazar,1.4,4.55,6.7,1.65,1.88,1.83,1.04,1.33,1.21,4.25,1.18
10,07/04/2024,15:00,MEXICO - LIGA MX,Toluca,Atlas,1.5,4.2,6.5,1.6,1.7,2.05,1.03,1.29,1.17,4.33,1.2
9,07/04/2024,15:00,ECUADOR - LIGA PRO,Ind. del Valle,Libertad,1.33,5.25,7.5,1.7,2.1,1.67,1.03,1.33,1.22,5.0,1.17
8,07/04/2024,15:30,QATAR - QSL,Al Rayyan,Muaither SC,1.6,4.1,4.65,1.44,1.47,2.5,1.03,1.26,1.14,3.2,1.3
7,07/04/2024,15:45,BAHRAIN - PREMIER LEAGUE,Al Khalidiyah,Busaiteen,1.44,4.35,6.6,1.7,1.87,1.83,1.04,1.35,1.23,4.4,1.17
6,07/04/2024,15:45,ITALY - SERIE C,Crotone,Brindisi,1.28,4.9,10.25,1.72,2.25,1.57,1.05,1.36,1.24,4.65,1.16
5,07/04/2024,16:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Raed,Al Hazem,1.62,3.75,4.75,1.73,1.73,2.0,1.04,1.33,1.22,5.0,1.14
