,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,ROMANIA - LIGA 2,2024-01-09,05:00,CSM Slatina,FC Arges,2.47,3.05,2.87,2.42,1.5,2.05,1.7,2.0,1.1281521,0.56407607,0.32621297,0.20799854,0.6376158,0.46460712,0.1762257,0.3793005,1.5454545,1.233151,0.7979212,0.45454547,0.6555548,1.4422206,1.0909091,1.443137,1.3228756,0.5049201,0.18554534,1.0251874,2.8099174,0.678233,0.3305785,0.9013878,0.72727275,1.1354542,1.5612495,0.2165137,0.26894933,1.2421815,0.6837138,0.077246554,0.112980835,0.6363636,0.7713892,1.212183,1.1818181,0.9359664,0.79197156,-0.54545456,1.3726971,-2.5166116,0.37299055,0.0853799,0.0,1.0,0.59090906,1.8719327,0.4048583,0.32786885,0.34843206,0.41322315,0.6666667,0.4878049,0.5882353,1.2348179,1.1619433,0.8098361,0.9409836,0.8606272,1.0627178,0.7934426,0.4918033,0.09031318,0.10507246,0.074906364,0.030405406,0.115173675,0.8606272,0.9409836,0.8098361,1.0206611,1.1859504,0.7934426,1.1804878,8.39,1.273,2.264,-0.069129914,-0.021454113,0.2943981,0.3420739,0.106152296,0.2968726,0.11358406,0.7271864,16.17216,1.3010765,24.70243,1.563007,1.4501544,1.077821,0.92779785,0.7271864,0.18,0.58,1,0.6509
2,ROMANIA - LIGA 2,2024-01-09,05:30,Hunedoara,Ceahlaul,1.52,4.05,5.7,1.7,2.07,1.78,1.93,2.3636363,1.06794,0.45182076,0.46576774,0.25282222,0.5428075,0.3822865,0.08285322,0.2167307,1.9090909,1.2398347,0.64943725,0.54545456,0.6555548,1.2018504,1.3636364,1.5534552,1.1392004,0.5193079,0.0976833,1.2141994,2.429752,0.97415584,0.49586776,0.7211103,0.8181818,1.1134044,1.3608277,0.6127692,0.2939467,0.47970214,0.2873856,0.06739403,0.23450732,1.2727273,0.6165755,0.48445213,2.0,1.1281521,0.56407607,-0.72727275,1.4200454,-1.9525625,0.28284347,0.07860244,1.5041323,0.52171767,2.7272727,0.8273116,0.65789473,0.24691358,0.1754386,0.5882353,0.4830918,0.56179774,0.5181347,2.6644738,3.75,0.37530863,1.4074074,0.26666668,0.7105263,0.41975307,0.51111114,0.5904128,0.45421904,0.57894737,0.16923077,0.40869564,0.26666668,1.4074074,0.37530863,0.89411765,3.3529413,0.41975307,0.9550562,11.27,1.545,2.181,-0.2244898,0.14640638,0.13487133,0.5057675,0.5604389,2.105382,0.6177755,5.1571116,51.67314,0.52325904,-10.481218,2.1491227,1.1842105,1.8148148,0.5510204,5.1571116,1.65,2.53,1,0.9881
3,SOUTH KOREA - K LEAGUE 1,2024-01-09,07:00,Gangwon,Suwon FC,2.3,3.4,3.0,1.85,2.0,1.67,2.1,2.2727273,1.2128786,0.53366655,0.9192939,0.25878835,0.28150773,0.17245018,0.054351307,0.31517106,2.7272727,0.9620914,0.35276684,1.5454545,1.304791,0.8442765,1.1818181,1.6414064,1.3888823,0.42010882,0.049829055,1.5736908,3.4710743,0.75592893,1.9669422,1.0251929,1.6363636,1.4937888,0.91287094,0.7004954,0.6200599,0.8851734,0.46343854,0.08473065,0.18283038,1.5454545,1.3726971,0.88821584,1.6363636,0.97912085,0.59835166,-0.09090909,1.928473,-21.213203,0.31510827,0.07194184,1.2644628,1.6777409,2.9752066,0.53851646,0.4347826,0.29411766,0.33333334,0.5405405,0.5,0.5988024,0.47619048,1.4782609,1.3043479,0.6764706,0.88235295,0.76666665,1.1333333,0.5441176,0.5882353,0.16739272,0.19298245,0.13207547,0.0625,0.2952381,0.76666665,0.88235295,0.6764706,1.2432432,1.6216216,0.5441176,1.1077844,8.7,0.636,2.707,-0.12643678,-0.04597701,0.26436782,0.3448276,0.19199188,0.55677646,0.263307,1.3638182,28.810793,0.21213204,-4.289153,1.6376811,1.4347826,1.1414142,0.8761062,1.3638182,0.4,1.1,1,0.8176
4,SOUTH KOREA - K LEAGUE 1,2024-01-09,07:00,Jeonbuk,Seoul,2.4,3.2,2.63,2.03,1.83,1.73,2.0,1.4545455,1.233151,0.84779125,0.49316722,0.29817954,0.6046215,0.39730024,0.07020701,0.1767102,1.4545455,0.78202957,0.53764534,1.5454545,1.3726971,0.88821584,-0.09090909,1.5048132,-16.552946,0.4365491,0.085993975,0.9455473,2.3801653,0.47790697,2.9504132,0.7190319,1.6363636,1.2984415,0.793492,0.7014261,0.49623,0.70745873,0.3586851,0.12787598,0.3565132,1.7272727,1.2856487,0.74432296,1.2727273,1.0523489,0.82684547,0.45454547,1.5587662,3.4292855,0.34975833,0.0770437,1.5702479,1.4142135,1.3884298,0.9646531,0.41666666,0.3125,0.38022813,0.49261084,0.5464481,0.5780347,0.5,1.3333334,1.0958333,0.75,0.821875,0.9125475,1.21673,0.634375,0.571875,0.11671399,0.14285715,0.045725647,0.097770154,0.22370937,0.9125475,0.821875,0.75,1.182266,1.2955666,0.634375,1.1734104,8.23,-0.182,2.532,-0.09720535,-0.06925881,0.29161605,0.31956258,0.1501333,0.41186568,0.19111268,1.0088607,21.801409,0.28284273,5.710593,1.6302282,1.5573511,1.0467955,0.9552964,1.0088607,0.57,0.8,1,0.5069
5,BELGIUM - JUPILER PRO LEAGUE,2024-01-09,08:30,Club Brugge KV,Cercle Brugge KSV,1.53,4.2,5.75,1.57,2.35,1.62,2.2,2.2727273,0.9620914,0.4233202,0.44539595,0.30124772,0.67635936,0.40599975,0.20189294,0.49727356,2.0,1.2060454,0.6030227,0.54545456,0.6555548,1.2018504,1.4545455,1.3726971,0.9437293,0.580027,0.12263194,1.2900136,2.1818182,1.1055416,0.54545456,0.6555548,1.4545455,1.233151,0.84779125,0.497778,0.5478871,1.1006656,0.51326096,0.0943109,0.18374842,1.1818181,1.0285189,0.8702853,1.4545455,1.304791,0.89704376,-0.27272728,1.6006197,-5.868939,0.36917782,0.11885691,1.2892562,0.94280905,2.1157024,0.89704376,0.6535948,0.23809524,0.17391305,0.6369427,0.42553192,0.61728394,0.45454547,2.745098,3.75817,0.3642857,1.3690476,0.26608697,0.7304348,0.37380952,0.5595238,0.5985821,0.46596858,0.5796703,0.1557789,0.4558059,0.26608697,1.3690476,0.3642857,0.9745223,3.6624203,0.37380952,0.9691358,11.48,0.818,2.195,-0.2325784,0.13501742,0.13327526,0.50087106,0.55782944,2.134627,0.6364042,5.2287474,53.16445,1.1030866,-21.305784,2.1346974,1.1753339,1.8162476,0.55058575,5.2287474,1.55,2.67,1,0.9857
6,SCOTLAND - PREMIERSHIP,2024-01-09,08:30,Celtic,Rangers,1.5,4.33,5.75,1.5,2.63,1.62,2.2,2.8181818,0.5749596,0.2040179,0.24484088,0.17704663,0.72310895,0.38654107,0.24974146,0.64609295,2.8181818,1.5850542,0.56243855,0.6363636,0.64282435,1.0101526,2.1818182,1.6414064,0.7523112,0.81288415,0.14531988,1.8155329,4.355372,1.0256233,0.6942149,0.58925563,1.7272727,1.2128786,0.70219284,0.3692939,0.3736128,1.011695,0.45029476,0.19155888,0.42540777,1.7272727,1.0523489,0.6092546,1.0909091,1.1642044,1.0671874,0.6363636,1.2984415,2.0404081,0.6317724,0.2168462,1.7272727,1.0523489,2.2809918,0.5567934,0.6666667,0.23094688,0.17391305,0.6666667,0.38022813,0.61728394,0.45454547,2.8866668,3.8333333,0.34642032,1.3279445,0.26086956,0.7530435,0.34642032,0.6073903,0.6161633,0.48542023,0.5862069,0.14087301,0.48542023,0.26086956,1.3279445,0.34642032,1.0,3.8333333,0.34642032,0.9259259,11.58,1.091,1.788,-0.24438687,0.12262522,0.12953368,0.49654576,0.5605262,2.1636312,0.6496774,5.2997923,54.750626,1.5980613,-29.466448,2.173913,1.1884058,1.8292683,0.5466667,5.2997923,1.42,2.83,1,0.995
7,ENGLAND - PREMIER LEAGUE,2024-01-09,09:30,Newcastle,Tottenham,2.45,4.0,2.55,1.36,3.2,1.36,3.0,1.7272727,1.2128786,0.70219284,0.6466514,0.45830733,0.7087394,0.33665916,0.24127011,0.71665984,2.5454545,1.4373989,0.56469244,1.6363636,1.3666633,0.83518314,0.90909094,1.880742,2.0688162,0.57426775,0.16010964,1.5598612,4.1652894,0.87841046,1.9338843,1.1564074,0.90909094,1.0833068,1.1916375,0.5831065,0.54762226,0.93914616,0.4645435,0.17474739,0.37617016,1.5454545,1.233151,0.7979212,2.090909,1.443137,0.690196,-0.54545456,2.3105936,-4.2360883,0.44132853,0.14245318,1.6859504,1.1303884,3.9917355,0.75592893,0.40816328,0.25,0.39215687,0.7352941,0.3125,0.7352941,0.33333334,1.6326531,1.0408163,0.6125,0.6375,0.9607843,1.5686275,0.34,0.8,0.20304413,0.24031007,0.02,0.22137405,0.49253732,0.9607843,0.6375,0.6125,1.8014706,1.875,0.34,1.0,9.0,0.818,2.296,-0.17222223,-0.16111112,0.27222222,0.28333333,0.28915587,0.8674676,0.4183566,2.124853,37.775684,2.602153,-42.614056,1.6166466,1.5846338,1.020202,0.980198,2.124853,1.45,1.55,1,0.8427
8,ENGLAND - PREMIER LEAGUE,2024-01-09,09:30,Chelsea,Crystal Palace,1.6,4.33,5.0,1.5,2.63,1.57,2.25,2.2727273,1.2128786,0.53366655,0.5586921,0.37297595,0.66758764,0.34020412,0.14873229,0.43718544,2.6363637,1.6663911,0.6320794,1.3636364,1.2984415,0.95219046,1.2727273,2.339033,1.8378115,0.58290803,0.13212892,1.6096358,1.9173554,2.291288,3.5950413,0.49251232,0.8181818,1.1134044,1.3608277,0.49356547,0.2807754,0.5688717,0.36353204,0.08418147,0.23156549,1.0,0.73854893,0.73854893,1.9090909,1.443137,0.75592893,-0.90909094,1.8317674,-2.014944,0.24076127,0.10868579,1.9090909,0.38685897,2.6033058,1.0583005,0.625,0.23094688,0.2,0.6666667,0.38022813,0.6369427,0.44444445,2.70625,3.125,0.369515,1.1547344,0.32,0.866,0.34642032,0.6073903,0.5496459,0.460371,0.5151515,0.07181136,0.48542023,0.32,1.1547344,0.369515,1.0666667,3.3333333,0.34642032,0.955414,10.93,1.455,2.326,-0.24977127,0.061299175,0.14638609,0.45745653,0.49433,1.8010089,0.58554643,4.411553,53.773468,1.5980613,-29.466448,2.075,1.225,1.6938776,0.5903614,4.411553,0.67,2.73,1,0.9867
9,SWEDEN - SUPERETTAN,2024-01-09,10:00,Helsingborg,Trelleborg,1.73,3.5,4.1,1.75,2.05,1.7,2.05,1.5454545,1.1570839,0.7487013,0.37450275,0.41174132,1.0994347,0.5403424,0.13900627,0.2572559,1.0909091,0.8999541,0.8249579,0.8181818,0.7158189,0.8748898,0.27272728,0.86243933,3.1622777,0.48041838,0.08032198,0.7856637,1.2892562,0.7614996,1.0413224,0.56242913,1.0909091,1.2398347,1.1365151,0.42231137,0.36127156,0.8554626,0.5298805,0.09074274,0.17125131,0.90909094,0.7925271,0.8717798,1.3636364,1.06794,0.78315604,-0.45454547,1.5587662,-3.4292855,0.31485978,0.06554795,0.54545456,1.3208785,3.0,0.4854273,0.5780347,0.2857143,0.24390244,0.5714286,0.4878049,0.5882353,0.4878049,2.0231214,2.3699422,0.4942857,1.1714286,0.42195123,0.85365856,0.5,0.5857143,0.40258068,0.33843213,0.406518,0.078947365,0.33333334,0.42195123,1.1714286,0.4942857,0.9885714,2.3428571,0.5,1.0294118,9.33,0.455,2.397,-0.18971062,0.06430868,0.18542336,0.43944266,0.39620358,1.2321931,0.43838668,3.0182445,41.508827,0.42426407,-8.530766,1.9780065,1.309742,1.510226,0.6621525,3.0182445,0.6,1.77,1,0.888
10,BELGIUM - JUPILER PRO LEAGUE,2024-01-09,11:00,Gent,Antwerp,2.55,3.5,2.6,1.8,2.0,1.62,2.2,1.8181819,1.3360853,0.73484695,0.5073701,0.3345882,0.65945584,0.3686936,0.18168952,0.4927927,2.4545455,1.6160353,0.6583848,1.1818181,0.7158189,0.6056929,1.2727273,2.004128,1.574672,0.60875833,0.11483715,1.5316519,5.132231,0.77288646,2.2561984,0.37495276,1.4545455,1.4373989,0.98821175,0.32487833,0.31464934,0.9685144,0.57867247,0.17418565,0.30100903,1.0,1.1281521,1.1281521,1.0909091,1.3111095,1.2018504,-0.09090909,1.928473,-21.213203,0.3647918,0.14892788,0.54545456,2.068279,2.1818182,0.6555548,0.39215687,0.2857143,0.3846154,0.5555556,0.5,0.61728394,0.45454547,1.372549,1.0196079,0.7285714,0.74285716,0.9807692,1.3461539,0.51428574,0.5714286,0.13693668,0.1570248,0.009708738,0.14754099,0.3207547,0.9807692,0.74285716,0.7285714,1.4166666,1.4444444,0.51428574,1.1111112,8.65,0.364,2.773,-0.10982659,-0.10404624,0.2947977,0.30057803,0.18542214,0.5346338,0.2662856,1.3095801,25.407719,0.28284273,-5.710593,1.5610859,1.546003,1.0097561,0.99033815,1.3095801,0.9,0.95,1,0.7274
