League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
South Korean K League 1,2024-05-05,02:00:00,Suwon FC,Gangwon,2.66,2.9,3.35,2.92,1.48,1.41,3.3,1.1,9.8,11.5,1.08,3.6,1.35,1.87,2.08,1.12,8.0,1.81,2.12,11.0,10.0,17.0,40.0,9.8,7.0,11.5,30.0,15.0,11.0,16.0,42.0,34.0,27.0,40.0,17.0,23.0,24.0,16.5,0.37593985,0.29850745,0.3448276,0.48076922,0.53475934,0.5524862,0.4716981,1.2593985,1.0902256,0.79402983,0.86567163,0.9172414,1.1551725,0.6208955,0.55820894,0.0936378,0.11480865,0.043165468,0.072,0.23388582,0.9172414,0.86567163,0.79402983,1.2788461,1.3942307,0.6208955,1.1491712,8.91,-0.077441074,-0.05050505,0.29854098,0.325477,0.117941275,0.3502856,0.19253317,0.85802096,19.034435,0.29698485,5.994093,0.85802096,0.45,0.69,1,1.0
South Korean K League 2,2024-05-05,02:00:00,Seongnam FC,Suwon Bluewings,4.0,1.97,3.5,3.05,1.44,1.43,3.1,1.1,8.6,3.75,1.07,3.75,1.33,1.94,1.99,1.13,6.8,1.84,2.02,11.5,8.0,10.5,19.0,12.0,7.6,9.2,17.5,20.0,14.0,16.5,6.6,6.8,6.6,6.8,7.0,6.6,5.1,7.4,0.25,0.2857143,0.5076142,0.5025126,0.5154639,0.54347825,0.4950495,0.875,0.4925,1.1428572,0.56285715,2.0304568,1.7766497,0.56857145,0.5542857,0.32767954,0.06666667,0.3400335,0.2797075,0.27504554,2.0304568,0.56285715,1.1428572,2.0100503,0.98994976,0.56857145,1.0815217,9.47,0.052798312,-0.16156283,0.4223865,0.20802534,0.33505428,1.0576546,0.36374494,2.5907142,-14.036243,0.07071068,1.4320962,2.5907142,1.53,0.5,1,1.0
South Korean K League 1,2024-05-05,04:30:00,Gimcheon Sangmu,Incheon Utd,2.58,3.05,3.15,2.64,1.53,1.35,3.25,1.07,10.0,8.2,1.09,3.05,1.43,1.7,2.26,1.08,4.4,1.95,1.94,9.0,9.6,17.0,7.6,8.4,6.6,12.5,30.0,14.0,11.0,18.0,7.8,29.0,26.0,7.6,8.2,7.0,7.4,8.6,0.3875969,0.31746033,0.32786885,0.44247788,0.5882353,0.51282054,0.5154639,1.2209302,1.1821705,0.81904763,0.96825397,0.84590167,1.0327868,0.71746033,0.53968257,0.089753546,0.09947644,0.08348135,0.016129032,0.16451016,0.84590167,0.96825397,0.81904763,1.141593,1.3495575,0.71746033,1.1589744,8.78,-0.06492028,-0.011389522,0.29384965,0.3473804,0.1039945,0.30435726,0.15064217,0.74551994,15.907552,0.7919596,15.642246,0.74551994,0.1,0.57,1,1.0
Chinese Super League,2024-05-05,07:00:00,Shanghai Shenhua,Zhejiang Greentown,1.47,6.6,4.8,3.55,1.29,1.58,2.34,1.16,5.5,13.5,1.03,2.36,1.16,2.36,1.61,1.23,4.4,1.72,2.16,20.0,20.0,7.2,7.8,9.4,9.8,21.0,7.4,8.8,8.6,17.5,7.4,13.0,12.5,20.0,7.6,3.6,7.4,8.0,0.6802721,0.20833333,0.15151516,0.621118,0.42372882,0.5813953,0.46296296,3.2653062,4.4897957,0.30625,1.375,0.22272727,0.72727275,0.33541667,0.49166667,0.68358636,0.53110045,0.6356877,0.15789473,0.4976599,0.22272727,1.375,0.30625,0.9130435,4.099379,0.33541667,0.93604654,12.87,-0.25874126,0.13986014,0.114219114,0.51282054,0.6067013,2.6027486,0.6940137,6.375406,59.01095,1.0606601,-20.556046,6.375406,1.8,3.33,1,1.0
Dutch Eredivisie,2024-05-05,07:15:00,Heracles,RKC Waalwijk,2.34,3.0,4.0,4.0,1.29,1.68,2.28,1.2,5.4,18.5,1.03,5.3,1.17,2.62,1.52,1.27,4.1,1.51,2.76,21.0,17.5,23.0,42.0,14.5,9.4,12.5,24.0,17.0,11.0,13.0,28.0,28.0,18.5,23.0,44.0,9.2,14.0,17.0,0.42735043,0.25,0.33333334,0.65789473,0.3816794,0.66225165,0.36231884,1.7094017,1.2820513,0.585,0.75,0.78,1.3333334,0.38,0.655,0.21504289,0.26182964,0.123595506,0.14285715,0.44927537,0.78,0.75,0.585,1.5394737,1.9736842,0.38,1.0066226,9.34,-0.17773019,-0.10706638,0.25053534,0.32119915,0.2684528,0.83578306,0.38636598,2.0472422,39.692673,1.555635,-28.810793,2.0472422,1.0,1.66,1,1.0
Dutch Eredivisie,2024-05-05,07:15:00,PSV,Sparta Rotterdam,1.15,21.0,10.5,5.1,1.2,2.02,1.87,1.24,3.7,34.0,1.01,8.2,1.08,3.75,1.3,1.53,2.8,2.1,1.83,38.0,50.0,10.0,10.0,14.5,21.0,34.0,10.0,9.0,13.0,30.0,48.0,8.6,12.0,28.0,48.0,2.34,65.0,10.0,0.8695652,0.0952381,0.04761905,0.7692308,0.26666668,0.47619048,0.5464481,9.130435,18.26087,0.10952381,2.0,0.054761905,0.5,0.123809524,0.35714287,1.1163734,0.8025751,0.8961625,0.33333334,0.779661,0.054761905,2.0,0.10952381,0.88461536,16.153847,0.123809524,0.61904764,32.65,-0.2863706,0.32159266,0.035222054,0.6431853,0.91245484,9.930551,1.1096646,24.324781,77.92617,3.4648232,-50.774326,24.324781,10.5,9.35,1,1.0
Italian Serie A,2024-05-05,07:30:00,Cagliari,Lecce,2.28,3.9,3.25,2.74,1.49,1.34,3.4,1.08,10.0,9.4,1.1,3.15,1.43,1.73,2.32,1.09,10.5,1.99,1.96,9.6,11.0,23.0,65.0,8.0,6.8,15.0,48.0,12.0,10.5,19.0,60.0,26.0,24.0,44.0,75.0,21.0,48.0,200.0,0.4385965,0.30769232,0.25641027,0.43103448,0.5780347,0.5025126,0.5102041,1.4254386,1.7105263,0.70153844,1.2,0.5846154,0.8333333,0.71384615,0.5323077,0.22950569,0.17540687,0.26213592,0.09090909,0.16696589,0.5846154,1.2,0.70153844,0.98275864,1.6810344,0.71384615,1.1658292,9.43,-0.1028632,0.06892895,0.24178155,0.4135737,0.25935858,0.81525046,0.2664378,1.9969476,25.873384,0.834386,16.43606,1.9969476,0.65,0.97,1,1.0
Polish Ekstraklasa,2024-05-05,07:30:00,Warta Poznan,Widzew Lodz,2.56,3.0,3.2,2.8,1.52,1.35,3.25,1.08,9.2,2.94,1.01,2.94,1.4,1.68,2.18,1.09,9.0,1.87,1.9,8.6,8.6,16.0,6.8,8.2,6.6,11.0,28.0,13.0,10.0,16.0,6.8,29.0,26.0,6.8,7.4,6.2,6.6,7.8,0.390625,0.3125,0.33333334,0.4587156,0.5952381,0.53475934,0.5263158,1.25,1.171875,0.8,0.9375,0.85333335,1.0666667,0.68125,0.525,0.09560954,0.11111111,0.07913669,0.032258064,0.18959108,0.85333335,0.9375,0.8,1.1743119,1.3761468,0.68125,1.1657754,8.76,-0.07305936,-0.02283105,0.29223743,0.34246576,0.11212812,0.32741413,0.16690017,0.8019975,17.74467,0.70710677,14.036243,0.8019975,0.2,0.64,1,1.0
Chinese Super League,2024-05-05,08:00:00,Meizhou Hakka,Cangzhou Mighty Lions,2.58,2.96,3.45,2.98,1.41,1.43,2.9,1.11,6.8,3.65,1.05,3.65,1.32,1.91,1.91,1.12,6.6,1.76,2.14,12.5,11.0,17.5,40.0,9.8,7.2,12.0,29.0,14.5,10.0,16.0,38.0,30.0,24.0,34.0,13.0,18.0,23.0,14.5,0.3875969,0.28985506,0.33783785,0.5235602,0.5235602,0.5681818,0.46728972,1.3372093,1.1472868,0.7478261,0.857971,0.8716216,1.1655406,0.5536232,0.5536232,0.11791253,0.1442786,0.06859206,0.07644306,0.28731343,0.8716216,0.857971,0.7478261,1.3507854,1.5497382,0.5536232,1.0852273,8.99,-0.09677419,-0.054505005,0.28698555,0.32925472,0.14554754,0.43615746,0.23840034,1.0683632,23.50904,0.0,0.0,1.0683632,0.49,0.87,1,1.0
German 3 Liga,2024-05-05,08:30:00,Preussen Munster,Saarbrucken,1.95,3.5,3.95,3.2,1.35,1.5,2.46,1.14,6.2,13.5,1.04,4.3,1.22,2.2,1.69,1.16,2.64,1.64,2.3,15.5,13.5,21.0,6.8,9.8,7.6,13.5,6.6,12.0,9.4,14.0,6.6,21.0,17.0,6.8,7.0,4.7,6.2,7.4,0.51282054,0.25316456,0.2857143,0.591716,0.45454547,0.6097561,0.4347826,2.025641,1.7948718,0.49367088,0.886076,0.55714285,1.1285714,0.4278481,0.556962,0.32946086,0.33898306,0.28440368,0.060402684,0.4007092,0.55714285,0.886076,0.49367088,1.1538461,2.0710058,0.4278481,1.0304878,9.4,-0.21276596,-0.047872342,0.20744681,0.3723404,0.334853,1.049206,0.4040145,2.5700195,45.0,0.7212489,-14.305552,2.5700195,0.45,2.0,1,1.0
