Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,AUSTRALIA - A-LEAGUE,11/11/2023,03:30,WS Wanderers,Perth Glory,1.65,3.8,5.25
2,SERBIA - PRVA LIGA,11/11/2023,09:00,Tekstilac Odzaci,Macva,1.91,3.0,3.9
3,SERBIA - PRVA LIGA,11/11/2023,09:00,FK Indjija,Smederevo,2.02,3.0,3.55
4,UZBEKISTAN - SUPER LEAGUE,11/11/2023,09:00,Navbahor Namangan,Bunyodkor,1.39,4.15,7.8
5,NIGERIA - NPFL,11/11/2023,11:00,Doma United,Akwa United,2.0,2.95,4.0
6,SLOVAKIA - NIKE LIGA,11/11/2023,11:00,Dun. Streda,Ruzomberok,1.62,4.0,4.85
7,SWEDEN - SUPERETTAN,11/11/2023,11:00,Vasteras SK,Ostersund,1.5,4.2,5.75
8,ENGLAND - LEAGUE TWO,11/11/2023,12:00,Bradford City,Barrow,2.25,3.25,3.3
9,ENGLAND - PREMIER LEAGUE,11/11/2023,12:00,Manchester Utd,Luton,1.3,5.5,9.5
10,GHANA - PREMIER LEAGUE,11/11/2023,12:00,Samartex,Asante Kotoko,2.22,2.9,3.15
11,IRAQ - SUPER LEAGUE,11/11/2023,13:00,Al Kahraba,Al Naft,1.8,3.15,4.25
12,SENEGAL - LIGUE 1,11/11/2023,13:30,Jaraaf,Diambars,2.52,2.75,2.87
13,SPAIN - PRIMERA RFEF,11/11/2023,14:00,Atl. Madrid B,Recreativo Huelva,1.83,3.1,4.0
14,SERBIA - SUPER LIGA,11/11/2023,14:30,IMT Novi Beograd,Mladost,1.98,3.45,3.5
15,ITALY - SERIE C,11/11/2023,14:30,L.R. Vicenza,Pro Patria,1.53,3.8,6.1
16,SPAIN - PRIMERA RFEF,11/11/2023,15:00,Dep. La Coruna,SD Logrones,1.33,4.33,7.5
17,BRAZIL - SERIE B,11/11/2023,15:30,Ituano,Sampaio Correa,1.91,3.15,4.15
18,BRAZIL - SERIE B,11/11/2023,17:00,Chapecoense-SC,Botafogo SP,1.7,3.35,5.3
19,COSTA RICA - PRIMERA DIVISION,11/11/2023,18:00,Guanacasteca,Grecia,1.6,3.5,5.25
20,BRAZIL - SERIE A,11/11/2023,18:30,Flamengo RJ,Fluminense,1.85,3.6,4.0
21,USA - MLS,11/11/2023,20:00,Houston Dynamo,Real Salt Lake,1.65,4.0,5.0
22,BRAZIL - SERIE A,11/11/2023,21:00,Palmeiras,Internacional,1.57,4.33,5.0
