,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,ECUADOR - LIGA PRO,2024-03-21,21:00,Emelec,Delfin,1.6,3.6,6.0,2.03,2.0,1.73
2,NICARAGUA - LIGA PRIMERA,2024-03-21,21:00,UNAN-Managua,Jalapa,2.2,3.6,2.7,1.85,1.65,1.98
3,MEXICO - LIGA DE EXPANSION MX,2024-03-21,22:05,Celaya,Atl. Morelia,1.6,3.75,5.2,1.98,2.0,1.72
