Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,11/08/2023,12:00,UZBEKISTAN - SUPER LEAGUE,OKMK,Olympic,1.53,3.96,6.04,1.98,2.01,1.76,1.02,1.4,1.3,6.45,1.07
2,11/08/2023,12:00,UZBEKISTAN - SUPER LEAGUE,Neftchi Fargona,Sogdiana,1.69,3.58,5.07,2.4,2.3,1.59,1.06,1.51,1.43,8.8,1.02
3,11/08/2023,15:00,NETHERLANDS - EERSTE DIVISIE,Groningen,Jong Ajax,1.57,4.33,5.25,1.5,1.57,2.25,1.02,1.25,1.14,3.75,1.25
4,11/08/2023,15:00,PERU - LIGA 1,Sport Huancayo,Union Comercio,1.29,5.5,13.0,1.53,2.0,1.73,1.03,1.25,1.17,4.0,1.22
5,11/08/2023,15:45,BELGIUM - JUPILER PRO LEAGUE,Antwerp,Kortrijk,1.25,5.0,10.0,1.5,1.95,1.8,1.03,1.25,1.14,3.75,1.25
6,11/08/2023,16:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,FK Sarajevo,Posusje,1.44,4.33,6.48,1.74,1.85,1.91,1.01,1.32,1.21,5.1,1.13
7,11/08/2023,16:00,ITALY - COPPA ITALIA,Genoa,Modena,1.53,4.0,6.5,1.9,1.95,1.8,1.06,1.36,1.25,6.0,1.13
8,11/08/2023,16:15,PORTUGAL - LIGA PORTUGAL,Braga,Famalicao,1.4,4.2,7.5,1.7,1.95,1.8,1.04,1.33,1.2,5.0,1.17
9,11/08/2023,18:00,CHILE - PRIMERA DIVISION,Cobresal,Magallanes,1.67,3.8,5.0,1.95,1.91,1.8,1.05,1.4,1.29,6.5,1.11
10,11/08/2023,22:30,COLOMBIA - PRIMERA A,Deportes Tolima,Huila,1.62,3.6,5.75,2.03,1.91,1.8,1.06,1.4,1.3,7.0,1.1
