Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,03/05/2024,05:00,ROMANIA - LIGA 2,FC Arges,CSC Dumbravita,1.65,3.65,4.7,1.98,1.98,1.65,1.03,1.42,1.33,7.6,1.05
2,03/05/2024,05:00,ROMANIA - LIGA 2,Concordia,Viitorul Tg. Jiu,1.55,3.9,5.3,1.87,1.88,1.72,1.01,1.38,1.27,6.1,1.09
3,03/05/2024,12:30,URUGUAY - PRIMERA DIVISION,Danubio,Rampla Juniors,1.7,3.4,4.75,2.08,1.91,1.8,1.06,1.44,1.33,8.0,1.08
4,03/05/2024,13:10,AUSTRIA - 2. LIGA,Liefering,Sturm Graz (Am),1.44,4.55,6.2,1.33,1.44,2.57,1.02,1.22,1.1,2.67,1.42
5,03/05/2024,14:00,PORTUGAL - LIGA PORTUGAL 2,Santa Clara,Os Belenenses,1.33,4.33,8.0,2.03,2.38,1.53,1.07,1.4,1.3,7.0,1.1
6,03/05/2024,14:00,ROMANIA - LIGA 1,Farul Constanta,Sepsi Sf. Gheorghe,1.67,3.6,5.5,1.75,1.73,2.0,1.04,1.33,1.22,5.5,1.14
7,03/05/2024,15:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ettifaq,Al Feiha,1.57,4.0,5.0,1.85,1.91,1.8,1.05,1.36,1.25,5.5,1.13
8,03/05/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Roda,Cambuur,1.53,4.33,5.75,1.4,1.5,2.5,1.02,1.22,1.11,3.4,1.3
9,03/05/2024,15:15,SWITZERLAND - CHALLENGE LEAGUE,Sion,Wil,1.53,4.2,5.4,1.65,1.78,1.93,1.04,1.34,1.22,4.35,1.18
10,03/05/2024,15:45,IRELAND - PREMIER DIVISION,St. Patricks,Drogheda,1.67,3.4,4.5,2.05,1.95,1.8,1.06,1.44,1.33,8.0,1.08
11,03/05/2024,15:45,SCOTLAND - CHAMPIONSHIP,Raith,Arbroath,1.3,4.75,8.5,1.53,1.83,1.83,1.01,1.25,1.17,4.0,1.22
12,03/05/2024,16:30,CHILE - PRIMERA DIVISION,Palestino,Copiapo,1.57,4.0,6.0,1.83,1.83,1.83,1.04,1.36,1.25,6.0,1.13
13,03/05/2024,22:30,PERU - LIGA 1,Alianza Lima,Cajamarca,1.29,5.25,10.0,1.73,2.25,1.57,1.04,1.33,1.22,5.5,1.14
