Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
12,18/02/2024,13:30,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Borac Banja Luka,Tuzla City,1.33,4.65,8.0,1.65,2.05,1.62,1.01,1.38,1.22,4.8,1.15
11,18/02/2024,14:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Ittihad,Al Riyadh,1.22,6.0,9.5,1.44,1.91,1.8,1.02,1.25,1.13,3.5,1.29
10,18/02/2024,14:00,MOROCCO - BOTOLA PRO,FAR Rabat,Mouloudia Oujda,1.18,6.5,11.0,1.7,2.63,1.44,1.04,1.33,1.22,5.0,1.17
9,18/02/2024,14:30,BELGIUM - JUPILER PRO LEAGUE,Anderlecht,St. Truiden,1.65,3.8,5.75,1.85,1.8,1.95,1.05,1.36,1.25,6.0,1.13
8,18/02/2024,14:30,ITALY - SERIE C,Atalanta U23,Alessandria,1.6,3.4,6.3,2.4,2.37,1.52,1.11,1.57,1.47,7.4,1.06
7,18/02/2024,15:00,SPAIN - PRIMERA RFEF,Barcelona B,Rayo Majadahonda,1.5,3.8,6.5,2.1,2.25,1.57,1.07,1.44,1.36,7.0,1.08
6,18/02/2024,15:00,SPAIN - PRIMERA RFEF,Dep. La Coruna,Tarazona,1.3,4.5,8.0,2.1,2.75,1.4,1.06,1.44,1.36,7.0,1.08
5,18/02/2024,15:00,MEXICO - LIGA DE EXPANSION MX,Atlante,Cimarrones de Sonora,1.53,3.85,6.1,1.93,2.0,1.72,1.06,1.42,1.31,5.5,1.11
4,18/02/2024,17:30,PORTUGAL - LIGA PORTUGAL,Braga,SC Farense,1.3,5.5,9.5,1.53,1.8,1.95,1.02,1.25,1.17,4.0,1.22
3,18/02/2024,18:30,BOLIVIA - DIVISION PROFESIONAL,Guabira,Independiente,1.45,3.8,6.0,1.85,1.91,1.8,1.05,1.36,1.25,6.0,1.13
2,18/02/2024,19:00,PERU - LIGA 1,Cienciano,Sport Boys,1.4,4.0,7.5,2.05,2.2,1.62,1.06,1.4,1.33,7.0,1.1
29,18/02/2024,20:10,ARGENTINA - PRIMERA NACIONAL,Colon Santa Fe,Almirante Brown,1.55,3.6,8.0,2.3,2.38,1.53,1.1,1.5,1.4,10.0,1.06
30,18/02/2024,20:30,BOLIVIA - DIVISION PROFESIONAL,Wilstermann,Oriente Petrolero,1.55,3.8,4.75,1.95,2.0,1.73,1.05,1.4,1.29,6.5,1.11
