,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2026-07-26,08:00:00,CHINA - SUPER LEAGUE,Yunnan Yukun,Shenzhen Peng City,1.78,4.2,4.6,34.0,1.2602059
2,2026-07-26,08:35:00,CHINA - SUPER LEAGUE,Shandong Taishan,Henan Songshan Longmen,2.08,3.4,4.2,25.0,1.2602057
3,2026-07-26,08:35:00,CHINA - SUPER LEAGUE,Chengdu Rongcheng,Beijing Guoan,2.1,3.5,4.1,21.0,1.2602059
4,2026-07-26,09:00:00,CHINA - SUPER LEAGUE,Zhejiang Professional,Dalian Yingbo,2.04,3.55,4.1,24.0,1.2602144
5,2026-07-26,09:00:00,DENMARK - SUPERLIGA,Sonderjyske,Midtjylland,5.5,1.65,4.6,13.5,1.2596158
6,2026-07-26,09:00:00,DENMARK - 1ST DIVISION,Hobro,Aarhus Fremad,2.68,2.68,3.65,13.0,1.2598553
7,2026-07-26,09:30:00,NORWAY - ELITESERIEN,Brann,Valerenga,1.77,4.5,4.5,28.0,1.260198
8,2026-07-26,09:30:00,POLAND - DIVISION 1,Termalica B-B.,Ruch Chorzow,2.24,3.25,3.75,16.0,1.2602768
9,2026-07-26,10:45:00,HUNGARY - OTP BANK LIGA,Vasas,Gyori,4.3,1.82,4.0,12.0,1.2602769
10,2026-07-26,11:00:00,DENMARK - SUPERLIGA,FC Copenhagen,Lyngby,1.48,6.8,5.4,40.0,1.2596185
11,2026-07-26,11:00:00,URUGUAY - PRIMERA DIVISION,Racing Montevideo,Boston River,1.77,5.4,3.35,17.5,1.2602178
12,2026-07-26,12:00:00,POLAND - DIVISION 1,Unia Skierniewice,Stal Mielec,2.26,3.2,3.8,16.5,1.260278
13,2026-07-26,12:00:00,NORWAY - OBOS-LIGAEN,Sandnes,Kongsvinger,3.45,2.04,4.2,17.5,1.2598557
14,2026-07-26,12:00:00,NORWAY - OBOS-LIGAEN,Strommen,Odd,3.35,2.12,3.85,16.0,1.2598563
15,2026-07-26,12:00:00,NORWAY - OBOS-LIGAEN,Asane,Egersund,3.85,1.91,4.2,16.5,1.2598566
16,2026-07-26,12:00:00,NORWAY - ELITESERIEN,KFUM Oslo,Molde,3.15,2.3,3.85,12.5,1.2601984
17,2026-07-26,12:00:00,NORWAY - ELITESERIEN,Sandefjord,Bodo/Glimt,8.6,1.38,6.2,15.0,1.2601982
18,2026-07-26,12:00:00,NORWAY - OBOS-LIGAEN,Sogndal,Ranheim,2.3,2.86,4.3,32.0,1.2598565
19,2026-07-26,12:00:00,NORWAY - OBOS-LIGAEN,Moss,Raufoss,1.66,5.1,4.5,36.0,1.259856
20,2026-07-26,12:00:00,SLOVAKIA - NIKE LIGA,Ruzomberok,Dun. Streda,3.05,2.42,3.35,11.5,1.2602173
21,2026-07-26,12:00:00,SLOVAKIA - NIKE LIGA,Zilina,Kosice,1.84,3.95,4.0,36.0,1.2602172
22,2026-07-26,12:00:00,NORWAY - ELITESERIEN,Sarpsborg 08,HamKam,1.68,5.2,4.5,24.0,1.2601981
23,2026-07-26,13:00:00,HUNGARY - OTP BANK LIGA,Debrecen,Puskas Academy,2.22,3.3,3.65,16.0,1.2602746
24,2026-07-26,13:00:00,DENMARK - SUPERLIGA,Horsens,Nordsjaelland,3.8,2.06,3.8,11.5,1.2596184
25,2026-07-26,14:00:00,SERBIA - SUPER LIGA,Crvena zvezda,Vojvodina,1.23,12.5,7.2,420.0,1.2603033
26,2026-07-26,14:00:00,SLOVAKIA - NIKE LIGA,Banska Bystrica,Slovan Bratislava,7.4,1.46,4.9,11.0,1.2602773
27,2026-07-26,14:15:00,NORWAY - ELITESERIEN,Aalesund,Viking,5.9,1.56,5.0,14.5,1.2601979
28,2026-07-26,14:30:00,POLAND - DIVISION 1,Puszcza,Polonia Warszawa,2.54,2.88,3.35,12.0,1.2602208
29,2026-07-26,15:00:00,URUGUAY - PRIMERA DIVISION,CA Cerro,Racing Montevideo,5.3,1.84,3.3,6.8,1.26035
30,2026-07-26,15:00:00,HUNGARY - OTP BANK LIGA,Paks,Ferencvaros,4.5,1.71,4.4,14.0,1.2602767
31,2026-07-26,15:00:00,PERU - LIGA 1,Cajamarca,Cesar Vallejo Moquegua,1.69,5.5,4.0,21.0,1.2602224
32,2026-07-26,16:00:00,BRAZIL - SERIE B,Criciuma,Nautico,1.76,5.7,3.7,16.0,1.2603196
33,2026-07-26,16:00:00,SERBIA - SUPER LIGA,Macva,Partizan,10.0,1.34,5.3,8.8,1.2603029
34,2026-07-26,16:00:00,BRAZIL - SERIE B,Sao Bernardo,Ceara,2.56,3.5,3.0,950.0,1.2603383
35,2026-07-26,16:00:00,PARAGUAY - PRIMERA DIVISION,Olimpia Asuncion,Libertad Asuncion,1.99,3.95,3.6,16.0,1.2602398
36,2026-07-26,16:00:00,BOLIVIA - DIVISION PROFESIONAL,Blooming,The Strongest,2.2,3.2,3.8,17.0,1.2604041
37,2026-07-26,16:00:00,BRAZIL - SERIE A,Bahia,Corinthians,2.52,3.15,3.4,12.0,1.260147
38,2026-07-26,16:00:00,BRAZIL - SERIE A,Cruzeiro,Botafogo FR,1.84,4.7,4.0,18.0,1.2601476
39,2026-07-26,17:30:00,PERU - LIGA 1,Comerciantes Unidos,Alianza Lima,4.2,2.06,3.2,7.2,1.2602234
40,2026-07-26,18:15:00,BOLIVIA - DIVISION PROFESIONAL,Bolivar,Real Potosi,1.33,8.2,5.7,120.0,1.260404
41,2026-07-26,18:30:00,BRAZIL - SERIE A,Red Bull Bragantino,Coritiba,1.67,6.0,4.0,22.0,1.2601475
42,2026-07-26,18:30:00,BRAZIL - SERIE B,Londrina,Novorizontino,3.85,2.2,3.3,8.6,1.2603195
43,2026-07-26,18:30:00,BRAZIL - SERIE A,Flamengo RJ,Sao Paulo,1.5,8.2,4.5,25.0,1.2601459
44,2026-07-26,18:30:00,BRAZIL - SERIE A,Gremio,Fluminense,2.86,2.76,3.45,11.0,1.2601472
45,2026-07-26,18:30:00,BRAZIL - SERIE B,America MG,Goias,3.2,2.74,2.94,8.2,1.2603189
46,2026-07-26,18:30:00,URUGUAY - PRIMERA DIVISION,Penarol,Cerro Largo,1.04,1.04,1.01,1000.0,1.2602226
47,2026-07-26,18:30:00,PARAGUAY - PRIMERA DIVISION,Guarani,Sp. Luqueno,2.14,3.9,3.15,14.0,1.2602392
48,2026-07-26,19:30:00,BRAZIL - SERIE A,Palmeiras,Atletico-MG,1.68,6.4,3.9,20.0,1.2601466
49,2026-07-26,19:30:00,BRAZIL - SERIE A,Remo,Vitoria,2.24,3.55,3.5,13.0,1.260146
50,2026-07-26,20:30:00,BOLIVIA - DIVISION PROFESIONAL,Nacional Potosi,Tomayapo,1.42,6.6,5.2,44.0,1.2604041
51,2026-07-26,21:00:00,PERU - LIGA 1,Deportivo Garcilaso,FC Cajamarca,1.72,5.1,3.9,25.0,1.2602223
