Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,BANGLADESH - PREMIER LEAGUE,20/01/2024,05:45,Chittagong Abahani,Brothers U.,1.72,3.7,3.9
2,PORTUGAL - LIGA PORTUGAL 2,20/01/2024,08:00,Mafra,Benfica B,2.2,3.5,3.1
3,NETHERLANDS - TWEEDE DIVISIE,20/01/2024,10:30,Excelsior Maassluis,Lisse,2.22,3.4,2.87
4,SCOTLAND - CHAMPIONSHIP,20/01/2024,12:00,Dunfermline,Queen's Park,1.95,3.6,3.3
5,SPAIN - PRIMERA RFEF,20/01/2024,12:00,Antequera,Atl. Madrid B,2.1,3.0,3.4
6,BELGIUM - JUPILER PRO LEAGUE,20/01/2024,12:00,Genk,Cercle Brugge KSV,1.8,3.75,4.33
7,ENGLAND - CHAMPIONSHIP,20/01/2024,12:00,Middlesbrough,Rotherham,1.33,5.25,8.5
8,ENGLAND - LEAGUE ONE,20/01/2024,12:00,Exeter,Cambridge Utd,2.3,3.25,3.2
9,ENGLAND - LEAGUE ONE,20/01/2024,12:00,Peterborough,Shrewsbury,1.33,5.5,8.5
10,ITALY - SERIE C,20/01/2024,14:30,Giana Erminio,Atalanta U23,2.52,2.95,2.9
11,ITALY - SERIE C,20/01/2024,14:30,Padova,Alessandria,1.26,5.0,11.75
12,ITALY - SERIE C,20/01/2024,16:45,Cesena,Pontedera,1.39,4.25,8.0
13,COLOMBIA - PRIMERA A,20/01/2024,18:00,Once Caldas,Chico,2.05,3.3,3.75
14,COSTA RICA - PRIMERA DIVISION,20/01/2024,21:00,Alajuelense,Liberia,1.33,4.5,6.5
15,COSTA RICA - PRIMERA DIVISION,20/01/2024,23:00,Puntarenas FC,Grecia,1.75,3.6,3.8
