Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,BANGLADESH - PREMIER LEAGUE,13/01/2024,05:45,Sheikh Russel,Bangladesh Police,2.45,3.4,2.47
2,ALBANIA - SUPERLIGA,13/01/2024,09:30,Egnatia,Skenderbeu,1.5,4.05,5.2
3,NETHERLANDS - TWEEDE DIVISIE,13/01/2024,11:00,Spakenburg,Scheveningen,1.65,4.1,4.2
4,NIGERIA - NPFL,13/01/2024,12:00,Heartland,Kwara,1.78,3.05,5.1
5,NIGERIA - NPFL,13/01/2024,12:00,Enugu Rangers,Gombe,1.42,3.9,7.7
6,NIGERIA - NPFL,13/01/2024,12:00,Plateau United,Enyimba,1.72,3.2,5.1
7,NORTHERN IRELAND - NIFL PREMIERSHIP,13/01/2024,12:00,Glentoran,Coleraine,1.52,4.2,5.4
8,SCOTLAND - CHAMPIONSHIP,13/01/2024,12:00,Raith,Queen's Park,1.5,4.5,5.0
9,SCOTLAND - CHAMPIONSHIP,13/01/2024,12:00,Dunfermline,Airdrieonians,2.3,3.4,2.8
10,GHANA - PREMIER LEAGUE,13/01/2024,12:00,Medeama,Bofoakwa Tano,1.53,3.5,5.8
11,GHANA - PREMIER LEAGUE,13/01/2024,12:00,Dreams,Bibiani Gold Stars,1.65,3.2,5.2
12,SPAIN - LALIGA2,13/01/2024,12:15,Levante,Albacete,2.38,3.4,3.0
13,SENEGAL - LIGUE 1,13/01/2024,13:00,Jaraaf,Ouakam,1.75,2.72,5.9
14,SENEGAL - LIGUE 1,13/01/2024,13:00,Teungueth,Generation F.,2.57,2.6,2.95
15,ALBANIA - SUPERLIGA,13/01/2024,13:00,Partizani,Teuta,1.32,4.6,7.3
16,COSTA RICA - PRIMERA DIVISION,13/01/2024,18:00,Guanacasteca,Grecia,1.57,4.0,4.75
17,COSTA RICA - PRIMERA DIVISION,13/01/2024,22:00,San Carlos,Liberia,1.83,3.5,3.75
