,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-08-07,07:00:00,JAPAN - J1 LEAGUE,Gamba Osaka,FC Tokyo,2.28,3.5,3.45,13.5,1.2312204
2,2024-08-07,07:00:00,JAPAN - J1 LEAGUE,Albirex Niigata,Iwata,1.79,4.9,4.0,20.0,1.2312196
3,2024-08-07,07:00:00,JAPAN - J1 LEAGUE,Cerezo Osaka,Machida,3.1,2.48,3.4,10.0,1.2312195
4,2024-08-07,07:00:00,JAPAN - J1 LEAGUE,Kyoto,Nagoya Grampus,2.96,2.66,3.35,10.0,1.2312214
5,2024-08-07,07:00:00,JAPAN - J1 LEAGUE,Shonan Bellmare,Avispa Fukuoka,2.42,3.4,3.3,11.0,1.2312211
6,2024-08-07,07:00:00,JAPAN - J1 LEAGUE,Kawasaki Frontale,Vissel Kobe,3.2,2.24,3.9,13.5,1.2312202
7,2024-08-07,07:00:00,JAPAN - J1 LEAGUE,Kashima Antlers,Sagan Tosu,1.56,6.4,4.6,27.0,1.2312201
8,2024-08-07,07:30:00,JAPAN - J1 LEAGUE,Yokohama F. Marinos,Hokkaido Consadole Sapporo,1.62,5.2,4.9,34.0,1.2312212
9,2024-08-07,07:30:00,JAPAN - J1 LEAGUE,Urawa Reds,Kashiwa Reysol,2.28,3.25,3.75,15.5,1.231221
10,2024-08-07,12:30:00,FINLAND - YKKONEN,JJK Jyvaskyla,Klubi 04,4.2,1.79,4.0,980.0,1.2314883
11,2024-08-07,16:00:00,BOLIVIA - DIVISION PROFESIONAL,Universitario de Vinto,GV San Jose,1.71,5.1,4.0,21.0,1.2315032
12,2024-08-07,18:00:00,VENEZUELA - LIGA FUTVE,Estudiantes Merida,Puerto Cabello,3.0,2.48,2.9,980.0,1.2315483
13,2024-08-07,19:00:00,BOLIVIA - DIVISION PROFESIONAL,Oriente Petrolero,Royal Pari,2.4,3.25,3.35,13.0,1.2315031
14,2024-08-07,21:00:00,BOLIVIA - DIVISION PROFESIONAL,Tomayapo,Independiente,2.04,3.6,3.65,17.5,1.2315277
