,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,AUSTRALIA - A-LEAGUE,21/04/2024,02:00,Central Coast Mariners,Adelaide United,1.75,4.0,4.0,1.44,2.75,1.44,2.63,2.3,1.1,0.371,1.0,1.3416408,0.798,0.5714286,0.25,0.25,0.6944444,0.36363637,0.42426407,1.3,2.442,1,0.8
2,SOUTH KOREA - K LEAGUE 2,21/04/2024,04:30,Asan,Jeonnam,2.2,3.3,2.9,2.05,1.75,1.83,1.83,1.7,1.3453624,0.912,0.9,1.3747727,0.958,0.45454547,0.3030303,0.3448276,0.4878049,0.5714286,0.17387617,0.8,2.72,1,0.5087
3,SPAIN - PRIMERA RFEF,21/04/2024,07:00,UD Ibiza,Atl. Madrid B,1.65,3.4,4.75,2.1,1.7,2.1,1.67,1.9,1.1357816,0.796,0.8,0.8717798,1.063,0.6060606,0.29411766,0.21052632,0.47619048,0.5882353,0.45973548,1.1,2.008,1,0.8289
4,SPAIN - PRIMERA RFEF,21/04/2024,07:00,Malaga,Murcia,1.67,3.4,4.5,2.38,1.53,2.38,1.53,2.0,1.264911,0.729,1.2,1.2489996,1.203,0.5988024,0.29411766,0.22222222,0.42016807,0.6535948,0.43914437,0.8,2.514,1,0.8626
5,PORTUGAL - LIGA PORTUGAL 2,21/04/2024,07:00,Oliveirense,Os Belenenses,2.05,3.3,3.2,1.98,1.88,1.73,2.0,0.3,0.45825756,0.684,0.3,0.45825756,0.948,0.4878049,0.3030303,0.3125,0.5050505,0.5319149,0.23100744,0.0,0.917,1,0.6947
6,POLAND - EKSTRAKLASA,21/04/2024,07:30,Cracovia,Puszcza,1.7,3.8,4.75,1.85,2.0,1.91,1.91,1.0,1.0954452,0.771,0.7,0.9,0.801,0.5882353,0.2631579,0.21052632,0.5405405,0.5,0.4718891,0.3,1.995,1,0.7947
7,POLAND - DIVISION 1,21/04/2024,07:40,Arka Gdynia,Wisla Plock,1.67,3.75,4.5,1.75,2.05,1.73,2.0,2.4,0.9165151,0.545,0.8,0.8717798,0.777,0.5988024,0.26666668,0.22222222,0.5714286,0.4878049,0.46344528,1.6,1.788,1,0.8892
8,CHINA - SUPER LEAGUE,21/04/2024,08:00,Henan Songshan Longmen,Qingdao Hainiu,1.95,3.5,4.0,2.03,1.83,1.8,1.95,1.8,1.2489996,0.976,0.3,0.45825756,2.271,0.51282054,0.2857143,0.25,0.49261084,0.5464481,0.33301803,1.5,1.707,1,0.8437
9,ENGLAND - CHAMPIONSHIP,21/04/2024,08:30,Blackburn,Sheffield Wed,2.1,3.6,3.4,1.95,1.9,1.73,2.0,1.3,1.1874342,0.667,0.9,1.3747727,1.376,0.47619048,0.2777778,0.29411766,0.51282054,0.5263158,0.2574094,0.4,2.562,1,0.8
10,SPAIN - LALIGA2,21/04/2024,09:00,Espanyol,Andorra,1.67,3.6,5.5,2.15,1.67,2.1,1.67,1.9,1.1357816,0.687,0.5,0.5,3.0,0.5988024,0.2777778,0.18181819,0.4651163,0.5988024,0.5054065,1.4,1.636,1,1.0
