Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,27/01/2024,05:45,AUSTRALIA - A-LEAGUE,Central Coast Mariners,Brisbane Roar,1.4,5.25,6.0,1.4,1.57,2.25,1.01,1.22,1.13,3.4,1.33
18,27/01/2024,10:00,MALTA - PREMIER LEAGUE,Floriana,Santa Lucia,1.42,4.2,6.9,1.9,2.1,1.57,1.03,1.39,1.29,6.3,1.09
13,27/01/2024,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Linfield,Dungannon,1.42,4.9,5.9,1.42,1.6,2.18,1.02,1.24,1.13,3.15,1.31
17,27/01/2024,12:00,ENGLAND - FA CUP,Leicester,Birmingham,1.45,5.0,6.0,1.57,1.75,2.0,1.03,1.29,1.18,4.33,1.2
15,27/01/2024,12:00,SCOTLAND - CHAMPIONSHIP,Morton,Arbroath,1.53,4.0,5.5,1.73,1.83,1.83,1.04,1.33,1.22,5.0,1.14
14,27/01/2024,12:00,SCOTLAND - LEAGUE ONE,Hamilton,Montrose,1.33,4.5,8.5,1.53,1.83,1.83,1.03,1.25,1.14,4.0,1.22
16,27/01/2024,12:00,SCOTLAND - CHAMPIONSHIP,Dundee Utd,Dunfermline,1.33,4.75,8.0,1.62,2.0,1.73,1.03,1.3,1.2,4.33,1.2
12,27/01/2024,12:00,SCOTLAND - PREMIERSHIP,Celtic,Ross County,1.1,9.5,26.0,1.4,2.5,1.5,1.02,1.2,1.13,3.4,1.33
11,27/01/2024,12:00,ENGLAND - FA CUP,Leeds,Plymouth,1.4,5.5,6.5,1.44,1.67,2.1,1.02,1.22,1.13,3.5,1.29
9,27/01/2024,12:00,ENGLAND - FA CUP,Everton,Luton,1.5,4.2,7.0,1.86,1.95,1.8,1.05,1.36,1.25,6.0,1.13
8,27/01/2024,12:00,SCOTLAND - LEAGUE TWO,Spartans,Clyde,1.62,3.6,5.25,1.75,1.8,1.91,1.04,1.33,1.22,5.0,1.14
10,27/01/2024,12:00,ENGLAND - LEAGUE ONE,Derby,Cheltenham,1.4,5.0,7.0,1.73,1.95,1.8,1.03,1.33,1.22,5.5,1.14
7,27/01/2024,14:00,SWITZERLAND - SUPER LEAGUE,Servette,Yverdon,1.44,4.5,7.0,1.53,1.67,2.1,1.03,1.25,1.14,4.0,1.22
6,27/01/2024,14:30,ITALY - SERIE C,Entella,Vis Pesaro,1.62,3.45,5.9,2.42,2.42,1.5,1.11,1.57,1.5,7.6,1.05
5,27/01/2024,16:45,BELGIUM - JUPILER PRO LEAGUE,Gent,Westerlo,1.4,4.75,6.0,1.53,1.75,2.0,1.02,1.25,1.17,4.0,1.22
4,27/01/2024,17:00,PERU - LIGA 1,Sporting Cristal,ADT Tarma,1.33,4.5,8.5,1.7,2.0,1.73,1.04,1.33,1.22,5.0,1.17
3,27/01/2024,18:00,COLOMBIA - PRIMERA A,Santa Fe,Envigado,1.5,4.2,7.0,2.08,2.2,1.62,1.06,1.44,1.33,8.0,1.08
2,27/01/2024,19:30,PERU - LIGA 1,Sport Huancayo,Sport Boys,1.4,4.2,8.0,1.88,2.0,1.73,1.05,1.36,1.25,6.0,1.13
19,27/01/2024,20:00,MEXICO - LIGA MX,Cruz Azul,Mazatlan FC,1.6,4.2,4.75,1.6,1.67,2.1,1.03,1.29,1.18,4.33,1.2
20,27/01/2024,22:00,MEXICO - LIGA MX,Monterrey,Atl. San Luis,1.57,4.2,5.5,1.73,1.8,1.95,1.04,1.33,1.22,5.5,1.14
