Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ROMANIA - LIGA 2,26/08/2023,05:00,FC Arges,Chindia Targoviste,2.32,3.06,3.11
2,ROMANIA - LIGA 2,26/08/2023,05:00,Ceahlaul,Mioveni,2.42,3.15,2.87
3,ROMANIA - LIGA 2,26/08/2023,05:00,CSC Dumbravita,Viitorul Tg. Jiu,2.01,3.44,3.44
4,ROMANIA - LIGA 2,26/08/2023,05:00,Csikszereda M. Ciuc,CSM Resita,1.89,3.42,3.87
5,ROMANIA - LIGA 2,26/08/2023,05:00,CSM Slatina,Unirea Dej,1.69,3.4,5.18
6,HONG KONG - PREMIER LEAGUE,26/08/2023,05:00,Southern District,HK U23,1.03,12.7,34.0
7,HONG KONG - PREMIER LEAGUE,26/08/2023,05:00,Eastern AA,Tai Po,1.3,5.15,8.65
8,ROMANIA - LIGA 2,26/08/2023,05:00,Unirea Slobozia,Tunari,1.74,3.54,4.5
9,SOUTH KOREA - K LEAGUE 1,26/08/2023,07:00,Daegu,Jeju Utd,2.38,3.4,2.9
10,SOUTH KOREA - K LEAGUE 2,26/08/2023,07:30,Gyeongnam,Seongnam,2.15,3.4,3.0
11,SOUTH KOREA - K LEAGUE 2,26/08/2023,08:00,Bucheon FC 1995,Seoul E-Land,2.15,3.1,3.2
12,CHINA - SUPER LEAGUE,26/08/2023,08:35,Shanghai Shenhua,Chengdu Rongcheng,2.55,3.2,2.88
13,RUSSIA - PREMIER LEAGUE,26/08/2023,09:00,Zenit,Ural,1.55,4.48,6.77
14,NETHERLANDS - TWEEDE DIVISIE,26/08/2023,09:30,Lisse,Excelsior Maassluis,2.22,3.52,2.9
15,FINLAND - YKKONEN,26/08/2023,10:00,KaPa,KPV Kokkola,2.55,3.3,2.7
16,POLAND - EKSTRAKLASA,26/08/2023,10:00,Warta Poznan,Cracovia,2.3,3.2,3.2
17,NORTHERN IRELAND - NIFL CHAMPIONSHIP,26/08/2023,11:00,Newington,Knockbreda,1.53,4.5,4.91
18,SCOTLAND - CHAMPIONSHIP,26/08/2023,11:00,Dunfermline,Raith,2.4,3.4,2.8
