Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ENGLAND - FA CUP,16/09/2023,08:30,Tadcaster,Chester,7.1,4.8,1.35
2,SCOTLAND - PREMIERSHIP,16/09/2023,08:30,St Johnstone,Rangers,12.0,6.5,1.22
3,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,16/09/2023,09:00,Abha,Al Ettifaq,5.0,3.8,1.53
4,POLAND - DIVISION 1,16/09/2023,10:00,Polonia Warszawa,Pruszkow,2.7,3.5,2.25
5,SAN MARINO - CAMPIONATO SAMMARINESE,16/09/2023,10:00,Cailungo,Folgore,2.75,3.45,2.18
6,GEORGIA - CRYSTALBET EROVNULI LIGA,16/09/2023,11:00,Telavi,Dinamo Batumi,6.8,4.35,1.36
7,ENGLAND - FA CUP,16/09/2023,11:00,Worcester,Leek,5.6,4.3,1.47
8,ENGLAND - FA CUP,16/09/2023,11:00,Witham,Hornchurch,5.6,4.45,1.45
9,SCOTLAND - LEAGUE TWO,16/09/2023,11:00,Forfar Athletic,Spartans,2.7,3.5,2.45
10,ENGLAND - FA CUP,16/09/2023,11:00,Southall FC,Hampton & Richmond,4.45,4.15,1.6
11,ENGLAND - FA CUP,16/09/2023,11:00,Cleethorpes,Alfreton,7.2,4.5,1.37
12,ENGLAND - FA CUP,16/09/2023,11:00,Canvey,Braintree,4.1,3.95,1.7
13,ENGLAND - FA CUP,16/09/2023,11:00,Brightlingsea,Billericay,4.65,4.2,1.57
14,ENGLAND - FA CUP,16/09/2023,11:00,Hashtag,Needham Market,2.7,3.45,2.35
15,ENGLAND - FA CUP,16/09/2023,11:00,Lincoln Utd.,Worksop,6.4,4.8,1.38
16,ENGLAND - FA CUP,16/09/2023,11:00,Nantwich,Banbury,5.2,4.1,1.53
17,ENGLAND - FA CUP,16/09/2023,11:00,Leiston,St. Albans,3.7,3.85,1.78
18,AUSTRIA - BUNDESLIGA,16/09/2023,12:00,A. Klagenfurt,LASK,3.8,3.75,1.91
19,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,16/09/2023,12:00,Al Raed,Al Nassr,9.5,5.75,1.22
20,GEORGIA - CRYSTALBET EROVNULI LIGA,16/09/2023,13:00,Gagra,Dila Gori,4.9,3.75,1.57
21,PERU - LIGA 1,16/09/2023,15:00,Dep. Municipal,Cesar Vallejo,2.9,3.75,2.15
22,MONTENEGRO - PRVA CRNOGORSKA LIGA,16/09/2023,15:30,Mornar Bar,Buducnost,3.85,3.15,1.95
23,COSTA RICA - PRIMERA DIVISION,16/09/2023,21:10,AD Santos,Herediano,3.5,3.4,1.91
