,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ROMANIA - LIGA 2,11/11/2023,06:00,Metaloglobus Bucharest,Viitorul Tg. Jiu,2.0,3.15,3.8
2,PORTUGAL - LIGA PORTUGAL 2,11/11/2023,08:00,Nacional,Leiria,2.25,3.5,2.7
3,URUGUAY - PRIMERA DIVISION,11/11/2023,16:30,Nacional,Penarol,2.3,3.2,3.0
4,MOLDOVA - SUPER LIGA,11/11/2023,08:00,Sparta Selemet,Balti,6.0,4.15,1.42
5,SERBIA - PRVA LIGA,11/11/2023,09:00,Radnicki S. Mitrovica,Mladost GAT,2.2,3.0,3.1
6,NORTH MACEDONIA - 1. MFL,11/11/2023,09:00,Shkendija,Tikves,1.42,3.95,7.3
7,UZBEKISTAN - SUPER LEAGUE,11/11/2023,09:00,Navbahor Namangan,Bunyodkor,1.39,4.15,7.8
8,ALBANIA - SUPERLIGA,11/11/2023,09:30,Egnatia,Partizani,2.45,3.15,2.6
9,BULGARIA - PARVA LIGA,11/11/2023,10:15,Pirin Blagoevgrad,CSKA 1948 Sofia,7.0,4.2,1.5
10,AUSTRIA - 2. LIGA,11/11/2023,10:30,Leoben,Dornbirn,1.57,4.05,5.0
11,MOROCCO - BOTOLA PRO,11/11/2023,12:00,Wydad,Youssoufia Berrechid,,,
12,MOROCCO - BOTOLA PRO,11/11/2023,12:00,FUS Rabat,Berkane,2.38,2.8,2.9
13,ENGLAND - LEAGUE ONE,11/11/2023,12:00,Shrewsbury,Reading,2.3,3.4,3.0
14,EGYPT - PREMIER LEAGUE,11/11/2023,12:00,El Gouna,Al Ahly,8.25,4.55,1.33
15,ITALY - SERIE C,11/11/2023,12:15,Triestina,Pro Sesto,1.5,3.75,7.0
16,SLOVENIA - PRVA LIGA,11/11/2023,13:30,Koper,Domzale,1.72,3.75,4.25
17,SENEGAL - LIGUE 1,11/11/2023,13:30,Pikine,Guediawaye,2.67,2.75,2.67
18,SENEGAL - LIGUE 1,11/11/2023,13:30,Jaraaf,Diambars,2.52,2.75,2.87
19,SAN MARINO - CAMPIONATO SAMMARINESE,11/11/2023,14:15,San Marino Academy U22,Tre Fiori,5.95,4.55,1.42
20,NORTHERN IRELAND - NIFL PREMIERSHIP,11/11/2023,14:30,Linfield,Larne,1.88,3.5,3.8
21,PARAGUAY - PRIMERA DIVISION,11/11/2023,20:30,General Caballero JLM,Guairena,2.0,3.25,3.4
