Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,22/09/2023,09:00,THAILAND - THAI LEAGUE 1,Trat FC,Port MTI FC,3.85,3.6,1.85,1.65,1.57,2.27,1.04,1.34,1.21,4.1,1.19
2,22/09/2023,12:30,FINLAND - YKKONEN,SJK Akatemia,TPS,3.4,3.8,2.0,1.53,1.5,2.5,1.02,1.29,1.14,4.0,1.22
3,22/09/2023,12:30,FINLAND - YKKONEN,HIFK,Gnistan,5.25,4.5,1.55,1.6,1.67,2.1,1.03,1.29,1.18,4.33,1.2
4,22/09/2023,13:00,BAHRAIN - PREMIER LEAGUE,Al-Hidd,Al-Muharraq,5.0,4.0,1.6,1.8,1.87,1.83,1.05,1.38,1.27,5.0,1.14
5,22/09/2023,13:00,BAHRAIN - PREMIER LEAGUE,Al-Shabbab,Manama Club,6.3,3.7,1.53,2.15,2.25,1.57,1.08,1.5,1.39,6.5,1.08
6,22/09/2023,14:00,MALTA - PREMIER LEAGUE,Sirens,Mosta,3.5,3.55,1.91,1.8,1.7,1.93,1.02,1.38,1.26,6.1,1.09
7,22/09/2023,14:30,SWITZERLAND - CHALLENGE LEAGUE,Schaffhausen,Sion,4.55,4.1,1.62,1.57,1.62,2.15,1.03,1.31,1.19,3.9,1.21
8,22/09/2023,15:00,ROMANIA - LIGA 1,Din. Bucuresti,Farul Constanta,4.0,3.4,1.83,1.98,1.83,1.83,1.05,1.4,1.29,6.5,1.11
9,22/09/2023,15:45,IRELAND - PREMIER DIVISION,Drogheda,Bohemians,4.2,3.5,1.83,1.75,1.67,2.1,1.04,1.33,1.22,5.5,1.14
10,22/09/2023,15:45,IRELAND - PREMIER DIVISION,Sligo Rovers,Derry City,4.33,3.3,1.85,2.03,1.91,1.91,1.06,1.4,1.3,7.0,1.1
