Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,UZBEKISTAN - SUPER LEAGUE,27/09/2023,10:00,Metallurg Bekabad,Andijan,2.22,3.0,3.25
2,SERBIA - PRVA LIGA,27/09/2023,10:00,OFK Beograd,Tekstilac Odzaci,1.5,3.85,5.4
3,ALBANIA - SUPERLIGA,27/09/2023,10:00,Erzeni,Skenderbeu,2.1,2.87,3.55
4,EGYPT - PREMIER LEAGUE,27/09/2023,10:00,Enppi,El Gaish,2.65,2.7,2.92
5,UZBEKISTAN - SUPER LEAGUE,27/09/2023,11:00,Neftchi Fargona,Buxoro,1.44,3.9,7.4
6,INDIA - ISL,27/09/2023,11:30,Mohun Bagan,Bengaluru FC,1.65,3.6,4.75
7,SERBIA - PRVA LIGA,27/09/2023,12:00,Metalac,Macva,2.05,3.05,3.45
8,SLOVENIA - PRVA LIGA,27/09/2023,12:30,Celje,Aluminij,1.34,5.0,7.6
9,FINLAND - YKKONEN,27/09/2023,12:30,Ekenas,SJK Akatemia,1.25,5.25,9.5
10,MALTA - PREMIER LEAGUE,27/09/2023,13:00,Hamrun,Gudja,1.36,4.3,8.0
11,MONTENEGRO - PRVA CRNOGORSKA LIGA,27/09/2023,13:30,Buducnost,Mladost DG,1.35,4.75,7.2
12,NETHERLANDS - EREDIVISIE,27/09/2023,13:45,PSV,G.A. Eagles,1.17,7.5,17.0
13,CAMEROON - ELITE ONE,27/09/2023,14:00,Fauve Azur Elite,Victoria United,1.93,3.0,4.08
14,SLOVAKIA - NIKE LIGA,27/09/2023,15:30,Trnava,Kosice,1.52,4.0,6.1
15,ITALY - SERIE C,27/09/2023,15:45,Cesena,Spal,1.95,3.35,3.75
16,MOROCCO - BOTOLA PRO,27/09/2023,16:00,FUS Rabat,Hassania Agadir,1.75,3.0,5.0
17,SOUTH AMERICA - COPA SUDAMERICANA,27/09/2023,19:00,LDU Quito (Ecu),Defensa y Justicia (Arg),1.65,3.6,6.0
18,MEXICO - LIGA DE EXPANSION MX,27/09/2023,20:05,Alebrijes Oaxaca,Dorados de Sinaloa,1.5,4.5,5.2
19,USA - MLS,27/09/2023,20:30,Philadelphia Union,FC Dallas,1.73,3.75,5.0
20,SOUTH AMERICA - COPA LIBERTADORES,27/09/2023,21:30,Fluminense (Bra),Internacional (Bra),1.85,3.5,4.33
21,MEXICO - LIGA DE EXPANSION MX,27/09/2023,22:05,Venados,Tepatitlan de Morelos,2.07,3.25,3.45
