Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ROMANIA - LIGA 2,15/04/2024,11:30,Mioveni,Selimbar,2.55,3.05,2.77
2,BULGARIA - PARVA LIGA,15/04/2024,11:30,CSKA 1948 Sofia,Lok. Sofia,1.5,3.6,7.5
3,BAHRAIN - PREMIER LEAGUE,15/04/2024,13:00,Al-Muharraq,Al-Shabbab,1.88,3.7,3.6
4,BAHRAIN - PREMIER LEAGUE,15/04/2024,13:00,Al Riffa,Al-Hala,1.75,3.55,4.45
5,NORWAY - OBOS-LIGAEN,15/04/2024,14:00,Bryne,Levanger,1.85,3.6,3.6
6,NORWAY - OBOS-LIGAEN,15/04/2024,14:00,Moss,Ranheim,2.4,3.75,2.45
7,SPAIN - LALIGA2,15/04/2024,15:30,Alcorcon,Villarreal B,2.2,3.1,3.6
8,PERU - LIGA 1,15/04/2024,17:00,Cajamarca,Los Chankas,1.62,3.8,5.0
9,CHILE - PRIMERA DIVISION,15/04/2024,19:00,Cobresal,Copiapo,1.83,3.75,4.33
10,VENEZUELA - LIGA FUTVE,15/04/2024,20:00,Puerto Cabello,Metropolitanos,1.75,3.35,4.5
11,CHILE - PRIMERA DIVISION,15/04/2024,21:30,Colo Colo,Cobreloa,1.36,4.75,7.5
