Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDIA - I-LEAGUE,27/11/2023,05:30,Delhi FC,Neroca FC,1.45,4.55,5.6
2,SERBIA - PRVA LIGA,27/11/2023,09:00,Radnicki S. Mitrovica,Macva,2.12,2.82,3.5
3,INDONESIA - LIGA 1,27/11/2023,09:00,Borneo,Persis Solo,1.45,4.4,5.7
4,CAMEROON - ELITE ONE,27/11/2023,11:30,Canon Yaounde,Fortuna Mfou,1.62,3.4,5.0
5,GHANA - PREMIER LEAGUE,27/11/2023,12:00,Bechem United,Bibiani Gold Stars,1.34,4.1,8.25
6,IVORY COAST - LIGUE 1,27/11/2023,12:30,Mouna,SO Armee,2.5,2.75,2.87
7,ALBANIA - SUPERLIGA,27/11/2023,13:00,Partizani,Dinamo Tirana,1.45,4.4,5.1
8,SWEDEN - ALLSVENSKAN,27/11/2023,15:00,Brommapojkarna,Utsikten,1.36,5.0,6.0
9,ITALY - SERIE C,27/11/2023,16:45,Benevento,Monterosi,1.4,4.35,7.3
10,ITALY - SERIE C,27/11/2023,16:45,Recanatese,Pineto,2.07,3.15,3.55
11,BOLIVIA - DIVISION PROFESIONAL,27/11/2023,21:00,Oriente Petrolero,Vaca Diez,1.5,4.33,6.5
12,JAMAICA - PREMIER LEAGUE,27/11/2023,21:30,Portmore,Tivoli,1.7,3.5,4.65
