,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No,Odd_Under25,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,SOUTH KOREA - K LEAGUE 2,2024-04-27,02:00,Seoul E-Land,Asan,2.3,3.2,2.9,2.1,1.83,1.83,1.7,1.0,1.2792042,1.2792042,0.40483806,0.3180645,0.7856586,0.5013476,0.12534004,0.25000626,1.0909091,0.8999541,0.8249579,1.7272727,1.2128786,0.70219284,-0.6363636,1.2984415,-2.0404081,0.4101824,0.07638894,0.75054574,1.4876033,0.65996635,1.4132231,1.4824071,0.6363636,1.1499192,1.8070158,0.28451797,0.44144526,1.5515549,0.72579414,0.15243301,0.21002237,0.54545456,0.78202957,1.4337208,1.4545455,1.1570839,0.79549515,-0.90909094,1.3111095,-1.4422206,0.33907232,0.09824147,1.0413224,0.40963453,1.4545455,1.1570839,0.4347826,0.3125,0.3448276,0.47619048,0.5882353,0.5464481,0.5464481,1.3913044,1.2608696,0.71875,0.90625,0.79310346,1.1034483,0.65625,0.53125,0.14211898,0.16363636,0.115384616,0.04918033,0.20754717,0.79310346,0.90625,0.71875,1.0952381,1.3809524,0.65625,1.1475409,8.4,0.364,2.429,-0.10714286,-0.035714287,0.27380952,0.3452381,0.16366342,0.45825756,0.19518001,1.1224972,24.227745,0.56568545,11.309933,1.6491754,1.4692653,1.1224489,0.8909091,1.1224972,0.3,0.9,1.0,0.5936
2,AUSTRALIA - A-LEAGUE,2024-04-27,04:15,Wellington Phoenix,Macarthur FC,1.65,4.2,4.75,1.5,1.53,2.38,2.63,2.3636363,1.06794,0.45182076,0.6208491,0.56124544,0.9039965,0.38909674,0.106673665,0.2741572,1.6363636,1.3666633,0.83518314,0.8181818,1.0285189,1.2570788,0.8181818,1.465865,1.7916129,0.40537652,0.0920918,1.0208701,2.231405,1.0022198,1.1900827,0.70710677,1.6363636,1.2984415,0.793492,1.0673829,0.3866037,0.36219776,0.15042712,0.06543513,0.43499556,1.9090909,0.66804266,0.3499271,1.7272727,1.2856487,0.74432296,0.18181819,1.3360853,7.3484693,0.25822183,0.07580961,3.9917355,0.31949866,3.1404958,0.70710677,0.6060606,0.23809524,0.21052632,0.6666667,0.38022813,0.6535948,0.42016807,2.5454545,2.878788,0.39285713,1.1309524,0.34736842,0.8842105,0.35714287,0.6261905,0.512885,0.43589744,0.484375,0.061452515,0.47368422,0.34736842,1.1309524,0.39285713,1.1,3.1666667,0.35714287,0.98039216,10.6,0.727,2.366,-0.24056605,0.051886793,0.15566038,0.4481132,0.46812326,1.6540354,0.5588146,4.0515428,51.89242,1.5980613,-29.466448,2.0287082,1.2376395,1.6391753,0.6100629,4.0515428,0.55,2.55,1.0,0.9551
3,SOUTH KOREA - K LEAGUE 1,2024-04-27,04:30,Gwangju FC,Suwon FC,2.25,3.0,3.5,2.08,1.8,1.91,1.73,1.7272727,1.4200454,0.8221316,0.47007498,0.35709575,0.759657,0.46377626,0.13890745,0.2995139,1.6363636,1.4316378,0.8748898,0.90909094,1.0833068,1.1916375,0.72727275,1.8136307,2.4937422,0.4675879,0.08118537,1.0519757,1.785124,1.3123347,1.1570247,0.85116965,1.1818181,1.1922616,1.0088367,0.4840479,0.37817815,0.7812825,0.4542298,0.07657686,0.16858616,0.90909094,0.66804266,0.73484695,1.3636364,0.88139635,0.6463573,-0.45454547,1.304791,-2.87054,0.26208514,0.053321693,0.90909094,0.66804266,3.1818182,0.37774128,0.44444445,0.33333334,0.2857143,0.48076922,0.5780347,0.5555556,0.5235602,1.3333334,1.5555556,0.75,1.1666666,0.64285713,0.85714287,0.6933333,0.57666665,0.18760903,0.14285715,0.2173913,0.07692308,0.18110237,0.64285713,1.1666666,0.75,1.0817307,1.6826923,0.6933333,1.1555556,8.75,0.545,2.612,-0.08571429,0.057142857,0.25714287,0.4,0.21570955,0.6291529,0.2446866,1.5411035,20.556046,0.49497473,9.926246,1.6190476,1.3015873,1.2439024,0.8039216,1.5411035,0.5,0.75,1.0,0.7253
4,SOUTH KOREA - K LEAGUE 1,2024-04-27,04:30,Gimcheon Sangmu,Gangwon,2.3,3.0,3.3,2.1,1.83,1.83,1.7,2.5454545,0.9875255,0.38795644,0.6253255,0.3166406,0.50636125,0.32147792,0.1971485,0.61325675,2.4545455,1.3726971,0.559247,0.54545456,0.8907235,1.6329932,1.9090909,1.6211413,0.84916925,0.54389817,0.15031868,1.4992218,2.231405,1.5099669,0.59504133,0.8164966,1.0909091,1.2398347,1.1365151,0.5283978,0.6248106,1.1824626,0.5619633,0.11317676,0.20139527,1.0,1.1281521,1.1281521,1.4545455,1.3726971,0.9437293,-0.45454547,1.5587662,-3.4292855,0.285845,0.068422474,0.75,1.5042028,4.0,0.4991626,0.4347826,0.33333334,0.3030303,0.47619048,0.5882353,0.5464481,0.5464481,1.3043479,1.4347826,0.76666665,1.1,0.6969697,0.90909094,0.7,0.56666666,0.15779673,0.13207547,0.17857143,0.04761905,0.1764706,0.6969697,1.1,0.76666665,1.0952381,1.5714285,0.7,1.1475409,8.6,1.455,2.227,-0.08139535,0.034883723,0.26744187,0.38372093,0.17900935,0.51316017,0.21229564,1.2569805,19.290047,0.56568545,11.309933,1.6073781,1.3438735,1.1960784,0.8360656,1.2569805,0.3,0.7,1.0,0.8402
5,SOUTH KOREA - K LEAGUE 2,2024-04-27,04:30,Busan,Ansan Greeners,1.5,3.8,6.0,1.85,2.0,1.73,1.95,1.5454545,1.3726971,0.88821584,0.3826479,0.37585592,0.98225003,0.553822,0.17605652,0.31789368,1.3636364,1.1499192,0.84327406,1.0909091,1.2398347,1.1365151,0.27272728,1.6564425,6.073622,0.56280357,0.11387692,0.96321994,2.9752066,0.52704626,1.6859504,0.802246,1.3636364,1.2984415,0.95219046,0.88557136,0.6322013,0.71389085,0.31748804,0.09240031,0.29103556,1.5454545,1.1570839,0.7487013,1.5454545,1.233151,0.7979212,0.0,1.3483998,1.0,0.22649257,0.059661645,1.2644628,1.4142135,3.3719008,0.5651942,0.6666667,0.2631579,0.16666667,0.5405405,0.51282054,0.5,0.5780347,2.5333333,4.0,0.39473686,1.5789474,0.25,0.6333333,0.4868421,0.5131579,0.5925403,0.43396226,0.6,0.2244898,0.34513274,0.25,1.5789474,0.39473686,0.8108108,3.2432432,0.4868421,0.925,11.3,0.182,2.671,-0.20353982,0.19469027,0.13274336,0.53097343,0.5973943,2.2501853,0.630323,5.5118055,48.990913,0.14142136,-2.8624053,2.1666667,1.1666666,1.8571428,0.53846157,5.5118055,2.2,2.3,1.0,0.982
6,ROMANIA - LIGA 2,2024-04-27,05:00,Steaua Bucuresti,CSM Slatina,1.72,3.35,4.7,1.85,1.72,1.9,1.85,2.1818182,1.1134044,0.51031035,0.46230885,0.4182033,0.90459716,0.42255583,0.22437431,0.5309933,2.2727273,1.5427784,0.6788225,0.90909094,0.51425946,0.56568545,1.3636364,1.6109132,1.1813363,0.6060078,0.15132536,1.4393675,4.752066,0.73785055,0.24793388,1.8856181,1.0909091,1.2398347,1.1365151,0.45971733,0.41890892,0.9112315,0.49940085,0.09700598,0.19424471,1.0,0.9534626,0.9534626,1.5454545,1.1570839,0.7487013,-0.54545456,1.6713433,-3.0641294,0.2671715,0.088344716,0.72727275,1.3110111,1.1239669,1.5909903,0.5813953,0.29850745,0.21276596,0.5405405,0.5405405,0.5813953,0.5263158,1.9476744,2.7325583,0.51343286,1.4029851,0.36595744,0.71276593,0.5522388,0.5522388,0.43243575,0.32149902,0.46417445,0.16770187,0.28846154,0.36595744,1.4029851,0.51343286,0.9297297,2.5405405,0.5522388,1.0755814,9.77,1.091,2.353,-0.16683726,0.1381781,0.17604913,0.48106447,0.45819575,1.4921908,0.4842702,3.655106,39.180035,0.0,0.0,1.956952,1.2196932,1.6044625,0.6232617,3.655106,1.35,1.63,1.0,0.9675
7,ROMANIA - LIGA 2,2024-04-27,05:00,Viitorul Tg. Jiu,Tunari,2.35,3.1,2.95,1.85,1.6,2.05,1.85,1.3636364,1.2984415,0.95219046,0.4065394,0.38407856,0.94475114,0.52315,0.08863654,0.16942853,0.90909094,0.7925271,0.8717798,1.2727273,0.9620914,0.75592893,-0.36363637,1.3666633,-3.7583241,0.30957696,0.07029247,0.60933393,0.8264463,0.8717798,1.5041323,0.8140773,0.9,1.1357816,1.2619796,0.6228988,0.4394907,0.70555717,0.30616084,0.09113316,0.29766434,1.2,0.7483315,0.62360954,2.3,1.6763054,0.7288285,-1.1,1.9209373,-1.7463067,0.26474732,0.10956865,0.54545456,1.6463293,1.8818182,2.0488179,0.42553192,0.32258064,0.33898306,0.5405405,0.5405405,0.625,0.4878049,1.3191489,1.2553191,0.7580645,0.9516129,0.7966102,1.0508474,0.5967742,0.5967742,0.12463882,0.13761468,0.11320755,0.024793388,0.25252524,0.7966102,0.9516129,0.7580645,1.2702702,1.5945946,0.5967742,1.15625,8.4,0.464,2.434,-0.08928572,-0.017857144,0.2797619,0.35119048,0.14173667,0.3968627,0.22439024,0.9721111,20.556046,0.0,0.0,1.6155788,1.442481,1.12,0.89285713,0.9721111,0.15,0.75,1.0,0.5671
8,ROMANIA - LIGA 2,2024-04-27,05:30,Csikszereda M. Ciuc,Unirea Slobozia,1.7,3.5,4.9,2.3,2.2,1.6,1.57,2.1818182,1.1134044,0.51031035,0.35210195,0.20381139,0.578842,0.45190775,0.15472612,0.3423843,1.2727273,0.6165755,0.48445213,0.54545456,0.6555548,1.2018504,0.72727275,0.86243933,1.1858541,0.4927541,0.08734267,0.8827407,1.5555556,0.5044708,0.6060606,0.5899993,2.090909,1.2398347,0.5929644,0.2593431,0.23832336,0.91895014,0.57055825,0.08296128,0.14540371,0.90909094,0.7925271,0.8717798,0.27272728,0.44536176,1.6329932,0.6363636,0.97912085,1.5386186,0.4431497,0.19485855,0.661157,1.0897248,0.34710744,0.3499271,0.5882353,0.2857143,0.20408164,0.4347826,0.6369427,0.45454547,0.625,2.0588236,2.8823528,0.4857143,1.4,0.3469388,0.71428573,0.6571429,0.4485714,0.45985565,0.34615386,0.4848485,0.16666667,0.20689656,0.3469388,1.4,0.4857143,0.73913044,2.1304348,0.6571429,1.0454545,10.1,0.091,2.353,-0.17821783,0.13861386,0.16831683,0.48514852,0.47648355,1.6041613,0.45619792,3.9293766,41.987213,1.0323759,20.052082,1.9687876,1.2004802,1.64,0.6097561,3.9293766,1.4,1.8,1.0,0.9318
9,AUSTRALIA - A-LEAGUE,2024-04-27,06:45,Melbourne Victory,WS Wanderers,1.83,3.8,4.0,1.5,1.5,2.5,2.63,1.7272727,1.2128786,0.70219284,0.3219237,0.28998363,0.9007837,0.5417243,0.14676481,0.2709216,1.2727273,0.9620914,0.75592893,0.72727275,0.44536176,0.61237246,0.54545456,1.1570839,2.1213202,0.5779093,0.115403175,0.9253183,2.5454545,0.4810457,0.7933884,0.4082483,1.4545455,1.4373989,0.98821175,0.55551034,0.40589362,0.730668,0.44463032,0.10556468,0.23742124,1.3636364,1.06794,0.78315604,1.9090909,1.928473,1.0101526,-0.54545456,2.3496087,-4.3076158,0.3571188,0.0726343,1.4876033,0.978945,3.8181818,0.9642365,0.5464481,0.2631579,0.25,0.6666667,0.38022813,0.6666667,0.4,2.0765028,2.1857924,0.48157895,1.0526316,0.4575,0.95,0.39473686,0.69210523,0.38717553,0.34991118,0.37221268,0.025641026,0.43396226,0.4575,1.0526316,0.48157895,1.22,2.6666667,0.39473686,1.0,9.63,0.273,2.65,-0.20456906,0.020768432,0.19003116,0.41536865,0.37361103,1.1992915,0.46719077,2.937652,44.567043,1.5980613,-29.466448,1.8893442,1.2964481,1.4573236,0.6861895,2.937652,0.2,1.97,1.0,0.875
10,PORTUGAL - LIGA PORTUGAL 2,2024-04-27,07:00,Mafra,Oliveirense,2.3,3.2,2.88,1.98,1.73,2.0,1.88,1.0,1.0444659,1.0444659,0.1869481,0.20230138,1.0821259,0.6984377,0.12742254,0.18243937,0.6363636,0.64282435,1.0101526,1.0,0.9534626,0.9534626,-0.36363637,0.97912085,-2.6925824,0.46083438,0.0739166,0.548599,0.92561984,0.44194174,0.45454547,2.0976176,0.90909094,1.0833068,1.1916375,0.35092866,0.42660692,1.2156514,0.63427126,0.06576181,0.10368089,0.6363636,0.7713892,1.212183,1.0909091,0.8999541,0.8249579,-0.45454547,1.304791,-2.87054,0.22907743,0.04915719,0.8677686,0.56568545,1.785124,0.54997194,0.4347826,0.3125,0.3472222,0.5050505,0.5319149,0.5780347,0.5,1.3913044,1.2521739,0.71875,0.9,0.7986111,1.1111112,0.61875,0.5875,0.14102732,0.16363636,0.11196911,0.05263158,0.23552124,0.7986111,0.9,0.71875,1.1616162,1.4545455,0.61875,1.1445087,8.38,0.091,2.128,-0.10739857,-0.03818616,0.274463,0.3436754,0.16332327,0.45621634,0.21292774,1.1174972,24.227745,0.14142136,2.8624053,1.6515701,1.4764493,1.1186094,0.8939671,1.1174972,0.32,0.9,1.0,0.5549
