Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
2,21/08/2024,15:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Decic,Mornar Bar,1.65,3.35,5.3,2.32,2.22,1.52,1.08,1.5,1.45,10.5,1.01
3,21/08/2024,15:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Sutjeska,Arsenal Tivat,1.6,3.75,5.0,1.85,1.83,1.78,1.02,1.39,1.27,6.0,1.09
4,21/08/2024,15:00,BRAZIL - BRASILEIRO WOMEN,Internacional W,Santos W,1.22,4.7,12.5,1.53,1.85,1.85,17.0,1.37,1.17,3.9,1.2
5,21/08/2024,15:00,PERU - LIGA 1,Grau,Los Chankas,1.57,3.6,5.25,1.85,1.83,1.83,1.05,1.36,1.25,6.0,1.13
6,21/08/2024,19:00,BRAZIL - SERIE B,Mirassol,Botafogo SP,1.57,3.5,7.0,2.5,2.63,1.44,1.11,1.53,1.5,11.0,1.05
7,21/08/2024,19:00,BRAZIL - SERIE B,America MG,Chapecoense-SC,1.5,3.8,7.5,2.15,2.25,1.57,1.08,1.44,1.36,9.0,1.07
8,21/08/2024,20:00,BOLIVIA - DIVISION PROFESIONAL,Nacional Potosi,Royal Pari,1.25,5.5,12.0,1.5,2.0,1.73,1.03,1.25,1.14,3.75,1.25
9,21/08/2024,20:30,USA - USL CHAMPIONSHIP,Tampa Bay,Detroit,1.47,3.95,5.9,1.8,1.91,1.8,1.05,1.37,1.26,4.9,1.14
10,21/08/2024,21:00,BRAZIL - SERIE B,Goias,Brusque,1.62,3.5,6.5,2.35,2.25,1.57,1.1,1.5,1.4,10.0,1.06
1,20/08/2024,22:30,PERU - LIGA 1,Alianza Lima,Cienciano,1.25,5.0,12.0,1.93,2.63,1.44,1.05,1.36,1.29,6.5,1.11
