,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_Under45,FT_Odd_BTTS_No,mean10_gols_feitos_home_ft,mean10_gols_sofridos_home_ft,mean10_gols_feitos_away_ft,mean10_gols_sofridos_away_ft,p_H,p_D,p_A,p_Over,p_under45,CV_HDA,coeficiente10_gols_feitos,coeficiente10_gols_sofridos,prediction_label,prediction_score
1,SWEDEN - SUPERETTAN,18/08/2023,14:00,GAIS,AFC Eskilstuna,1.4,4.2,7.5,1.7,2.1,1.95,1.17,1.8,1.5,0.8,0.8,1.7,0.714,0.238,0.133,0.588,0.855,0.699,0.7,-0.9,1,0.7218
2,SWEDEN - SUPERETTAN,18/08/2023,14:00,Utsikten,Vasteras SK,2.63,3.25,2.45,1.83,2.03,1.67,1.13,2.1,2.3,1.1,1.8,0.9,0.38,0.308,0.408,0.546,0.885,0.115,0.5,0.2,1,0.659
3,BELGIUM - CHALLENGER PRO LEAGUE,18/08/2023,15:00,Dender,Anderlecht U23,1.91,3.4,3.3,1.67,2.15,1.62,1.17,2.2,1.1,1.2,1.3,1.8,0.524,0.294,0.303,0.599,0.855,0.285,-0.2,-0.6,1,0.6786
4,BELGIUM - JUPILER PRO LEAGUE,18/08/2023,15:45,Leuven,Antwerp,4.75,3.8,1.67,1.6,2.3,1.62,1.2,2.2,2.1,1.3,1.4,0.5,0.211,0.263,0.599,0.625,0.833,0.481,0.7,0.8,1,0.5125
5,ARGENTINA - COPA DE LA LIGA PROFESIONAL,18/08/2023,16:30,Defensa y Justicia,Godoy Cruz,2.2,3.2,3.4,2.1,1.7,1.83,1.08,1.83,1.2,0.7,0.9,1.5,0.455,0.312,0.294,0.476,0.926,0.204,0.3,-0.8,1,0.5929
