,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes
1,29/06/2023,08:35,CHINA - SUPER LEAGUE,Shandong Taishan,Changchun Yatai,1.5,4.33,6.5,1.57,1.67
2,29/06/2023,21:00,SOUTH AMERICA - COPA LIBERTADORES,Palmeiras (Bra),Bolivar (Bol),1.14,7.5,23.0,1.5,2.5
