Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
2,03/08/2024,09:00,CHINA - SUPER LEAGUE,Chengdu Rongcheng,Changchun Yatai,1.29,6.0,8.0,1.33,1.67,2.1,1.01,1.2,1.1,3.0,1.36
18,03/08/2024,09:30,AUSTRIA - 2. LIGA,A. Lustenau,Lafnitz,1.65,3.8,4.65,1.7,1.7,2.05,1.04,1.36,1.23,4.4,1.17
17,03/08/2024,10:00,SWEDEN - ALLSVENSKAN,GAIS,Norrkoping,1.7,3.6,5.0,1.67,1.62,2.2,1.04,1.3,1.2,5.0,1.17
16,03/08/2024,10:30,BELARUS - VYSSHAYA LIGA,FC Gomel,Slutsk,1.65,3.88,5.31,1.99,1.97,1.79,1.02,1.41,1.29,6.35,1.07
15,03/08/2024,11:30,RUSSIA - PREMIER LEAGUE,Zenit,FK Rostov,1.38,5.38,9.3,1.77,2.06,1.73,1.01,1.32,1.2,4.7,1.14
14,03/08/2024,12:00,POLAND - DIVISION 1,Wisla Plock,Chrobry Glogow,1.53,4.0,5.25,1.75,1.83,1.83,1.04,1.33,1.22,5.5,1.14
13,03/08/2024,12:30,POLAND - EKSTRAKLASA,Jagiellonia,Stal Mielec,1.42,4.75,6.0,1.57,1.75,2.0,1.03,1.29,1.17,4.33,1.2
12,03/08/2024,12:30,SWEDEN - ALLSVENSKAN,Brommapojkarna,Halmstad,1.62,3.75,5.25,1.67,1.67,2.1,1.04,1.3,1.2,5.0,1.17
19,03/08/2024,14:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dila Gori,Gagra,1.55,3.7,5.2,1.93,2.05,1.73,1.02,1.39,1.31,6.7,1.07
11,03/08/2024,15:00,ROMANIA - LIGA 1,Farul Constanta,Poli Iasi,1.6,3.7,5.0,1.95,1.91,1.8,1.05,1.4,1.29,6.5,1.11
10,03/08/2024,15:00,SERBIA - SUPER LIGA,Mladost,Jedinstvo U.,1.62,3.7,5.2,1.87,1.87,1.85,1.06,1.4,1.29,5.3,1.12
9,03/08/2024,15:30,SLOVAKIA - NIKE LIGA,Slovan Bratislava,Podbrezova,1.36,5.2,7.0,1.37,1.57,2.25,1.02,1.22,1.12,2.92,1.37
8,03/08/2024,18:30,ECUADOR - LIGA PRO,Ind. del Valle,Delfin,1.25,5.25,11.0,1.7,2.25,1.57,1.03,1.3,1.22,5.0,1.17
7,03/08/2024,20:00,PARAGUAY - PRIMERA DIVISION,Olimpia Asuncion,Sportivo Trinidense,1.67,3.4,5.0,2.25,2.2,1.62,1.08,1.5,1.4,10.0,1.06
6,03/08/2024,20:00,COSTA RICA - PRIMERA DIVISION,Saprissa,Liberia,1.42,4.33,6.0,1.53,1.73,2.0,1.03,1.29,1.17,4.0,1.22
5,03/08/2024,20:30,USA - USL CHAMPIONSHIP,Loudoun,Miami FC,1.38,4.55,6.5,1.55,1.8,1.91,1.03,1.29,1.18,3.8,1.22
4,03/08/2024,21:30,USA - USL CHAMPIONSHIP,Memphis,El Paso,1.52,4.0,5.3,1.75,1.85,1.85,1.05,1.34,1.25,4.7,1.15
3,03/08/2024,21:30,BRAZIL - SERIE B,Amazonas,Ituano,1.65,3.5,5.75,2.25,2.1,1.67,1.08,1.44,1.4,10.0,1.06
1,02/08/2024,22:30,PANAMA - LPF,San Francisco,Veraguas,1.55,3.8,5.4,1.85,1.87,1.75,1.05,1.38,1.27,5.54,1.13
20,03/08/2024,22:30,PERU - LIGA 1,Cesar Vallejo,Deportivo Garcilaso,1.7,3.5,5.0,1.95,1.83,1.83,1.06,1.4,1.29,6.5,1.11
