,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,FIJI - PREMIER LEAGUE,10/09/2023,00:00,Navua,Nadroga,1.59,3.94,5.07
2,SPAIN - PRIMERA RFEF,10/09/2023,07:00,SD Logrones,Sestao,2.0,3.0,3.75
3,SPAIN - PRIMERA RFEF,10/09/2023,07:00,R. Sociedad B,Unionistas,2.0,3.1,3.75
4,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,10:00,AD Fafe,Felgueiras,2.88,3.6,2.05
5,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Amora,Vitoria FC Pico,,,
6,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Lusitano GC,Industria,,,
7,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Rebordelo,Os Sandinenses,,,
8,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Padernense,Serpa,,,
9,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Pero Pinheiro,Caldas,3.0,3.5,2.0
10,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Real SC,Olivais e Moscavide,,,
11,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Rebordosa,Lobao,,,
12,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Mondinense,CDC Montalegre,,,
13,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Aliados Lordelo,SC Vianense,,,
14,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Lusitano FCV,Tocha,,,
15,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Alverca,CF Os Gavionenses,,,
16,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Amiense,SB Castelo Branco,,,
17,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Atletico SC,CDR Quarteirense,,,
18,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Castrense,Penedo Gordo,,,
19,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,CD Portosantense,Gondomar,1.95,3.25,3.4
20,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Cf Os Vilanovenses,Pombal,,,
21,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Florgrade,Beira Mar,4.0,3.75,1.67
22,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Fornos de Algodres,Oliveira Hospital,,,
23,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Juv. Evora,Portel,,,
24,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Alqueidao,CD Torres Novas,,,
25,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Salgueiros,FC Foz,,,
26,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Lusitania FC,Regua,,,
27,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,SC Vila Real,Ribeirao,2.7,3.1,2.38
28,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Valadares Gaia,Torre De Moncorvo,,,
29,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Louletano,Imortal,2.0,3.25,3.25
30,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Santarem,Proenca-A-Nova,,,
31,SPAIN - LALIGA2,10/09/2023,11:15,Ferrol,Villarreal B,1.91,3.5,4.2
32,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,12:00,CU Micaelense,GD Alcochetense,,,
33,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,12:30,Anadia,Sanjoanense,1.8,3.2,4.0
34,ITALY - SERIE C,10/09/2023,13:30,AlbinoLeffe,Triestina,3.15,2.9,2.42
35,URUGUAY - PRIMERA DIVISION,10/09/2023,15:30,Plaza Colonia,Danubio,3.2,3.2,2.2
36,ITALY - SERIE C,10/09/2023,15:45,Brindisi,Catania,2.81,3.04,2.5
37,ARGENTINA - PRIMERA NACIONAL,10/09/2023,21:30,Ind. Rivadavia,Brown Adrogue,1.95,3.0,5.0
