Nº,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,IwWpsOMD,20/08/2023,08:30,ESTONIA - MEISTRILIIGA,Kuressaare,Levadia,ROUND 24,7.17,4.55,1.39,1.32,3.1,1.01,11.5,1.21,3.74,1.74,2.07,2.71,1.38,4.9,1.12,1.91,1.85,,,,,10.0,5.5,5.5,8.0,15.0,7.0,6.0,9.0,34.0,18.0,15.0,19.0,101.0,61.0,61.0,76.0,201.0
2,6qxKenI6,20/08/2023,12:00,SERBIA - PRVA LIGA,Radnicki Beograd,Graficar Beograd,ROUND 3,3.66,3.4,1.97,1.42,2.65,,,,,1.9,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,l0enQa49,20/08/2023,12:15,SERBIA - SUPER LIGA,Radnicki 1923,Partizan,ROUND 4,4.71,3.68,1.71,1.4,2.81,1.02,8.8,1.29,3.18,1.98,1.82,3.28,1.27,6.25,1.07,1.86,1.9,,,,,9.5,6.0,7.5,13.0,12.0,7.0,7.5,13.0,23.0,15.0,15.0,26.0,76.0,41.0,51.0,91.0,201.0
4,WIcpNBjA,20/08/2023,12:30,SLOVENIA - PRVA LIGA,Rogaska,Maribor,ROUND 5,6.4,4.75,1.45,1.25,3.7,1.01,17.5,1.14,4.7,1.5,2.35,2.36,1.59,3.84,1.2,1.69,2.11,,,,,12.0,6.5,6.5,8.5,15.0,7.0,6.0,8.5,31.0,15.0,12.0,15.0,91.0,41.0,41.0,46.0,201.0
