,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,07/04/2024,04:00,HK U23,Resources Capital,4.0,4.2,1.65
2,PHILIPPINES - PFL,07/04/2024,04:00,Don Bosco Garelli,Stallion,,,
3,MONGOLIA - PREMIER LEAGUE,07/04/2024,08:15,Khoromkhon,FC Ulaanbaatar,4.05,4.45,1.57
4,PHILIPPINES - PFL,07/04/2024,09:00,Manila Montet,Taguig,,,
5,MOLDOVA - SUPER LIGA,07/04/2024,10:00,Dacia Buiucani,Balti,3.2,3.5,1.95
6,SLOVENIA - PRVA LIGA,07/04/2024,10:00,Bravo,Domzale,1.75,3.5,4.5
7,NORTH MACEDONIA - 1. MFL,07/04/2024,10:00,Voska Sport,Rabotnicki,2.32,3.25,2.85
8,INDIA - I-LEAGUE,07/04/2024,10:30,Neroca FC,Gokulam,8.5,5.7,1.26
9,SERBIA - SUPER LIGA,07/04/2024,11:00,Radnik,Crvena zvezda,25.0,8.25,1.09
10,REPUBLIC OF THE CONGO - LIGUE 1,07/04/2024,11:00,Diables Noirs,Nathalys,,,
11,ANDORRA - PRIMERA DIVISIÓ,07/04/2024,11:00,Esperanca,FC Santa Coloma,38.0,15.0,1.04
12,MALTA - PREMIER LEAGUE,07/04/2024,11:15,Sliema,Hibernians,1.91,3.3,3.8
13,SERBIA - SUPER LIGA,07/04/2024,11:30,Radnicki Nis,Vozdovac,1.82,3.35,4.3
14,BULGARIA - PARVA LIGA,07/04/2024,11:45,Botev Plovdiv,CSKA 1948 Sofia,1.8,3.4,5.0
15,NIGERIA - NPFL,07/04/2024,12:00,Niger Tornadoes,Gombe,1.3,4.2,11.75
16,NIGERIA - NPFL,07/04/2024,12:00,Lobi Stars,Enyimba,1.65,3.25,5.8
17,GHANA - PREMIER LEAGUE,07/04/2024,12:00,Samartex,Medeama,,,
18,NORWAY - OBOS-LIGAEN,07/04/2024,12:00,Lyn,Kongsvinger,2.88,3.6,2.3
19,AUSTRIA - BUNDESLIGA,07/04/2024,12:00,Salzburg,SK Rapid,1.6,4.0,5.75
20,IVORY COAST - LIGUE 1,07/04/2024,12:30,Stade d'Abidjan,Sporting Gagnoa,1.95,3.1,3.65
21,SENEGAL - LIGUE 1,07/04/2024,13:30,Generation F.,Jaraaf,2.62,2.62,2.87
22,SENEGAL - LIGUE 1,07/04/2024,13:30,Mbour,Dakar SC,,,
23,SENEGAL - LIGUE 1,07/04/2024,13:30,Teungueth,Diambars,1.62,2.95,6.6
24,BELGIUM - CHALLENGER PRO LEAGUE,07/04/2024,14:15,Francs Borains,RFC Liege,2.75,3.5,2.45
25,PERU - LIGA 1,07/04/2024,15:00,ADT Tarma,Deportivo Garcilaso,1.73,3.6,4.33
26,QATAR - QSL,07/04/2024,15:30,Al Rayyan,Muaither SC,1.6,4.1,4.65
27,ARGENTINA - PRIMERA NACIONAL,07/04/2024,16:00,Gimnasia Jujuy,Alvarado,1.91,3.0,4.33
28,ARGENTINA - PRIMERA NACIONAL,07/04/2024,17:00,Aldosivi,Gimnasia y Tiro,2.38,2.75,3.1
29,JAMAICA - PREMIER LEAGUE,07/04/2024,17:30,Portmore,Humble Lions,,,
30,JAMAICA - PREMIER LEAGUE,07/04/2024,17:30,Waterhouse,Harbour View,,,
31,JAMAICA - PREMIER LEAGUE,07/04/2024,17:30,Dunbeholden,Vere United,,,
