,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,MEXICO - LIGA DE EXPANSION MX,26/11/2023,00:05,Leones Negros,Atlante,2.3,3.2,3.0,2.15,1.65,1.9,1.8,2.5,1.024695,0.737,1.2,1.2489996,1.097,0.4347826,0.3125,0.33333334,0.4651163,0.6060606,0.14829205,1.3,2.274,1,0.6264
2,AUSTRALIA - A-LEAGUE,26/11/2023,01:00,Brisbane Roar,Perth Glory,1.7,4.33,4.2,1.53,2.4,1.57,2.25,1.5,1.2845232,0.993,0.3,0.45825756,0.962,0.5882353,0.23094688,0.23809524,0.6535948,0.41666666,0.47320038,1.2,1.743,1,0.5059
3,SOUTH KOREA - K LEAGUE 2,26/11/2023,03:00,Seongnam,Ansan Greeners,1.75,4.0,3.75,1.48,2.6,1.5,2.5,0.9,1.1357816,0.734,0.8,1.1661904,0.747,0.5714286,0.25,0.26666668,0.6756757,0.3846154,0.40736672,0.1,2.302,1,0.5108
4,AUSTRALIA - A-LEAGUE,26/11/2023,03:00,Western United,Adelaide United,2.5,3.75,2.5,1.5,2.5,1.44,2.63,1.4,1.356466,0.611,1.3,1.1874342,0.761,0.4,0.26666668,0.4,0.6666667,0.4,0.17677669,0.1,2.544,1,0.5086
5,SOUTH KOREA - K LEAGUE 2,26/11/2023,03:00,Bucheon FC 1995,Jeonnam,2.3,3.3,2.8,1.95,1.85,1.73,2.0,1.9,1.1357816,1.035,1.3,1.4177446,0.776,0.4347826,0.3030303,0.35714287,0.51282054,0.5405405,0.14815053,0.6,2.554,1,0.5797
6,INDONESIA - LIGA 1,26/11/2023,05:00,Persebaya,PSIS Semarang,2.8,3.5,2.22,1.6,2.07,1.5,2.25,2.0,1.264911,0.606,0.8,1.1661904,1.101,0.35714287,0.2857143,0.45045045,0.625,0.4830918,0.18508245,1.2,2.431,1,0.5083
7,INDONESIA - LIGA 1,26/11/2023,05:00,PSS Sleman,Barito Putera,2.52,3.2,2.65,1.88,1.78,1.65,1.98,1.5,1.024695,0.527,0.8,0.8717798,0.768,0.3968254,0.3125,0.3773585,0.5319149,0.56179774,0.09952268,0.7,1.896,1,0.5093
8,INDIA - I-LEAGUE,26/11/2023,05:30,Namdhari,Sreenidi Deccan,5.8,4.15,1.44,1.65,1.98,1.88,1.88,0.5,0.5,1.0,1.4,1.356466,0.933,0.1724138,0.24096386,0.6944444,0.6060606,0.5050505,0.6272497,-0.9,1.856,1,0.5279
9,MALTA - PREMIER LEAGUE,26/11/2023,07:00,Mosta,Gzira,2.5,3.5,2.5,1.78,1.9,1.62,2.02,1.7,1.3453624,0.636,2.0,1.264911,0.986,0.4,0.2857143,0.4,0.56179774,0.5263158,0.14886458,-0.3,2.61,1,0.5068
10,ROMANIA - LIGA 2,26/11/2023,07:00,Hunedoara,Selimbar,1.8,3.25,4.55,2.07,1.7,1.93,1.78,1.75,1.299038,0.634,2.4,0.9165151,1.021,0.5555556,0.30769232,0.21978022,0.4830918,0.5882353,0.39381143,-0.65,2.216,1,0.8477
11,BELARUS - VYSSHAYA LIGA,26/11/2023,07:00,Belshina,Din. Minsk,21.0,9.2,1.1,1.31,3.04,2.23,1.62,0.7,1.1874342,1.079,2.0,1.264911,0.853,0.04761905,0.10869565,0.90909094,0.7633588,0.32894737,1.1052091,-1.3,2.452,1,0.9666
12,SPAIN - PRIMERA RFEF,26/11/2023,08:00,San Fernando,Melilla,1.75,3.3,4.75,2.38,1.53,2.25,1.57,1.8,1.2489996,0.855,1.2,1.2489996,1.53,0.5714286,0.3030303,0.21052632,0.42016807,0.6535948,0.42321193,0.6,2.498,1,0.5577
13,SPAIN - PRIMERA RFEF,26/11/2023,08:00,Cornella,Barcelona B,3.1,3.3,2.15,2.38,1.53,2.2,1.62,1.6,1.2,1.038,1.1,1.3,1.075,0.32258064,0.3030303,0.4651163,0.42016807,0.6535948,0.19869931,0.5,2.5,1,0.6572
14,SPAIN - PRIMERA RFEF,26/11/2023,08:00,Granada CF B,Baleares,2.0,3.1,3.5,2.5,1.5,2.38,1.53,1.6,1.2,0.605,0.8,1.1661904,1.315,0.5,0.32258064,0.2857143,0.4,0.6666667,0.25321186,0.8,2.366,1,0.6406
15,RUSSIA - PREMIER LEAGUE,26/11/2023,08:00,Ural,Krasnodar,3.55,3.55,2.21,2.14,1.82,1.84,1.92,1.5,1.2845232,0.97,1.4,1.1135529,0.737,0.28169015,0.28169015,0.4524887,0.46728972,0.5494506,0.23777242,0.1,2.398,1,0.8146
