Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,19/05/2024,07:00,PORTUGAL - LIGA PORTUGAL 2,AVS,Tondela,1.42,4.5,5.5,1.73,1.91,1.8,1.03,1.33,1.22,5.5,1.14
20,19/05/2024,09:00,SPAIN - LALIGA2,Eibar,FC Cartagena SAD,1.33,4.75,8.5,1.83,2.2,1.62,1.04,1.36,1.25,6.0,1.13
19,19/05/2024,09:30,NETHERLANDS - EREDIVISIE,AZ Alkmaar,Utrecht,1.42,4.75,7.0,1.53,1.75,2.0,1.02,1.25,1.17,4.0,1.22
18,19/05/2024,12:00,ENGLAND - PREMIER LEAGUE,Arsenal,Everton,1.14,9.0,13.0,1.36,2.1,1.67,1.01,1.2,1.11,3.2,1.36
17,19/05/2024,12:00,AUSTRIA - BUNDESLIGA,Sturm Graz,A. Klagenfurt,1.3,5.75,8.0,1.5,1.91,1.91,1.02,1.25,1.14,3.75,1.25
16,19/05/2024,12:30,PORTUGAL - LIGA PORTUGAL 2,Santa Clara,Leiria,1.48,3.9,5.5,2.1,2.2,1.62,1.07,1.44,1.33,8.0,1.08
15,19/05/2024,12:30,SLOVENIA - PRVA LIGA,O. Ljubljana,Bravo,1.6,4.0,5.0,1.78,1.83,1.87,1.05,1.37,1.26,4.85,1.14
13,19/05/2024,13:00,SPAIN - SEGUNDA RFEF,Numancia,Utebo FC,1.72,3.3,4.8,2.05,1.98,1.65,1.04,1.47,1.36,7.75,1.05
11,19/05/2024,13:00,BAHRAIN - PREMIER LEAGUE,Al-Hidd,Al-Najma,1.53,4.21,5.26,1.52,1.61,2.25,1.01,1.25,1.16,4.0,1.2
14,19/05/2024,13:00,SPAIN - SEGUNDA RFEF,UD Logrones,Guijuelo,1.7,3.4,4.9,2.12,2.05,1.6,1.05,1.47,1.39,8.65,1.04
10,19/05/2024,13:00,BAHRAIN - PREMIER LEAGUE,Al-Shabbab,Busaiteen,1.57,3.95,5.3,1.88,1.95,1.75,1.06,1.4,1.29,5.3,1.12
12,19/05/2024,13:00,SPAIN - SEGUNDA RFEF,Pontevedra,Zaragoza B,1.47,4.0,6.3,1.93,2.1,1.57,1.02,1.42,1.32,6.63,1.08
9,19/05/2024,15:00,PERU - LIGA 1,ADT Tarma,Comerciantes Unidos,1.5,4.0,6.0,1.65,1.72,2.0,1.04,1.34,1.21,4.15,1.19
8,19/05/2024,16:00,ARGENTINA - PRIMERA NACIONAL,San Martin S.J.,All Boys,1.67,3.6,5.25,2.7,2.63,1.44,1.13,1.62,1.57,13.0,1.04
7,19/05/2024,16:00,BRAZIL - SERIE A,Fluminense,Juventude,1.44,4.2,7.5,1.95,2.1,1.67,1.06,1.4,1.3,6.5,1.11
6,19/05/2024,16:00,BRAZIL - SERIE B,Mirassol,Ituano,1.5,3.8,7.5,2.08,2.2,1.62,1.07,1.44,1.33,8.0,1.08
5,19/05/2024,18:30,CHILE - PRIMERA DIVISION,Colo Colo,Palestino,1.6,4.0,5.25,1.88,1.83,1.83,1.05,1.36,1.25,6.0,1.13
4,19/05/2024,18:30,VENEZUELA - LIGA FUTVE,Carabobo,Angostura,1.55,3.55,6.1,2.0,2.02,1.62,1.03,1.45,1.35,6.95,1.05
3,19/05/2024,18:30,BOLIVIA - DIVISION PROFESIONAL,Bolivar,Tomayapo,1.22,6.0,13.0,1.44,1.91,1.8,1.03,1.22,1.13,3.5,1.29
2,19/05/2024,20:00,COSTA RICA - PRIMERA DIVISION,Saprissa,San Carlos,1.5,4.0,5.0,1.6,1.67,2.1,1.03,1.29,1.18,4.33,1.2
21,19/05/2024,22:00,COLOMBIA - PRIMERA A,Millonarios,Bucaramanga,1.7,3.4,5.5,2.08,2.0,1.73,1.07,1.44,1.33,8.0,1.08
22,19/05/2024,22:00,PERU - LIGA 1,Alianza Lima,Deportivo Garcilaso,1.29,5.0,9.5,1.7,2.2,1.62,1.03,1.33,1.22,5.0,1.17
