,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,22/12/2023,05:30,BANGLADESH - PREMIER LEAGUE,Abahani Limited,Rahmatgonj MFS,1.35,4.55,6.8,1.5,1.87,1.89,1.02,1.24,1.14,3.84,1.2
2,22/12/2023,05:45,AUSTRALIA - A-LEAGUE,Adelaide United,Newcastle Jets,1.8,4.2,3.8,1.4,1.4,2.75,1.02,1.22,1.11,3.4,1.33
3,22/12/2023,10:30,INDIA - I-LEAGUE,Rajasthan United,TRAU FC,1.55,4.1,5.0,1.45,1.52,2.22,1.01,1.21,1.12,3.25,1.25
4,22/12/2023,12:00,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,Al Hazem,Al Ahli SC,5.75,5.0,1.36,1.53,1.8,1.91,1.02,1.25,1.17,4.0,1.22
5,22/12/2023,16:00,ENGLAND - LEAGUE TWO,Forest Green,Gillingham,2.8,3.5,2.45,2.03,1.8,1.91,1.05,1.4,1.3,7.0,1.1
6,22/12/2023,16:45,ENGLAND - LEAGUE TWO,Doncaster,Bradford City,3.0,3.2,2.45,2.05,1.73,2.0,1.06,1.4,1.3,7.0,1.1
7,22/12/2023,16:45,SCOTLAND - CHAMPIONSHIP,Queen's Park,Dundee Utd,5.25,4.2,1.55,1.6,1.67,2.1,1.03,1.29,1.17,4.33,1.2
8,22/12/2023,16:45,ENGLAND - LEAGUE TWO,Crewe,Barrow,2.38,3.4,2.9,1.88,1.67,2.1,1.05,1.36,1.25,6.0,1.13
9,22/12/2023,16:45,NORTHERN IRELAND - NIFL CHAMPIONSHIP,H&W Welders,Newington,2.02,3.85,2.95,1.47,1.45,2.4,1.01,1.23,1.13,3.3,1.24
10,22/12/2023,16:45,NORTHERN IRELAND - NIFL PREMIERSHIP,Larne,Loughgall,1.18,5.9,15.5,1.52,2.22,1.6,1.03,1.29,1.16,3.65,1.24
11,22/12/2023,17:45,PORTUGAL - LIGA PORTUGAL 2,Os Belenenses,Santa Clara,4.33,3.6,1.75,2.15,2.0,1.73,1.06,1.44,1.36,9.0,1.07
