,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,INDIA - I-LEAGUE,18/03/2024,10:30,Inter Kashi,Aizawl,1.85,3.75,3.5,1.55,1.52,2.22
2,ROMANIA - LIGA 1,18/03/2024,12:30,UTA Arad,FC Voluntari,1.85,3.1,4.2,2.15,1.91,1.8
3,ROMANIA - LIGA 1,18/03/2024,15:30,Petrolul,U Craiova 1948,2.1,3.2,3.3,2.15,1.91,1.8
4,SPAIN - LALIGA2,18/03/2024,16:30,Andorra,Amorebieta,1.8,3.2,5.25,2.5,2.25,1.57
5,PORTUGAL - LIGA PORTUGAL 2,18/03/2024,17:15,Vilaverdense,Os Belenenses,2.38,3.1,2.88,2.03,1.8,1.91
6,ARGENTINA - PRIMERA NACIONAL,18/03/2024,18:30,Gimnasia Mendoza,Atletico Atlanta,2.25,2.88,3.8,2.88,2.25,1.57
7,ARGENTINA - PRIMERA NACIONAL,18/03/2024,18:45,Nueva Chicago,Defensores Unidos,1.95,2.9,5.25,3.1,2.63,1.44
8,ARGENTINA - COPA DE LA LIGA PROFESIONAL,18/03/2024,21:15,Union de Santa Fe,Central Cordoba,1.8,3.4,5.0,2.5,2.25,1.57
9,ARGENTINA - PRIMERA NACIONAL,18/03/2024,21:45,Agropecuario,Ferro,1.95,3.0,4.75,2.6,2.2,1.62
