,Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
1,8Ovmw1s2,20/08/2023,07:30,HONG KONG - PREMIER LEAGUE,Hong Kong Rangers,Lee Man Warriors,ROUND 1,3.95,3.78,1.78,1.31,3.15,1.01,11.8,1.19,4.0,1.69,2.14,2.6,1.41,5.5,1.12,1.62,2.24,,,,,10.0,6.5,7.5,12.0,11.0,6.0,6.5,10.0,20.0,11.0,10.0,17.0,46.0,26.0,31.0,41.0,201.0
2,6HgFKuts,20/08/2023,10:00,ARMENIA - PREMIER LEAGUE,West Armenia,Ararat-Armenia,ROUND 4,12.6,6.85,1.17,1.26,3.48,1.01,21.0,1.12,5.05,1.43,2.54,2.13,1.7,3.28,1.27,2.28,1.6,,,,,18.0,6.5,5.0,5.5,36.0,11.0,7.5,8.0,91.0,36.0,23.0,23.0,201.0,151.0,126.0,101.0,201.0
3,ARmykMRP,20/08/2023,12:30,POLAND - EKSTRAKLASA,Slask Wroclaw,Lech Poznan,ROUND 5,4.2,3.6,1.83,1.36,3.0,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,1.75,2.0,4.0,1.23,2.03,1.83,11.0,7.5,9.0,15.0,13.0,7.0,8.5,15.0,21.0,15.0,15.0,23.0,41.0,34.0,41.0,51.0,201.0
4,OKKJRCKc,20/08/2023,14:15,BELGIUM - CHALLENGER PRO LEAGUE,St. Liege U23,RFC Liege,ROUND 2,3.0,3.75,1.91,1.33,3.25,1.03,15.0,1.22,4.0,1.7,2.1,2.75,1.4,5.0,1.17,1.62,2.2,3.0,1.38,1.8,2.0,15.0,9.0,11.0,17.0,12.0,8.0,9.0,15.0,19.0,11.0,15.0,23.0,34.0,23.0,29.0,41.0,151.0
