,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,03/08/2023,12:55,SERBIA - SUPER LIGA,Radnicki Nis,TSC,2.95,3.08,2.46,2.11,1.79,1.98
2,03/08/2023,21:00,SOUTH AMERICA - COPA SUDAMERICANA,Nublense (Chi),LDU Quito (Ecu),2.8,3.4,2.5,2.15,1.91,1.8
