Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,PHILIPPINES - PFL,14/04/2024,04:00,Manila Digger,Maharlika,2.63,3.6,2.2
2,ITALY - SERIE C,14/04/2024,09:00,Giana Erminio,Triestina,3.0,3.0,2.25
3,MONTENEGRO - PRVA CRNOGORSKA LIGA,14/04/2024,09:00,Arsenal Tivat,Sutjeska,3.65,3.25,1.98
4,ALBANIA - SUPERLIGA,14/04/2024,10:00,Egnatia,Partizani,2.62,3.15,2.42
5,POLAND - DIVISION 1,14/04/2024,10:00,Pruszkow,Tychy,2.6,3.2,2.55
6,ANDORRA - PRIMERA DIVISIÓ,14/04/2024,11:00,Pas de la Casa,Inter Escaldes,9.75,5.4,1.21
7,BULGARIA - PARVA LIGA,14/04/2024,11:00,Etar,Krumovgrad,4.0,3.3,2.0
8,SPAIN - LALIGA2,14/04/2024,13:30,Zaragoza,Elche,3.1,2.88,2.63
9,ITALY - SERIE C,14/04/2024,15:45,Vis Pesaro,Perugia,2.9,2.92,2.37
10,VENEZUELA - LIGA FUTVE,14/04/2024,16:00,Rayo Zuliano,La Guaira,3.0,3.1,2.3
11,BOLIVIA - DIVISION PROFESIONAL,14/04/2024,18:30,GV San Jose,The Strongest,2.6,3.5,2.3
