,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-05-10,21:00:00,BOLIVIA - DIVISION PROFESIONAL,Tomayapo,GV San Jose,2.08,3.7,3.9,16.5,1.2287436
2,2024-05-10,21:15:00,ARGENTINA - LIGA PROFESIONAL,Argentinos Jrs,Rosario Central,1.98,5.0,3.25,12.0,1.228446
3,2024-05-10,21:15:00,ARGENTINA - LIGA PROFESIONAL,Newells Old Boys,Platense,2.02,4.9,3.2,12.0,1.2284449
4,2024-05-10,21:30:00,BRAZIL - SERIE B,CRB,Chapecoense-SC,1.87,5.4,3.45,15.0,1.2285918
5,2024-05-10,21:30:00,BRAZIL - SERIE B,Goias,Ituano,1.4,11.5,4.9,29.0,1.2285919
