,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,FINLAND - VEIKKAUSLIIGA,31/05/2024,12:00,SJK,Mariehamn,1.45,4.2,5.5,1.7,2.1,1.91,1.91,1.1,1.3,0.708,0.8,1.1661904,0.61,0.6896552,0.23809524,0.18181819,0.5882353,0.47619048,0.6145528,0.3,2.466,1,0.5145
2,FINLAND - VEIKKAUSLIIGA,31/05/2024,12:00,Ilves,KuPS,2.15,3.3,2.88,2.0,1.85,1.8,1.95,1.4,1.356466,1.039,1.8,0.9797959,0.609,0.4651163,0.3030303,0.3472222,0.5,0.5405405,0.18401162,-0.4,2.336,1,0.5025
3,FINLAND - VEIKKAUSLIIGA,31/05/2024,12:00,Inter Turku,Haka,2.15,3.6,2.7,1.62,2.25,1.57,2.25,1.2,1.2489996,0.426,1.1,1.3,0.879,0.4651163,0.2777778,0.37037036,0.61728394,0.44444445,0.2061028,0.1,2.549,1,0.5041
4,BULGARIA - PARVA LIGA,31/05/2024,14:00,CSKA Sofia,CSKA 1948 Sofia,1.7,3.4,5.75,2.15,1.67,2.1,1.67,1.9,1.3747727,0.859,1.1,1.0440307,1.148,0.5882353,0.29411766,0.17391305,0.4651163,0.5988024,0.49431455,0.8,2.419,1,0.5138
5,NORWAY - OBOS-LIGAEN,31/05/2024,14:00,Lyn,Mjondalen,1.7,3.8,4.5,1.6,2.3,1.62,2.2,1.5,1.118034,0.56,0.6,0.9165151,1.128,0.5882353,0.2631579,0.22222222,0.625,0.4347826,0.45755666,0.9,2.035,1,0.9098
6,ARGENTINA - PRIMERA NACIONAL,31/05/2024,15:00,Arsenal Sarandi,Racing Cordoba,2.15,3.1,3.6,2.88,1.4,2.38,1.53,1.9,1.1357816,0.852,1.0,1.0954452,1.133,0.4651163,0.32258064,0.2777778,0.3472222,0.71428573,0.22489834,0.9,2.231,1,0.8
7,IRELAND - PREMIER DIVISION,31/05/2024,15:45,Shelbourne,Sligo Rovers,1.6,3.7,5.5,2.35,1.57,2.25,1.57,2.1,1.1357816,0.825,0.8,1.1661904,1.153,0.625,0.27027026,0.18181819,0.42553192,0.6369427,0.53339595,1.3,2.302,1,0.8539
8,BRAZIL - SERIE B,31/05/2024,19:00,Ceara,Coritiba,2.1,3.2,3.7,2.25,1.62,2.0,1.73,1.5,1.2845232,0.803,1.0,1.3416408,0.961,0.47619048,0.3125,0.27027026,0.44444445,0.61728394,0.25158882,0.5,2.626,1,0.7399
9,COLOMBIA - PRIMERA A,31/05/2024,19:00,La Equidad,Once Caldas,2.0,3.6,3.7,2.0,1.85,1.8,1.91,1.7,1.3453624,0.859,1.3,1.1874342,0.943,0.5,0.2777778,0.27027026,0.5,0.5405405,0.30505332,0.4,2.533,1,0.8
10,ARGENTINA - PRIMERA NACIONAL,31/05/2024,21:10,Colon Santa Fe,Atl. Rafaela,1.5,4.33,6.0,2.15,1.67,2.38,1.53,2.6,0.8,0.815,0.6,0.9165151,1.031,0.6666667,0.23094688,0.16666667,0.4651163,0.5988024,0.62607664,2.0,1.717,1,1.0
11,BRAZIL - SERIE B,31/05/2024,21:30,Goias,Sport Recife,2.1,3.1,3.75,2.1,1.7,1.83,1.83,1.6,1.4282857,1.077,1.4,1.356466,0.688,0.47619048,0.32258064,0.26666668,0.47619048,0.5882353,0.24942712,0.2,2.785,1,0.7315
