,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,ARGENTINA - PRIMERA NACIONAL,2024-03-25,15:00,Chacarita Juniors,San Martin T.,2.05,3.0,4.2,2.88,2.38,1.53
2,ARGENTINA - PRIMERA NACIONAL,2024-03-25,16:00,Almirante Brown,Gimnasia Mendoza,2.25,3.0,3.6,2.7,2.25,1.57
3,ITALY - SERIE C,2024-03-25,16:30,Crotone,Casertana,1.93,3.25,4.0,2.15,1.93,1.78
4,SPAIN - LALIGA2,2024-03-25,16:30,Albacete,Ferrol,1.95,3.2,4.33,2.35,2.1,1.67
5,COLOMBIA - PRIMERA A,2024-03-25,18:00,Once Caldas,Alianza,1.85,3.6,4.33,2.15,2.0,1.73
6,ARGENTINA - PRIMERA NACIONAL,2024-03-25,19:00,Ferro,All Boys,2.0,3.2,4.2,2.7,2.25,1.57
7,ARGENTINA - PRIMERA NACIONAL,2024-03-25,20:30,Club A. Guemes,Racing Cordoba,2.55,2.88,3.2,2.7,2.2,1.62
8,ARGENTINA - PRIMERA NACIONAL,2024-03-25,21:00,Estudiantes Rio Cuarto,CA Mitre,2.3,2.9,3.75,3.1,2.5,1.5
