Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,03/12/2023,03:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,Melbourne City,4.0,3.8,1.85,1.53,1.53,2.38,1.03,1.29,1.17,4.0,1.25
20,03/12/2023,07:00,VIETNAM - V.LEAGUE 1,Hong Linh Ha Tinh,Nam Dinh,3.85,3.45,1.85,1.95,1.8,1.8,1.02,1.42,1.31,6.4,1.07
19,03/12/2023,08:00,SPAIN - PRIMERA RFEF,Melilla,Cordoba,5.25,3.6,1.55,2.2,2.25,1.57,1.07,1.44,1.4,7.5,1.07
18,03/12/2023,08:00,THAILAND - THAI LEAGUE 1,Muang Thong Utd,Buriram,3.9,3.65,1.82,1.65,1.6,2.2,1.04,1.33,1.21,4.25,1.19
17,03/12/2023,08:30,AUSTRIA - 2. LIGA,Dornbirn,Liefering,3.5,3.75,1.88,1.55,1.53,2.35,1.03,1.3,1.18,3.85,1.22
16,03/12/2023,09:00,THAILAND - THAI LEAGUE 1,Prachuap,Bangkok Utd,3.85,3.65,1.83,1.75,1.65,2.1,1.05,1.36,1.24,4.65,1.16
15,03/12/2023,09:15,VIETNAM - V.LEAGUE 1,Ho Chi Minh,Viettel,3.95,3.35,1.85,2.18,2.02,1.62,1.05,1.47,1.4,8.4,1.03
14,03/12/2023,10:00,ITALY - SERIE C,Novara,L.R. Vicenza,4.9,3.45,1.7,2.3,2.2,1.6,1.09,1.53,1.44,7.1,1.07
13,03/12/2023,10:00,ITALY - SERIE C,Fermana,Torres,7.0,3.5,1.53,2.32,2.37,1.52,1.1,1.57,1.45,7.1,1.06
12,03/12/2023,10:00,ITALY - SERIE C,Olbia,Perugia,4.2,3.2,1.9,2.32,2.1,1.65,1.1,1.55,1.45,7.2,1.06
11,03/12/2023,10:15,SWITZERLAND - CHALLENGE LEAGUE,Baden,Aarau,3.45,3.95,1.85,1.55,1.55,2.32,1.03,1.29,1.18,3.8,1.22
10,03/12/2023,10:30,AUSTRIA - BUNDESLIGA,BW Linz,Sturm Graz,4.5,3.75,1.8,1.95,1.8,1.95,1.05,1.4,1.29,6.5,1.11
9,03/12/2023,10:30,ENGLAND - FA CUP,Eastleigh,Reading,3.6,3.5,2.0,1.73,1.62,2.2,1.04,1.33,1.22,5.0,1.17
8,03/12/2023,10:30,NETHERLANDS - EREDIVISIE,G.A. Eagles,Twente,3.8,4.0,1.83,1.7,1.67,2.1,1.03,1.33,1.22,5.0,1.17
7,03/12/2023,10:30,RUSSIA - PREMIER LEAGUE,Lokomotiv Moscow,Zenit,3.89,3.89,2.0,1.8,1.64,2.2,1.01,1.33,1.2,4.85,1.13
6,03/12/2023,11:00,ENGLAND - PREMIER LEAGUE,Bournemouth,Aston Villa,3.6,4.0,1.91,1.57,1.53,2.38,1.03,1.29,1.17,4.33,1.22
5,03/12/2023,11:00,ENGLAND - FA CUP,Aldershot,Stockport County,4.75,4.2,1.67,1.6,1.62,2.2,1.03,1.29,1.18,4.33,1.2
4,03/12/2023,11:00,CROATIA - HNL,Rudes,Lok. Zagreb,5.25,3.5,1.65,1.83,1.8,1.91,1.05,1.36,1.25,5.5,1.14
3,03/12/2023,12:00,SPAIN - PRIMERA RFEF,SD Logrones,Celta Vigo B,3.6,3.1,1.95,2.38,2.1,1.67,1.08,1.53,1.44,8.5,1.05
2,03/12/2023,12:45,NETHERLANDS - EREDIVISIE,Utrecht,AZ Alkmaar,4.0,3.75,1.83,1.83,1.75,2.0,1.04,1.36,1.25,6.0,1.13
21,03/12/2023,14:00,COSTA RICA - PRIMERA DIVISION,Cartagines,Saprissa,3.6,3.5,1.85,1.7,1.62,2.2,1.04,1.33,1.22,5.0,1.17
22,03/12/2023,17:00,JAMAICA - PREMIER LEAGUE,Montego Bay,Portmore,4.75,3.15,1.78,2.2,2.02,1.62,1.06,1.52,1.42,9.0,1.03
