,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2026-03-12,19:00:00,BRAZIL - SERIE A,Remo,Fluminense,4.2,1.98,3.8,9.2,1.254151
2,2026-03-12,19:30:00,BRAZIL - SERIE A,Vasco,Palmeiras,3.05,2.56,3.45,10.0,1.2541506
3,2026-03-12,20:00:00,BRAZIL - SERIE A,Sao Paulo,Chapecoense-SC,1.42,9.4,5.1,30.0,1.2541504
4,2026-03-12,21:30:00,BRAZIL - SERIE A,Gremio,Red Bull Bragantino,2.24,3.55,3.55,13.0,1.2541533
