,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,Media_Ptos_H,DP_Ptos_H,CV_Ptos_H,Media_VG_H,DP_VG_H,CV_VG_H,Media_CG_H,DP_CG_H,CV_CG_H,Media_GM_H,DP_GM_H,CV_GM_H,Media_GS_H,DP_GS_H,CV_GS_H,Media_SG_H,DP_SG_H,CV_SG_H,Media_p_H,DP_p_H,Media_CG_H_02,GM_H_XP,CV_GM_H_XP,GS_H_XP,CV_GS_H_XP,Media_Ptos_A,DP_Ptos_A,CV_Ptos_A,Media_VG_A,DP_VG_A,CV_VG_A,Media_CG_A,DP_CG_A,CV_CG_A,Media_GM_A,DP_GM_A,CV_GM_A,Media_GS_A,DP_GS_A,CV_GS_A,Media_SG_A,DP_SG_A,CV_SG_A,Media_p_A,DP_p_A,GM_A_XP,CV_GM_A_XP,GS_A_XP,CV_GS_A_XP,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,coeficiente_pontos,cv_pontos,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,XPT_H,XPT_A,XPT_H/A,XPT_A/H,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
1,SOUTH KOREA - K LEAGUE 2,2024-06-05,02:00,Cheonan City,Ansan Greeners,1.91,3.3,3.6,1.93,1.88,1.73,2.0,1.0,1.0444659,1.0444659,0.52759665,0.47363806,0.8977276,0.4636428,0.12649068,0.27281925,1.0909091,0.8999541,0.8249579,1.3636364,1.2984415,0.95219046,-0.27272728,1.1354542,-4.163332,0.32318607,0.06427112,0.7070476,1.4876033,0.65996635,1.1157025,1.586984,1.0909091,1.2398347,1.1365151,0.8937981,0.62831163,0.7029681,0.3108806,0.08652968,0.27833733,1.5454545,1.1570839,0.7487013,1.7272727,1.1354542,0.6573682,-0.18181819,1.3360853,-7.3484693,0.21988514,0.059258465,1.8264463,0.9790709,2.355372,0.8326664,0.5235602,0.3030303,0.2777778,0.5181347,0.5319149,0.5780347,0.5,1.7277486,1.8848168,0.57878786,1.0909091,0.53055555,0.9166667,0.58484846,0.56969696,0.29988176,0.26679462,0.30671507,0.04347826,0.26195028,0.53055555,1.0909091,0.57878786,0.9896373,1.8652849,0.58484846,1.1156069,8.81,-0.091,2.284,-0.15777525,0.03405221,0.2167991,0.40862656,0.30704322,0.9016836,0.33215395,2.2086647,34.7993,0.07071068,1.4320962,1.8484584,1.3568935,1.3622723,0.7340677,2.2086647,0.3,1.39,1,0.7544
2,SOUTH KOREA - K LEAGUE 2,2024-06-05,04:30,Seoul E-Land,Cheongju,1.95,3.3,3.5,2.08,1.73,1.83,1.83,1.1818181,1.4024771,1.1867114,0.55146563,0.4443429,0.80574906,0.418703,0.1374614,0.32830286,1.5454545,1.3726971,0.88821584,1.7272727,1.2128786,0.70219284,-0.18181819,2.0810041,-11.445523,0.4169385,0.07672661,0.9811965,2.5289257,0.83887047,0.6280992,3.335416,1.4545455,1.233151,0.84779125,0.4400574,0.3198981,0.7269463,0.46620265,0.103207335,0.2213787,1.0,0.73854893,0.73854893,1.2727273,1.354515,1.0642618,-0.27272728,1.4200454,-5.206833,0.3211894,0.09169475,1.6363636,0.45133546,1.7355372,0.993311,0.51282054,0.3030303,0.2857143,0.48076922,0.5780347,0.5464481,0.5464481,1.6923077,1.7948718,0.59090906,1.060606,0.55714285,0.94285715,0.630303,0.5242424,0.28110868,0.25714287,0.28440368,0.029411765,0.2267658,0.55714285,1.060606,0.59090906,0.9375,1.6826923,0.630303,1.136612,8.75,-0.273,2.636,-0.15428571,0.022857143,0.22285715,0.4,0.28906605,0.8431093,0.297521,2.0651877,34.01935,0.49497473,9.926246,1.8241758,1.3699634,1.3315508,0.75100404,2.0651877,0.2,1.35,1,0.7444
3,SOUTH KOREA - K LEAGUE 1,2024-06-05,04:30,Gwangju FC,Daejeon,1.83,3.25,3.8,2.15,1.67,2.0,1.73,1.4545455,1.4373989,0.98821175,0.41451943,0.3435397,0.8287663,0.4991422,0.15822604,0.31699592,1.4545455,1.3726971,0.9437293,1.0909091,1.0833068,0.99303126,0.36363637,1.7200807,4.7302217,0.4754056,0.0836559,0.96497554,1.983471,1.0066446,0.9917355,1.1916375,0.8181818,0.83319557,1.0183501,0.56838226,0.5116869,0.90025145,0.42614183,0.079517834,0.18659945,1.0909091,0.8999541,0.8249579,1.4545455,1.1570839,0.79549515,-0.36363637,1.06794,-2.936835,0.2845095,0.064876795,0.7933884,1.2374369,1.1900827,1.4142135,0.5464481,0.30769232,0.2631579,0.4651163,0.5988024,0.5,0.5780347,1.7759563,2.0765028,0.5630769,1.1692308,0.48157895,0.8552632,0.6615385,0.51384616,0.33397532,0.27952754,0.34991118,0.07801419,0.2037037,0.48157895,1.1692308,0.5630769,0.8511628,1.7674419,0.6615385,1.075,8.88,0.636,2.271,-0.1599099,0.061936937,0.20608108,0.42792794,0.34341678,1.0165137,0.33491254,2.4899397,35.374752,0.6788225,13.495733,1.9025022,1.3359218,1.424112,0.702192,2.4899397,0.55,1.42,1,0.8606
4,ROMANIA - LIGA 1,2024-06-05,09:00,FC Hermannstadt,Poli Iasi,1.95,3.2,4.33,2.5,1.5,2.2,1.62,2.090909,0.9958592,0.47628048,0.43115896,0.3347259,0.7763398,0.43991128,0.1491886,0.33913335,1.5454545,1.1570839,0.7487013,0.45454547,0.4979296,1.0954452,1.0909091,1.1642044,1.0671874,0.47964448,0.08015141,1.0125495,1.5454545,1.1570839,0.16528925,1.3693064,0.36363637,0.4810457,1.3228756,0.3394082,0.38466966,1.1333541,0.59451836,0.08776327,0.1476208,0.6363636,0.64282435,1.0101526,1.7272727,1.4826823,0.8583951,-1.0909091,1.6211413,-1.4860462,0.25710937,0.053844545,0.46280992,0.8838835,1.8842975,1.3591255,0.51282054,0.3125,0.23094688,0.4,0.6666667,0.45454547,0.61728394,1.6410257,2.2205129,0.609375,1.353125,0.4503464,0.73903,0.78125,0.46875,0.33636498,0.24271844,0.3789809,0.1500664,0.12280702,0.4503464,1.353125,0.609375,0.78,1.732,0.78125,1.1363636,9.48,1.727,1.477,-0.13185655,0.119198315,0.2056962,0.45675105,0.3767418,1.1905041,0.34274837,2.9161277,32.005383,1.4142135,26.565052,1.7694085,1.2056612,1.4675835,0.68139225,2.9161277,1.13,1.25,1,0.9367
5,ROMANIA - LIGA 1,2024-06-05,12:00,UTA Arad,U Craiova 1948,2.2,3.1,3.4,2.0,1.85,1.73,2.0,2.1818182,1.1134044,0.51031035,0.65893215,0.36020413,0.5466483,0.31013164,0.1340612,0.4322719,1.9090909,1.0833068,0.5674465,1.2727273,1.1354542,0.8921426,0.6363636,1.06794,1.6781914,0.4020663,0.10958279,1.1555786,3.123967,0.66202086,1.8512397,0.78062475,0.45454547,0.8907235,1.9595917,0.3544295,0.49989864,1.4104319,0.66132355,0.124651685,0.1884882,0.72727275,0.9620914,1.3228756,1.5454545,1.4373989,0.93008167,-0.8181818,0.9359664,-1.1439589,0.30665043,0.047358975,0.59504133,1.1758895,1.2644628,1.7568209,0.45454547,0.32258064,0.29411766,0.5,0.5405405,0.5780347,0.5,1.4090909,1.5454545,0.7096774,1.0967742,0.64705884,0.9117647,0.6451613,0.5967742,0.19572671,0.16981132,0.21428572,0.046153847,0.21568628,0.64705884,1.0967742,0.7096774,1.1,1.7,0.6451613,1.1560694,8.7,1.727,2.004,-0.10344828,0.03448276,0.25287357,0.3908046,0.21534476,0.6244998,0.2542331,1.5297059,24.227745,0.21213204,4.289153,1.6577541,1.3368984,1.24,0.8064516,1.5297059,0.3,0.9,1,0.831
6,POLAND - EKSTRAKLASA,2024-06-05,14:00,Pogon Szczecin,Puszcza,1.5,4.75,6.0,1.57,2.35,1.7,2.05,1.5454545,1.3726971,0.88821584,0.60768586,0.53783137,0.8850483,0.36390802,0.10254249,0.28178135,2.5454545,1.6713433,0.65659916,1.7272727,1.2128786,0.70219284,0.8181818,2.3671303,2.8931592,0.5711418,0.13015984,1.5582981,3.7024794,1.1490486,1.5702479,1.3341664,1.0,1.0444659,1.0444659,0.60000634,0.4601309,0.7668767,0.39525908,0.069533154,0.17591792,1.0909091,0.8999541,0.8249579,1.4545455,1.7248787,1.1858541,-0.36363637,1.2984415,-3.5707142,0.21697721,0.07222742,1.785124,0.54997194,2.7768595,0.9035079,0.6666667,0.21052632,0.16666667,0.6369427,0.42553192,0.5882353,0.4878049,3.1666667,4.0,0.31578946,1.2631578,0.25,0.7916667,0.33052632,0.49473685,0.6497271,0.52,0.6,0.11627907,0.5031645,0.25,1.2631578,0.31578946,0.955414,3.821656,0.33052632,0.9235294,12.25,0.545,2.417,-0.26530612,0.10204082,0.12244898,0.48979592,0.56887186,2.3228934,0.6585174,5.6899033,58.392498,1.1030866,-21.305784,2.1666667,1.1666666,1.8571428,0.53846157,5.6899033,1.25,3.25,1,0.9904
7,SWEDEN - SUPERETTAN,2024-06-05,14:00,Varberg,Trelleborg,1.85,3.5,3.6,1.93,1.93,1.75,2.0,0.6363636,1.1499192,1.8070158,0.4760111,0.5727581,1.2032453,0.5153589,0.099750906,0.19355619,1.0,1.1281521,1.1281521,1.8181819,0.9359664,0.51478153,-0.8181818,1.4024771,-1.7141387,0.2772788,0.09755269,0.6386394,1.4545455,0.7756046,1.6528926,1.0295631,1.2727273,1.1354542,0.8921426,0.6375844,0.6127692,0.96107936,0.48425567,0.10345862,0.21364462,1.1818181,1.1134044,0.94211143,1.1818181,0.83319557,0.70501167,0.0,1.3483998,1.0,0.27418807,0.072183505,0.8595041,1.5309311,2.3636363,0.41659778,0.5405405,0.2857143,0.2777778,0.5181347,0.5181347,0.5714286,0.5,1.8918918,1.945946,0.5285714,1.0285715,0.5138889,0.9722222,0.55142856,0.55142856,0.33162042,0.3084112,0.32110092,0.014084507,0.28913444,0.5138889,1.0285715,0.5285714,0.9585492,1.8652849,0.55142856,1.1028571,8.95,-0.636,2.285,-0.18435754,0.011173184,0.20670392,0.40223464,0.3294195,0.9827682,0.35287735,2.4072807,39.522633,0.0,0.0,1.8993994,1.3738738,1.3825136,0.7233202,2.4072807,0.1,1.65,1,0.7375
8,RUSSIA - PREMIER LEAGUE,2024-06-05,14:30,CSKA Moscow,Rubin Kazan,1.84,3.78,4.83,2.17,1.81,1.97,1.79,1.7272727,1.2128786,0.70219284,0.35012266,0.20500343,0.5855189,0.4308409,0.17713213,0.41113117,1.6363636,1.06794,0.65263003,1.0909091,0.9958592,0.91287094,0.54545456,1.1570839,2.1213202,0.5207272,0.10874743,1.0785455,2.0826447,0.8390957,1.0909091,0.9958592,1.7272727,1.4200454,0.8221316,0.44581366,0.40433326,0.9069558,0.44949296,0.0959742,0.21351658,0.90909094,0.66804266,0.73484695,0.8181818,1.0285189,1.2570788,0.09090909,1.5640591,17.20465,0.26723024,0.06384715,0.5785124,1.0497813,1.2644628,0.66551226,0.54347825,0.26455027,0.20703934,0.4608295,0.5524862,0.5076142,0.5586592,2.0543478,2.625,0.48677248,1.2777778,0.3809524,0.7826087,0.5740741,0.47883597,0.43425092,0.34519574,0.44827586,0.12195122,0.27058825,0.3809524,1.2777778,0.48677248,0.84792626,2.2258065,0.5740741,1.1015228,10.45,0.0,2.633,-0.18564594,0.10047847,0.17607656,0.46220097,0.4354782,1.5169157,0.44433212,3.7156696,44.127544,0.5091169,10.203974,1.8374741,1.1645963,1.5777777,0.63380283,3.7156696,1.05,1.94,1,0.9175
9,ROMANIA - LIGA 1,2024-06-05,15:00,Univ. Craiova,FCSB,1.75,3.75,4.75,1.7,2.1,1.67,2.1,1.3636364,1.2984415,0.95219046,0.282141,0.20261234,0.7181244,0.5414655,0.15727976,0.2904705,1.1818181,0.7158189,0.6056929,1.3636364,0.88139635,0.6463573,-0.18181819,1.1922616,-6.5574384,0.53361666,0.116966575,0.85771745,1.7190082,0.49212548,1.983471,0.60596,2.0,1.1281521,0.56407607,0.4194406,0.30825683,0.73492366,0.4428679,0.15046273,0.3397463,1.4545455,0.9875255,0.6789238,1.0,1.2060454,1.2060454,0.45454547,1.6713433,3.6769552,0.48210895,0.12023052,1.7190082,0.8355985,1.8181819,0.66332495,0.5714286,0.26666668,0.21052632,0.5882353,0.47619048,0.5988024,0.47619048,2.142857,2.7142856,0.46666667,1.2666667,0.36842105,0.7894737,0.45333335,0.56,0.45363465,0.36363637,0.46153846,0.11764706,0.3761468,0.36842105,1.2666667,0.46666667,1.0294118,2.7941177,0.45333335,1.0179641,10.25,-0.636,2.427,-0.19512194,0.09756097,0.17073171,0.46341464,0.44708055,1.5275252,0.5067888,3.7416575,45.0,0.56568545,-11.309933,1.9248121,1.2030075,1.6,0.625,3.7416575,1.0,2.0,1,0.8868
10,ICELAND - BESTA DEILD KARLA,2024-06-05,16:15,Breidablik,Valur,1.87,3.7,3.65,1.6,2.2,1.55,2.3,1.0909091,1.443137,1.3228756,0.50689375,0.5377976,1.0609671,0.49037072,0.1050605,0.2142471,1.5454545,1.3726971,0.88821584,1.6363636,1.1499192,0.7027284,-0.09090909,1.928473,-21.213203,0.48664987,0.21656291,1.0160522,4.6363635,0.45756572,0.0,1.0,1.3636364,1.2984415,0.95219046,0.64157444,0.5310491,0.8277279,0.44086576,0.17816192,0.4041183,1.9090909,1.6211413,0.84916925,1.4545455,1.4993111,1.0307764,0.45454547,2.5356956,5.5785303,0.4813764,0.15110633,1.214876,2.5475078,3.966942,0.5497474,0.53475934,0.27027026,0.2739726,0.625,0.45454547,0.6451613,0.4347826,1.9786097,1.9518716,0.5054054,0.9864865,0.51232874,1.0136986,0.43243244,0.5945946,0.34425673,0.32854578,0.32246378,0.006802721,0.3962264,0.51232874,0.9864865,0.5054054,1.16875,2.28125,0.43243244,1.032258,9.22,-0.273,2.742,-0.19848156,-0.0054229936,0.20281996,0.39587852,0.33918124,1.042417,0.41613877,2.5533898,42.458515,0.84852815,-16.699244,1.8782507,1.3566772,1.3844492,0.7223089,2.5533898,0.05,1.83,1,0.8176
