,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-12-03,14:00:00,SLOVAKIA - NIKE LIGA,Podbrezova,Trnava,3.5,2.18,3.4,10.5,1.2511961
2,2025-12-03,14:00:00,SLOVAKIA - NIKE LIGA,Slovan Bratislava,Ruzomberok,1.39,7.8,5.2,100.0,1.2511963
3,2025-12-03,14:00:00,HUNGARY - OTP BANK LIGA,Kazincbarcika,Gyori,7.4,1.44,5.1,10.5,1.2511123
4,2025-12-03,15:00:00,SPAIN - LALIGA,Ath Bilbao,Real Madrid,4.8,1.77,4.2,10.5,1.2503798
5,2025-12-03,15:00:00,EGYPT - PREMIER LEAGUE,Kahraba Ismailia,Pyramids,13.5,1.33,5.1,6.8,1.2510788
6,2025-12-03,16:00:00,BOLIVIA - DIVISION PROFESIONAL,Blooming,Academia de Balompie Bolivi,1.22,12.5,7.0,130.0,1.2511662
7,2025-12-03,16:30:00,ENGLAND - PREMIER LEAGUE,Arsenal,Brentford,1.43,9.0,5.1,26.0,1.2508851
8,2025-12-03,16:30:00,ENGLAND - PREMIER LEAGUE,Burnley,Crystal Palace,5.2,1.79,3.95,7.4,1.2508847
9,2025-12-03,16:30:00,ENGLAND - PREMIER LEAGUE,Wolves,Nottingham,3.4,2.38,3.45,8.8,1.250886
10,2025-12-03,16:30:00,ENGLAND - PREMIER LEAGUE,Brighton,Aston Villa,2.22,3.55,3.6,14.0,1.2508852
11,2025-12-03,16:45:00,SCOTLAND - PREMIERSHIP,Aberdeen,St. Mirren,2.24,3.55,3.5,14.0,1.2508907
12,2025-12-03,16:45:00,SCOTLAND - PREMIERSHIP,Dundee Utd,Rangers,4.1,1.98,3.8,10.0,1.2508911
13,2025-12-03,16:45:00,SCOTLAND - PREMIERSHIP,Celtic,Dundee FC,1.13,24.0,11.5,95.0,1.2508912
14,2025-12-03,16:45:00,SCOTLAND - PREMIERSHIP,Hearts,Kilmarnock,1.39,10.0,5.1,34.0,1.2508913
15,2025-12-03,16:45:00,SCOTLAND - PREMIERSHIP,Falkirk,Motherwell,2.86,2.64,3.5,13.0,1.2508909
16,2025-12-03,17:15:00,ENGLAND - PREMIER LEAGUE,Leeds,Chelsea,4.2,1.95,3.9,10.0,1.2508845
17,2025-12-03,17:15:00,ENGLAND - PREMIER LEAGUE,Liverpool,Sunderland,1.4,9.0,5.6,32.0,1.2508849
18,2025-12-03,19:00:00,BRAZIL - SERIE A,Red Bull Bragantino,Vitoria,1.94,4.7,3.55,15.0,1.2511663
19,2025-12-03,19:00:00,BOLIVIA - DIVISION PROFESIONAL,Tomayapo,Oriente Petrolero,2.52,2.72,3.7,970.0,1.2512367
20,2025-12-03,19:30:00,BRAZIL - SERIE A,Juventude,Santos,5.2,1.78,3.95,8.2,1.2511275
21,2025-12-03,20:00:00,BRAZIL - SERIE A,Bahia,Sport Recife,1.23,14.5,7.6,55.0,1.2511274
22,2025-12-03,21:00:00,BOLIVIA - DIVISION PROFESIONAL,Wilstermann,CDT Real Oruro,2.5,2.62,3.75,16.5,1.2511511
23,2025-12-03,21:30:00,BRAZIL - SERIE A,Atletico-MG,Palmeiras,3.3,2.52,3.15,8.6,1.2511095
24,2025-12-03,21:30:00,BRAZIL - SERIE A,Flamengo RJ,Ceara,1.28,15.0,6.2,90.0,1.2511102
