League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Mexican Liga MX,2024-02-24,00:00:00,FC Juarez,Monterrey,4.9,1.81,3.9,3.3,1.4,1.48,2.92,1.12,8.0,14.0,1.07,4.1,1.31,2.04,1.91,1.16,6.8,1.88,2.04,12.5,8.0,9.8,16.5,16.0,8.0,9.2,17.0,32.0,17.5,18.0,32.0,75.0,55.0,55.0,80.0,13.0,8.8,16.0,0.20408164,0.25641027,0.5524862,0.5235602,0.49019608,0.5319149,0.49019608,0.79591835,0.36938775,1.2564102,0.46410257,2.7071824,2.1546962,0.4897436,0.52307695,0.45430502,0.11363637,0.4605067,0.36602452,0.3425129,2.7071824,0.46410257,1.2564102,2.565445,0.947644,0.4897436,1.0159575,10.61,0.09425071,-0.19698398,0.46182847,0.17059378,0.4458198,1.576716,0.486512,3.8621497,-26.565052,0.18384777,-3.718994,3.8621497,2.09,1.0,1,1.0
Mexican Liga MX,2024-02-24,00:00:00,Necaxa,Pachuca,3.1,2.38,3.6,3.6,1.36,1.56,2.66,1.14,7.0,15.5,1.06,4.8,1.25,2.24,1.77,1.19,5.7,1.66,2.44,15.5,11.0,14.5,29.0,13.5,7.8,10.5,21.0,21.0,12.5,14.0,29.0,44.0,29.0,34.0,55.0,10.0,12.5,17.5,0.32258064,0.2777778,0.42016807,0.56497175,0.44642857,0.60240966,0.40983605,1.1612903,0.7677419,0.8611111,0.6611111,1.302521,1.5126051,0.49166667,0.62222224,0.17475414,0.07462686,0.13138686,0.20401338,0.34078214,1.302521,0.6611111,0.8611111,1.7514124,1.3446327,0.49166667,1.0662651,9.08,-0.05506608,-0.13436124,0.34140968,0.26211452,0.2026312,0.6132971,0.29620883,1.502265,14.036243,0.66468036,-13.224551,1.502265,1.22,0.5,1,1.0
Japanese J League,2024-02-24,02:00:00,Tosu,Albirex Niigata,3.2,2.46,3.35,3.05,1.47,1.42,3.15,1.1,9.8,11.0,1.08,3.55,1.38,1.84,2.14,1.11,8.6,1.87,2.08,11.0,9.0,14.0,23.0,11.0,7.0,10.5,22.0,19.0,12.0,17.0,34.0,42.0,30.0,40.0,110.0,10.0,8.6,12.5,0.3125,0.29850745,0.40650406,0.46728972,0.54347825,0.53475934,0.48076922,1.046875,0.76875,0.95522386,0.7343283,1.300813,1.3617886,0.638806,0.5492537,0.14138456,0.022900764,0.13074204,0.15318416,0.22040074,1.300813,0.7343283,0.95522386,1.4953271,1.1495327,0.638806,1.144385,9.01,-0.01664817,-0.098779134,0.35516092,0.27302995,0.15865044,0.47648016,0.20847084,1.1671332,4.289153,0.42426407,8.530766,1.1671332,0.89,0.15,1,1.0
Japanese J League 2,2024-02-24,02:00:00,Fujieda Myfc,Nagasaki,3.2,2.22,3.8,3.75,1.34,1.59,2.56,1.15,6.6,15.0,1.04,5.0,1.23,2.32,1.71,1.2,5.3,1.63,2.32,15.0,10.5,13.5,22.0,14.5,7.8,9.4,18.0,19.0,11.5,13.0,22.0,5.9,26.0,28.0,6.6,5.3,4.6,6.6,0.3125,0.2631579,0.45045045,0.5847953,0.43103448,0.61349696,0.43103448,1.1875,0.69375,0.84210527,0.5842105,1.4414414,1.7117118,0.45,0.6105263,0.2317384,0.08571429,0.18081181,0.26245847,0.37931034,1.4414414,0.5842105,0.84210527,1.871345,1.2982457,0.45,1.0490798,9.22,-0.06507592,-0.17136659,0.3470716,0.2407809,0.25951615,0.79757965,0.34500998,1.9536632,16.699244,0.8626703,-16.961706,1.9536632,1.58,0.6,1,1.0
Japanese J League 2,2024-02-24,02:00:00,Mito,Iwaki SC,2.72,2.82,3.3,3.2,1.43,1.46,3.0,1.11,8.6,12.0,1.07,3.85,1.32,1.94,2.0,1.13,7.6,1.76,2.12,9.8,9.0,14.0,32.0,8.6,6.6,9.6,24.0,13.0,9.2,14.0,30.0,28.0,21.0,32.0,4.6,3.85,3.9,4.4,0.36764705,0.3030303,0.35460994,0.5,0.5154639,0.5681818,0.4716981,1.2132353,1.0367647,0.8242424,0.8545455,0.964539,1.1702127,0.6060606,0.58787876,0.081636004,0.096345514,0.018050542,0.078431375,0.24528302,0.964539,0.8545455,0.8242424,1.36,1.41,0.6060606,1.1363636,8.84,-0.06561086,-0.054298643,0.30769232,0.31900454,0.10522187,0.31005377,0.198074,0.7594735,16.17216,0.084852815,1.718358,0.7594735,0.48,0.58,1,1.0
Japanese J League,2024-02-24,03:00:00,FC Machida,G-Osaka,2.38,3.25,3.5,3.0,1.49,1.41,3.25,1.09,9.8,11.0,1.08,3.45,1.38,1.83,2.16,1.11,8.8,1.89,2.02,10.0,10.5,19.5,9.0,8.4,7.0,13.0,8.4,13.0,10.5,17.0,9.0,8.0,21.0,8.6,9.4,7.2,8.2,10.0,0.42016807,0.2857143,0.30769232,0.46296296,0.5464481,0.52910054,0.4950495,1.4705882,1.3655462,0.68,0.9285714,0.7323077,1.0769231,0.61714286,0.5228571,0.1743021,0.1904762,0.1545293,0.037037037,0.23674911,0.7323077,0.9285714,0.68,1.1018518,1.5046296,0.61714286,1.1428572,9.13,-0.122672506,-0.027382256,0.26067907,0.35596934,0.19317828,0.5879059,0.23110619,1.4400694,29.248827,0.46669048,9.369385,1.4400694,0.25,1.12,1,1.0
Japanese J League,2024-02-24,03:00:00,C-Osaka,FC Tokyo,2.26,3.6,3.4,2.98,1.48,1.4,3.25,1.09,10.0,10.0,1.09,3.35,1.4,1.78,2.2,1.1,9.2,1.96,2.02,10.5,11.0,22.0,42.0,8.2,7.0,14.0,42.0,12.5,10.5,18.5,40.0,26.0,24.0,42.0,19.5,18.5,46.0,23.0,0.44247788,0.29411766,0.2777778,0.45454547,0.56179774,0.5102041,0.4950495,1.5044248,1.5929203,0.6647059,1.0588236,0.62777776,0.9444444,0.64705884,0.5235294,0.21912034,0.20141342,0.22866894,0.028571429,0.21428572,0.62777776,1.0588236,0.6647059,1.0272727,1.6363636,0.64705884,1.1224489,9.26,-0.12311015,0.021598272,0.24406047,0.3887689,0.23418942,0.7228647,0.25765216,1.7706496,29.68314,0.5939697,11.859779,1.7706496,0.2,1.14,1,1.0
Australian A-League Men,2024-02-24,03:30:00,Sydney FC,Melbourne City,1.84,4.0,4.5,4.4,1.21,1.86,2.08,1.22,4.4,28.0,1.03,7.4,1.14,3.15,1.43,1.38,3.45,1.49,2.84,29.0,26.0,34.0,55.0,16.0,11.0,16.0,34.0,15.0,10.0,14.0,30.0,19.5,14.5,19.0,36.0,6.0,18.5,60.0,0.54347825,0.22222222,0.25,0.6993007,0.31746033,0.67114097,0.35211268,2.4456522,2.173913,0.40888888,0.8888889,0.46,1.125,0.31777778,0.7,0.4292723,0.41955835,0.369863,0.05882353,0.5177066,0.46,0.8888889,0.40888888,1.2867132,2.7972028,0.31777778,0.9597315,10.34,-0.25725338,-0.0483559,0.17794971,0.3868472,0.41016293,1.413695,0.520875,3.4628313,53.061237,2.4324474,-40.69553,3.4628313,0.5,2.66,1,1.0
Australian A-League Men,2024-02-24,05:45:00,Adelaide United,Western Sydney Wanderers,2.42,2.72,4.3,4.4,1.26,1.77,2.12,1.23,4.5,26.0,1.03,3.05,1.14,3.05,1.44,1.35,3.4,1.47,2.9,27.0,19.0,22.0,36.0,18.5,10.5,12.0,22.0,20.0,11.5,13.0,24.0,30.0,19.5,22.0,38.0,9.2,11.0,30.0,0.41322315,0.23255815,0.36764705,0.6944444,0.32786885,0.6802721,0.3448276,1.7768595,1.1239669,0.5627907,0.63255817,0.8897059,1.5808823,0.33488372,0.7093023,0.22709402,0.2797619,0.05836576,0.22507122,0.49825785,0.8897059,0.63255817,0.5627907,1.6805556,1.8888888,0.33488372,0.97959185,9.44,-0.19915254,-0.16737288,0.25635594,0.2881356,0.32097983,1.0100166,0.43628827,2.474025,43.22853,2.2768838,-38.834064,2.474025,1.58,1.88,1,1.0
Turkish 1 Lig,2024-02-24,07:30:00,Bandirmaspor,Umraniyespor,1.73,5.2,3.8,2.96,1.37,1.42,2.74,1.11,7.2,11.0,1.05,3.5,1.29,1.91,1.88,1.11,3.2,1.89,1.94,12.0,15.0,6.2,6.8,7.4,7.8,6.0,6.6,8.6,8.2,17.5,6.6,14.0,15.0,6.0,6.8,4.5,6.6,7.0,0.5780347,0.2631579,0.1923077,0.5319149,0.5235602,0.52910054,0.5154639,2.1965318,3.0057805,0.45526317,1.3684211,0.3326923,0.7307692,0.49473685,0.5026316,0.48664117,0.37432188,0.5007215,0.15555556,0.33802816,0.3326923,1.3684211,0.45526317,0.92021275,2.7659574,0.49473685,0.994709,10.73,-0.19291705,0.1304753,0.16123019,0.48462257,0.48809335,1.7457472,0.52616715,4.27619,45.985332,0.042426407,-0.85937226,4.27619,1.4,2.07,1,1.0
