,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes
1,29/06/2023,15:30,EGYPT - PREMIER LEAGUE,National Bank Egypt,Al Ahly,6.42,4.32,1.49,1.95,2.02
2,29/06/2023,19:00,SOUTH AMERICA - COPA LIBERTADORES,Boca Juniors (Arg),Monagas (Ven),1.29,5.0,13.0,1.88,2.38
